pair,entry_time,exit_time,entry_price,exit_price,peak_price,structure_high,pnl,pnl_pct,bars_to_exit,peak_capture,exit_reason
Pompliano_CyTMmm81,2026-06-30 01:18:00+00:00,2026-06-30 01:19:00+00:00,0.00020857,0.00021306,0.00021869,0.00018706,4.49e-06,2.1527,1,44.37,case1_divergence_fulfilled
Potato_Fd35pvzQ,2026-06-29 15:21:00+00:00,2026-06-29 15:22:00+00:00,9.112e-05,9.644e-05,9.726e-05,9.431e-05,5.32e-06,5.837,1,86.66,case1_divergence_fulfilled
Potato_Fd35pvzQ,2026-06-29 15:23:00+00:00,2026-06-29 15:24:00+00:00,0.00010026,0.0001003,0.00010071,9.431e-05,3e-08,0.0333,1,0.0,case1_divergence_fulfilled
Potato_Fd35pvzQ,2026-06-29 15:25:00+00:00,2026-06-29 15:27:00+00:00,9.644e-05,9.644e-05,0.0001003,9.431e-05,-1e-08,-0.0073,1,-0.18,case1_divergence_fulfilled
Potato_Fd35pvzQ,2026-06-29 15:28:00+00:00,2026-06-29 15:29:00+00:00,9.603e-05,9.487e-05,9.837e-05,9.431e-05,-1.16e-06,-1.2111,1,-49.72,case1_divergence_fulfilled
Potato_Fd35pvzQ,2026-06-29 15:30:00+00:00,2026-06-29 15:33:00+00:00,9.944e-05,9.536e-05,9.98e-05,9.431e-05,-4.08e-06,-4.0987,2,0.0,case1_divergence_fulfilled
Potato_Fd35pvzQ,2026-06-29 19:47:00+00:00,2026-06-29 20:12:00+00:00,0.0001599,0.00018696,0.00018953,0.00017687,2.707e-05,16.9268,25,91.35,case1_divergence_fulfilled
Potato_Fd35pvzQ,2026-06-29 21:40:00+00:00,2026-06-29 21:44:00+00:00,0.00060082,0.0005307,0.00061399,0.00065814,-7.012e-05,-11.6713,4,-100.0,case3_bearish_volume
Potato_Fd35pvzQ,2026-06-29 21:45:00+00:00,2026-06-29 22:12:00+00:00,0.00052424,0.00066156,0.00071788,0.00065814,0.00013732,26.1942,27,70.91,case1_divergence_fulfilled
Potato_Fd35pvzQ,2026-06-29 23:59:00+00:00,2026-06-30 00:00:00+00:00,0.00070605,0.00074063,0.00075644,0.00063738,3.458e-05,4.8979,1,68.64,case1_divergence_fulfilled
Potato_Fd35pvzQ,2026-06-30 00:01:00+00:00,2026-06-30 00:02:00+00:00,0.00071882,0.00070219,0.0007608,0.00063738,-1.663e-05,-2.3139,1,-39.63,case1_divergence_fulfilled
Potato_Fd35pvzQ,2026-06-30 00:03:00+00:00,2026-06-30 00:04:00+00:00,0.00068159,0.00069657,0.00070219,0.00063738,1.498e-05,2.1974,1,72.7,case1_divergence_fulfilled
Potato_Fd35pvzQ,2026-06-30 00:05:00+00:00,2026-06-30 00:06:00+00:00,0.00066463,0.00065413,0.00069657,0.00063738,-1.051e-05,-1.5806,1,-32.89,case1_divergence_fulfilled
Potato_Fd35pvzQ,2026-06-30 00:07:00+00:00,2026-06-30 00:13:00+00:00,0.00065039,0.00065222,0.00067211,0.00063738,1.83e-06,0.281,6,8.41,case1_divergence_fulfilled
Potato_Fd35pvzQ,2026-06-30 00:20:00+00:00,2026-06-30 00:22:00+00:00,0.00061225,0.00067625,0.00070507,0.00065222,6.4e-05,10.4533,2,68.95,case1_divergence_fulfilled
Potato_Fd35pvzQ,2026-06-30 00:23:00+00:00,2026-06-30 00:27:00+00:00,0.00066533,0.00060295,0.00069589,0.00065222,-6.238e-05,-9.376,4,-100.0,case3_bearish_volume
Potato_Fd35pvzQ,2026-06-30 00:28:00+00:00,2026-06-30 01:08:00+00:00,0.00058289,0.00057631,0.00060627,0.00065222,-6.57e-06,-1.1277,40,-28.11,case2_bearish_obv_divergence
Potato_Fd35pvzQ,2026-06-30 02:57:00+00:00,2026-06-30 03:01:00+00:00,0.00062165,0.00055202,0.00064123,0.00077171,-6.963e-05,-11.2006,4,-100.0,case3_bearish_volume
Potato_Fd35pvzQ,2026-06-30 03:02:00+00:00,2026-06-30 03:44:00+00:00,0.00055855,0.00048636,0.00059939,0.00077171,-7.219e-05,-12.9247,41,-100.0,case3_bearish_volume
Potato_Fd35pvzQ,2026-06-30 04:24:00+00:00,2026-06-30 04:41:00+00:00,0.00034111,0.00037255,0.00037255,0.00036467,3.143e-05,9.2153,17,100.0,case1_divergence_fulfilled
SOL_8sKQHfjN,2026-06-29 14:52:00+00:00,2026-06-29 14:53:00+00:00,73.22391561,73.45340007,73.45340007,73.41432567,0.22948446,0.3134,1,0.0,case1_divergence_fulfilled
SOL_8sKQHfjN,2026-06-29 14:54:00+00:00,2026-06-29 14:55:00+00:00,73.7543333,73.72312413,73.80775412,73.41432567,-0.03120918,-0.0423,1,0.0,case1_divergence_fulfilled
SOL_8sKQHfjN,2026-06-29 14:56:00+00:00,2026-06-29 14:57:00+00:00,73.67020293,73.52645365,73.79852852,73.41432567,-0.14374928,-0.1951,1,0.0,case1_divergence_fulfilled
SOL_8sKQHfjN,2026-06-29 14:58:00+00:00,2026-06-29 14:59:00+00:00,73.41315978,73.62907681,73.69966821,73.41432567,0.21591703,0.2941,1,0.0,case1_divergence_fulfilled
SOL_8sKQHfjN,2026-06-29 15:00:00+00:00,2026-06-29 15:19:00+00:00,73.52914228,73.4567536,73.68653162,73.41432567,-0.07238868,-0.0984,19,0.0,case1_divergence_fulfilled
SOL_8sKQHfjN,2026-06-29 15:44:00+00:00,2026-06-29 15:48:00+00:00,73.97069702,73.90641173,73.97620452,74.3209858,-0.0642853,-0.0869,4,0.0,case3_bearish_volume
SOL_8sKQHfjN,2026-06-29 15:49:00+00:00,2026-06-29 15:50:00+00:00,73.95313589,74.1059791,74.11511525,73.97069702,0.15284321,0.2067,1,0.0,case1_divergence_fulfilled
SOL_8sKQHfjN,2026-06-29 15:51:00+00:00,2026-06-29 15:53:00+00:00,74.017381,74.07623428,74.14249033,73.97069702,0.05885328,0.0795,2,0.0,case1_divergence_fulfilled
SOL_8sKQHfjN,2026-06-29 15:54:00+00:00,2026-06-29 15:55:00+00:00,74.08929389,74.01360621,74.11973004,73.97069702,-0.07568768,-0.1022,1,0.0,case1_divergence_fulfilled
SOL_8sKQHfjN,2026-06-29 16:16:00+00:00,2026-06-29 16:47:00+00:00,73.56511028,73.95640295,73.95640295,73.69606365,0.39129267,0.5319,31,100.0,case1_divergence_fulfilled
SOL_8sKQHfjN,2026-06-29 18:32:00+00:00,2026-06-29 18:40:00+00:00,75.34558522,75.6430351,75.64326416,75.62579885,0.29744987,0.3948,8,0.0,case1_divergence_fulfilled
SOL_8sKQHfjN,2026-06-29 18:41:00+00:00,2026-06-29 18:42:00+00:00,75.65274281,75.65182031,75.69483389,75.62579885,-0.0009225,-0.0012,1,0.0,case1_divergence_fulfilled
SOL_8sKQHfjN,2026-06-29 18:43:00+00:00,2026-06-29 18:44:00+00:00,75.60171268,75.72966153,75.72966153,75.62579885,0.12794884,0.1692,1,0.0,case1_divergence_fulfilled
SOL_8sKQHfjN,2026-06-29 20:24:00+00:00,2026-06-29 20:56:00+00:00,75.61008193,75.32034997,75.68846112,75.7298362,-0.28973196,-0.3832,32,0.0,case3_bearish_volume
SOL_8sKQHfjN,2026-06-29 20:57:00+00:00,2026-06-29 21:04:00+00:00,75.33636513,75.31263843,75.466758,75.6884462,-0.0237267,-0.0315,7,0.0,case3_bearish_volume
SOL_8sKQHfjN,2026-06-29 22:21:00+00:00,2026-06-29 22:54:00+00:00,75.47627916,75.40974731,75.47679861,75.62464606,-0.06653184,-0.0881,33,0.0,case2_bearish_obv_divergence
SOL_8sKQHfjN,2026-06-29 22:55:00+00:00,2026-06-29 22:56:00+00:00,75.37629498,75.32615651,75.41195593,75.31886752,-0.05013847,-0.0665,1,0.0,case1_divergence_fulfilled
SOL_8sKQHfjN,2026-06-29 22:57:00+00:00,2026-06-29 23:03:00+00:00,75.1961712,75.32794659,75.3340016,75.31886752,0.13177539,0.1752,6,0.0,case1_divergence_fulfilled
SOL_8sKQHfjN,2026-06-29 23:47:00+00:00,2026-06-29 23:48:00+00:00,75.06718228,75.17967443,75.18299364,75.06616979,0.11249215,0.1499,1,0.0,case1_divergence_fulfilled
SOL_8sKQHfjN,2026-06-29 23:49:00+00:00,2026-06-29 23:50:00+00:00,75.11273032,75.10539951,75.18306298,75.06616979,-0.00733081,-0.0098,1,0.0,case1_divergence_fulfilled
SOL_8sKQHfjN,2026-06-29 23:51:00+00:00,2026-06-29 23:52:00+00:00,75.04026828,75.1038827,75.10539951,75.06616979,0.06361442,0.0848,1,0.0,case1_divergence_fulfilled
SOL_8sKQHfjN,2026-06-29 23:53:00+00:00,2026-06-29 23:59:00+00:00,75.05577104,75.11272573,75.11272573,75.06616979,0.05695469,0.0759,6,0.0,case1_divergence_fulfilled
SOL_8sKQHfjN,2026-06-30 00:00:00+00:00,2026-06-30 02:49:00+00:00,75.14690873,74.68556974,75.19678871,75.17967443,-0.46133899,-0.6139,169,0.0,case3_bearish_volume
SOL_8sKQHfjN,2026-06-30 04:46:00+00:00,2026-06-30 05:01:00+00:00,74.05965875,74.11646865,74.11646865,74.09266502,0.0568099,0.0767,15,0.0,case1_divergence_fulfilled
SOL_Cw4ttxYw,2026-06-30 03:00:00+00:00,2026-06-30 03:01:00+00:00,0.00174229,0.00173567,0.00182537,0.0017823,-6.62e-06,-0.3801,1,-7.97,case3_bearish_volume
SOL_Cw4ttxYw,2026-06-30 03:02:00+00:00,2026-06-30 03:04:00+00:00,0.00178555,0.00188026,0.0019551,0.0017823,9.471e-05,5.3044,2,55.86,case1_divergence_fulfilled
SOL_Cw4ttxYw,2026-06-30 03:05:00+00:00,2026-06-30 03:06:00+00:00,0.00220141,0.00220092,0.00234094,0.0017823,-4.8e-07,-0.022,1,-0.35,case1_divergence_fulfilled
SOL_Cw4ttxYw,2026-06-30 03:07:00+00:00,2026-06-30 03:08:00+00:00,0.00220567,0.002104,0.00242349,0.0017823,-0.00010167,-4.6095,1,-46.68,case1_divergence_fulfilled
SPCX_zsTiYdrr,2026-06-29 22:44:00+00:00,2026-06-29 22:45:00+00:00,3.69e-06,3.68e-06,3.71e-06,3.67e-06,-1e-08,-0.2363,1,-42.34,case1_divergence_fulfilled
SPCX_zsTiYdrr,2026-06-29 22:46:00+00:00,2026-06-29 22:47:00+00:00,3.66e-06,3.68e-06,3.73e-06,3.67e-06,2e-08,0.5819,1,29.45,case1_divergence_fulfilled
SPCX_zsTiYdrr,2026-06-29 22:48:00+00:00,2026-06-29 22:50:00+00:00,3.69e-06,3.68e-06,3.75e-06,3.67e-06,-1e-08,-0.3858,2,-24.55,case1_divergence_fulfilled
SPCX_zsTiYdrr,2026-06-29 22:51:00+00:00,2026-06-29 23:00:00+00:00,3.62e-06,3.75e-06,3.75e-06,3.67e-06,1.2e-07,3.4241,9,100.0,case1_divergence_fulfilled
SPCX_zsTiYdrr,2026-06-30 01:07:00+00:00,2026-06-30 01:20:00+00:00,5.14e-06,5.21e-06,5.24e-06,5.2e-06,8e-08,1.5111,13,72.71,case1_divergence_fulfilled
SPCX_zsTiYdrr,2026-06-30 01:44:00+00:00,2026-06-30 01:45:00+00:00,5.31e-06,5.37e-06,5.4e-06,5.33e-06,6e-08,1.1529,1,67.33,case1_divergence_fulfilled
SPCX_zsTiYdrr,2026-06-30 01:46:00+00:00,2026-06-30 01:47:00+00:00,5.41e-06,5.4e-06,5.45e-06,5.33e-06,-1e-08,-0.1527,1,-19.96,case1_divergence_fulfilled
SPCX_zsTiYdrr,2026-06-30 01:48:00+00:00,2026-06-30 01:49:00+00:00,5.31e-06,5.35e-06,5.41e-06,5.33e-06,4e-08,0.7981,1,40.91,case1_divergence_fulfilled
SPCX_zsTiYdrr,2026-06-30 01:50:00+00:00,2026-06-30 01:51:00+00:00,5.28e-06,5.34e-06,5.41e-06,5.33e-06,6e-08,1.1892,1,47.52,case1_divergence_fulfilled
SPCX_zsTiYdrr,2026-06-30 01:52:00+00:00,2026-06-30 02:08:00+00:00,5.3e-06,5.36e-06,5.38e-06,5.33e-06,6e-08,1.1873,16,73.91,case1_divergence_fulfilled
SPCX_zsTiYdrr,2026-06-30 02:23:00+00:00,2026-06-30 02:32:00+00:00,5.31e-06,5.35e-06,5.36e-06,5.35e-06,4e-08,0.839,9,95.06,case1_divergence_fulfilled
SPCX_zsTiYdrr,2026-06-30 03:20:00+00:00,2026-06-30 03:31:00+00:00,5.66e-06,5.7e-06,5.74e-06,5.66e-06,5e-08,0.7996,11,58.39,case1_divergence_fulfilled
SPCX_zsTiYdrr,2026-06-30 06:25:00+00:00,2026-06-30 06:39:00+00:00,8.13e-06,8.42e-06,8.43e-06,8.3e-06,2.9e-07,3.5273,14,97.89,case1_divergence_fulfilled
SUPERMAN_9u8KnTGm,2026-06-30 06:24:00+00:00,2026-06-30 06:28:00+00:00,0.00106847,0.00120597,0.00133274,0.00118732,0.00013751,12.8697,4,52.03,case1_divergence_fulfilled
SUPERMAN_9u8KnTGm,2026-06-30 06:29:00+00:00,2026-06-30 06:34:00+00:00,0.00122932,0.00119083,0.00131171,0.00118732,-3.849e-05,-3.1312,5,-46.72,case1_divergence_fulfilled
Speedrun_C93iMB1x,2026-06-29 15:05:00+00:00,2026-06-29 15:08:00+00:00,0.00036529,0.00043309,0.00049212,0.00040353,6.78e-05,18.5614,3,53.46,case1_divergence_fulfilled
Speedrun_C93iMB1x,2026-06-29 15:09:00+00:00,2026-06-29 15:10:00+00:00,0.00044513,0.0004117,0.00047044,0.00040353,-3.343e-05,-7.51,1,-100.0,case1_divergence_fulfilled
Speedrun_C93iMB1x,2026-06-29 15:11:00+00:00,2026-06-29 15:12:00+00:00,0.00046554,0.00044346,0.00046955,0.00040353,-2.208e-05,-4.7438,1,-100.0,case1_divergence_fulfilled
Speedrun_C93iMB1x,2026-06-29 15:13:00+00:00,2026-06-29 15:14:00+00:00,0.00043533,0.00042034,0.00048621,0.00040353,-1.499e-05,-3.4437,1,-29.47,case1_divergence_fulfilled
Speedrun_C93iMB1x,2026-06-29 15:15:00+00:00,2026-06-29 15:16:00+00:00,0.00038131,0.00044716,0.00045748,0.00040353,6.585e-05,17.2681,1,86.45,case1_divergence_fulfilled
Speedrun_C93iMB1x,2026-06-29 15:17:00+00:00,2026-06-29 15:18:00+00:00,0.00046114,0.00045631,0.00046741,0.00040353,-4.83e-06,-1.0467,1,-77.01,case1_divergence_fulfilled
Speedrun_C93iMB1x,2026-06-29 16:15:00+00:00,2026-06-29 16:28:00+00:00,0.0003433,0.00037192,0.0003853,0.00035438,2.862e-05,8.3368,13,68.15,case1_divergence_fulfilled
Speedrun_C93iMB1x,2026-06-29 17:34:00+00:00,2026-06-29 18:09:00+00:00,0.00034516,0.0002953,0.00041082,0.0004237,-4.987e-05,-14.4474,35,-75.95,case3_bearish_volume
Speedrun_C93iMB1x,2026-06-29 22:30:00+00:00,2026-06-29 22:31:00+00:00,0.00032051,0.00032781,0.00033137,0.00030517,7.3e-06,2.2779,1,67.22,case1_divergence_fulfilled
Speedrun_C93iMB1x,2026-06-29 22:32:00+00:00,2026-06-29 22:33:00+00:00,0.00033553,0.00035218,0.00035333,0.00030517,1.665e-05,4.9624,1,93.52,case1_divergence_fulfilled
Speedrun_C93iMB1x,2026-06-29 22:34:00+00:00,2026-06-29 22:35:00+00:00,0.00036038,0.00036849,0.00037723,0.00030517,8.1e-06,2.2478,1,48.08,case1_divergence_fulfilled
Speedrun_C93iMB1x,2026-06-29 22:36:00+00:00,2026-06-29 22:37:00+00:00,0.00036325,0.00037284,0.00039429,0.00030517,9.59e-06,2.6396,1,30.89,case1_divergence_fulfilled
Speedrun_C93iMB1x,2026-06-29 22:38:00+00:00,2026-06-29 22:39:00+00:00,0.00037661,0.00037583,0.00038132,0.00030517,-7.8e-07,-0.2068,1,-16.53,case1_divergence_fulfilled
Speedrun_C93iMB1x,2026-06-29 22:40:00+00:00,2026-06-29 22:41:00+00:00,0.00036436,0.0003721,0.00037855,0.00030517,7.74e-06,2.1248,1,54.54,case1_divergence_fulfilled
Speedrun_C93iMB1x,2026-06-29 22:42:00+00:00,2026-06-29 22:43:00+00:00,0.0003781,0.00037338,0.00038502,0.00030517,-4.72e-06,-1.2481,1,-68.25,case1_divergence_fulfilled
Speedrun_C93iMB1x,2026-06-29 23:42:00+00:00,2026-06-30 00:23:00+00:00,0.00033387,0.00028555,0.0003359,0.00032322,-4.832e-05,-14.4713,41,-100.0,case3_bearish_volume
Speedrun_C93iMB1x,2026-06-30 01:29:00+00:00,2026-06-30 01:43:00+00:00,0.00017922,0.00018999,0.00019206,0.00018915,1.077e-05,6.0067,13,83.86,case1_divergence_fulfilled
Speedrun_C93iMB1x,2026-06-30 01:44:00+00:00,2026-06-30 01:45:00+00:00,0.00019411,0.00019288,0.00019411,0.00018765,-1.23e-06,-0.634,1,0.0,case1_divergence_fulfilled
Speedrun_C93iMB1x,2026-06-30 01:46:00+00:00,2026-06-30 01:47:00+00:00,0.00020055,0.00019937,0.00020055,0.00018765,-1.18e-06,-0.5881,1,0.0,case1_divergence_fulfilled
Speedrun_C93iMB1x,2026-06-30 01:48:00+00:00,2026-06-30 01:49:00+00:00,0.00019732,0.00019983,0.00020178,0.00018765,2.51e-06,1.2746,1,56.4,case1_divergence_fulfilled
Speedrun_C93iMB1x,2026-06-30 01:50:00+00:00,2026-06-30 01:51:00+00:00,0.00020676,0.00021193,0.00021193,0.00018765,5.17e-06,2.4984,1,100.0,case1_divergence_fulfilled
Speedrun_C93iMB1x,2026-06-30 01:52:00+00:00,2026-06-30 01:53:00+00:00,0.00021394,0.00021418,0.0002166,0.00018765,2.4e-07,0.1133,1,9.13,case1_divergence_fulfilled
Speedrun_C93iMB1x,2026-06-30 01:54:00+00:00,2026-06-30 01:55:00+00:00,0.00022419,0.00022494,0.00022651,0.00018765,7.5e-07,0.3329,1,32.22,case1_divergence_fulfilled
Speedrun_C93iMB1x,2026-06-30 01:56:00+00:00,2026-06-30 01:57:00+00:00,0.00022804,0.00022066,0.00023308,0.00018765,-7.39e-06,-3.2392,1,-100.0,case1_divergence_fulfilled
Speedrun_C93iMB1x,2026-06-30 01:58:00+00:00,2026-06-30 01:59:00+00:00,0.0002287,0.00021497,0.0002292,0.00018765,-1.373e-05,-6.005,1,0.0,case1_divergence_fulfilled
Speedrun_C93iMB1x,2026-06-30 02:00:00+00:00,2026-06-30 02:01:00+00:00,0.00020894,0.00020884,0.00021775,0.00018765,-1e-07,-0.0485,1,-1.15,case1_divergence_fulfilled
Speedrun_C93iMB1x,2026-06-30 02:02:00+00:00,2026-06-30 02:03:00+00:00,0.00020756,0.00020689,0.00020889,0.00018765,-6.7e-07,-0.3223,1,-50.35,case1_divergence_fulfilled
Speedrun_C93iMB1x,2026-06-30 04:05:00+00:00,2026-06-30 04:18:00+00:00,0.00012493,0.0001196,0.00013835,0.00013957,-5.34e-06,-4.2704,13,-39.77,case3_bearish_volume
Speedrun_C93iMB1x,2026-06-30 04:19:00+00:00,2026-06-30 04:20:00+00:00,0.00012201,0.00011355,0.00012203,0.00013785,-8.46e-06,-6.9305,1,0.0,case3_bearish_volume
Speedrun_C93iMB1x,2026-06-30 04:21:00+00:00,2026-06-30 04:30:00+00:00,0.0001221,0.00014339,0.00014445,0.00013785,2.13e-05,17.4432,9,95.29,case1_divergence_fulfilled
TATE_B9c9dVwS,2026-06-29 15:31:00+00:00,2026-06-29 15:32:00+00:00,0.00159856,0.00154895,0.0016167,0.0017459,-4.962e-05,-3.1037,1,-100.0,case3_bearish_volume
TATE_B9c9dVwS,2026-06-29 15:33:00+00:00,2026-06-29 15:34:00+00:00,0.00157276,0.00152368,0.00157276,0.0017459,-4.908e-05,-3.1208,1,0.0,case3_bearish_volume
TATE_B9c9dVwS,2026-06-29 15:44:00+00:00,2026-06-29 15:45:00+00:00,0.00175311,0.00175203,0.00176848,0.00156497,-1.08e-06,-0.0616,1,-7.02,case1_divergence_fulfilled
TATE_B9c9dVwS,2026-06-29 15:46:00+00:00,2026-06-29 15:47:00+00:00,0.00177161,0.0017784,0.00178513,0.00156497,6.79e-06,0.3833,1,50.2,case1_divergence_fulfilled
TATE_B9c9dVwS,2026-06-29 15:48:00+00:00,2026-06-29 15:49:00+00:00,0.00179128,0.00179351,0.00181533,0.00156497,2.23e-06,0.1244,1,9.27,case1_divergence_fulfilled
TATE_B9c9dVwS,2026-06-29 15:50:00+00:00,2026-06-29 15:51:00+00:00,0.00185108,0.00189027,0.00189027,0.00156497,3.919e-05,2.1171,1,100.0,case1_divergence_fulfilled
TATE_B9c9dVwS,2026-06-29 15:52:00+00:00,2026-06-29 15:53:00+00:00,0.00188264,0.00188597,0.00191394,0.00156497,3.33e-06,0.1769,1,10.64,case1_divergence_fulfilled
TATE_B9c9dVwS,2026-06-29 15:54:00+00:00,2026-06-29 15:55:00+00:00,0.00172756,0.00156511,0.00189505,0.00156497,-0.00016245,-9.4033,1,-96.99,case1_divergence_fulfilled
TATE_B9c9dVwS,2026-06-29 15:56:00+00:00,2026-06-29 15:57:00+00:00,0.00167277,0.00165256,0.00169252,0.00156497,-2.02e-05,-1.2078,1,-100.0,case1_divergence_fulfilled
TATE_B9c9dVwS,2026-06-29 16:19:00+00:00,2026-06-29 16:23:00+00:00,0.00162875,0.00158661,0.00166594,0.00173023,-4.214e-05,-2.5874,4,-100.0,case3_bearish_volume
TATE_B9c9dVwS,2026-06-29 16:24:00+00:00,2026-06-29 16:26:00+00:00,0.00160576,0.0015316,0.00162697,0.00173023,-7.416e-05,-4.6185,2,-100.0,case3_bearish_volume
TATE_B9c9dVwS,2026-06-29 16:27:00+00:00,2026-06-29 16:32:00+00:00,0.0015609,0.00146784,0.001561,0.00173023,-9.306e-05,-5.9618,5,0.0,case3_bearish_volume
TATE_B9c9dVwS,2026-06-29 17:35:00+00:00,2026-06-29 17:36:00+00:00,0.00206035,0.00187034,0.00208878,0.00214937,-0.00019002,-9.2225,1,-100.0,case3_bearish_volume
TATE_B9c9dVwS,2026-06-29 17:37:00+00:00,2026-06-29 18:18:00+00:00,0.00180274,0.00177032,0.00213466,0.00214937,-3.242e-05,-1.7985,41,-9.77,case3_bearish_volume
TATE_B9c9dVwS,2026-06-29 18:47:00+00:00,2026-06-29 19:03:00+00:00,0.00159806,0.00146512,0.00166045,0.00180516,-0.00013295,-8.3192,16,-100.0,case3_bearish_volume
TATE_B9c9dVwS,2026-06-29 20:50:00+00:00,2026-06-29 20:52:00+00:00,0.00153984,0.00142563,0.00154511,0.00156783,-0.00011421,-7.417,2,0.0,case3_bearish_volume
TATE_B9c9dVwS,2026-06-29 20:53:00+00:00,2026-06-29 20:54:00+00:00,0.00141792,0.00137755,0.00143657,0.00156783,-4.037e-05,-2.847,1,-100.0,case3_bearish_volume
TATE_B9c9dVwS,2026-06-29 20:55:00+00:00,2026-06-29 21:22:00+00:00,0.00139063,0.00133129,0.00151049,0.00156783,-5.934e-05,-4.267,27,-49.5,case3_bearish_volume
TATE_B9c9dVwS,2026-06-29 22:59:00+00:00,2026-06-29 23:00:00+00:00,0.00142762,0.00135443,0.00142821,0.00133499,-7.318e-05,-5.1261,1,0.0,case1_divergence_fulfilled
TATE_B9c9dVwS,2026-06-29 23:01:00+00:00,2026-06-29 23:02:00+00:00,0.00135597,0.00134535,0.00135659,0.00133499,-1.062e-05,-0.7833,1,0.0,case1_divergence_fulfilled
TATE_B9c9dVwS,2026-06-29 23:03:00+00:00,2026-06-29 23:04:00+00:00,0.00134184,0.00132806,0.00135493,0.00133499,-1.378e-05,-1.0269,1,-100.0,case3_bearish_volume
TATE_B9c9dVwS,2026-06-29 23:05:00+00:00,2026-06-29 23:06:00+00:00,0.00134123,0.00132235,0.00134123,0.00133499,-1.888e-05,-1.4076,1,0.0,case3_bearish_volume
TATE_B9c9dVwS,2026-06-29 23:07:00+00:00,2026-06-29 23:23:00+00:00,0.00124673,0.00149737,0.00155502,0.00133499,0.00025064,20.1035,16,81.3,case1_divergence_fulfilled
TATE_B9c9dVwS,2026-06-30 01:17:00+00:00,2026-06-30 01:35:00+00:00,0.00124161,0.00132994,0.00132994,0.00132652,8.834e-05,7.1146,17,100.0,case1_divergence_fulfilled
TATE_B9c9dVwS,2026-06-30 04:45:00+00:00,2026-06-30 04:59:00+00:00,0.00074759,0.00078181,0.00086393,0.00086653,3.422e-05,4.5774,14,29.41,case3_bearish_volume
TATE_B9c9dVwS,2026-06-30 05:38:00+00:00,2026-06-30 05:39:00+00:00,0.00069065,0.00069984,0.0007004,0.00069858,9.19e-06,1.3313,1,94.3,case1_divergence_fulfilled
TATE_B9c9dVwS,2026-06-30 05:40:00+00:00,2026-06-30 05:51:00+00:00,0.00068302,0.00072201,0.00072201,0.00069858,3.899e-05,5.7088,11,100.0,case1_divergence_fulfilled
TATE_B9c9dVwS,2026-06-30 06:35:00+00:00,2026-06-30 06:51:00+00:00,0.00067244,0.00064055,0.00069975,0.00080501,-3.188e-05,-4.7415,16,-100.0,end_of_data
TESTIBULL_8jpRBNmg,2026-06-30 02:41:00+00:00,2026-06-30 02:47:00+00:00,0.002097,0.00170803,0.00236671,0.00240254,-0.00038897,-18.5489,6,-100.0,case3_bearish_volume
TESTIBULL_8jpRBNmg,2026-06-30 02:48:00+00:00,2026-06-30 03:44:00+00:00,0.00165492,0.00241802,0.00255924,0.00240254,0.0007631,46.1109,56,84.38,case1_divergence_fulfilled
TJR_Eg2SxQ3z,2026-06-29 13:48:00+00:00,2026-06-29 13:50:00+00:00,0.00037602,0.00038704,0.00038796,0.00037989,1.102e-05,2.9301,2,92.3,case1_divergence_fulfilled
TJR_Eg2SxQ3z,2026-06-29 13:51:00+00:00,2026-06-29 13:53:00+00:00,0.00036455,0.00033035,0.00038738,0.00037989,-3.42e-05,-9.3804,2,-100.0,case3_bearish_volume
TJR_Eg2SxQ3z,2026-06-29 18:07:00+00:00,2026-06-29 18:18:00+00:00,0.00038441,0.00043701,0.00044221,0.00042608,5.261e-05,13.6855,9,91.01,case1_divergence_fulfilled
TJR_Eg2SxQ3z,2026-06-29 22:02:00+00:00,2026-06-29 22:09:00+00:00,0.00042092,0.00041912,0.00042092,0.0004283,-1.8e-06,-0.4278,4,0.0,case3_bearish_volume
TJR_Eg2SxQ3z,2026-06-29 22:10:00+00:00,2026-06-29 22:14:00+00:00,0.00041788,0.00041149,0.00041912,0.0004283,-6.39e-06,-1.5295,2,0.0,case3_bearish_volume
TJR_Eg2SxQ3z,2026-06-29 22:16:00+00:00,2026-06-29 22:18:00+00:00,0.00040654,0.00139275,0.00161618,0.0004283,0.00098621,242.5835,1,81.53,case1_divergence_fulfilled
TJR_Eg2SxQ3z,2026-06-29 22:19:00+00:00,2026-06-29 22:20:00+00:00,0.00112867,0.0011901,0.00149812,0.0004283,6.143e-05,5.4426,1,16.63,case1_divergence_fulfilled
TJR_Eg2SxQ3z,2026-06-30 01:04:00+00:00,2026-06-30 01:05:00+00:00,0.00288944,0.00288417,0.0032424,0.00280184,-5.27e-06,-0.1824,1,-1.49,case1_divergence_fulfilled
TJR_Eg2SxQ3z,2026-06-30 01:06:00+00:00,2026-06-30 01:07:00+00:00,0.0028777,0.00280877,0.00300155,0.00280184,-6.893e-05,-2.3952,1,-55.65,case1_divergence_fulfilled
TJR_Eg2SxQ3z,2026-06-30 01:08:00+00:00,2026-06-30 01:22:00+00:00,0.0027266,0.00205135,0.0028256,0.00280184,-0.00067525,-24.7652,14,-100.0,case3_bearish_volume
TJR_Eg2SxQ3z,2026-06-30 02:39:00+00:00,2026-06-30 02:40:00+00:00,0.00256176,0.00243425,0.00262274,0.00261962,-0.00012751,-4.9775,1,-100.0,case3_bearish_volume
