Datetime,ticker,Volume,vol_ratio,abs_ret,RVA,RVA_vel,persist,vol_zscore,ret_signed,session_pos,hmm_state,p_burst,p_quiet,p_accum,split
2025-10-28 16:30:00+00:00,AHMA,28686,0.22831753018152443,0.0010799382974789975,0.0,0.0,0.0,0.0,0.0010799382974789975,0.3076923076923077,1,3.891774432881484e-261,4.684701511753368e-132,1.0,train
2025-10-28 17:30:00+00:00,AHMA,3983,0.03265979854833744,0.0,-0.19565773163318698,-0.19565773163318698,0.0,0.0,0.0,0.46153846153846156,0,0.00011022221042148395,0.8722070266785902,0.12768275111099348,train
2025-10-28 18:30:00+00:00,AHMA,21578,0.18132472843380992,0.004291841541071336,0.14866492988547247,0.3443226615186594,1.0,0.0,0.004291841541071336,0.6153846153846154,0,0.0001401425963111327,0.5751969151859387,0.42466294221774437,train
2025-10-28 19:30:00+00:00,AHMA,6538,0.056464915776395674,0.013800436665392846,-0.12485981265741425,-0.2735247425428867,2.0,0.0,-0.013800436665392846,0.7692307692307693,0,0.0006034587964669764,0.8914777774429719,0.10791876376056568,train
2025-10-29 14:30:00+00:00,AHMA,162027,1.383981329805307,0.03852612840707651,1.3275164140289113,1.4523762266863256,0.0,0.0,0.03852612840707651,0.0,2,0.662411557666375,4.94107463522665e-213,0.3375884423336236,train
2025-10-29 15:30:00+00:00,AHMA,34756,0.3026252250912367,0.06402164367699884,-1.0813561047140703,-2.4088725187429816,0.0,0.0,0.06402164367699884,0.15384615384615385,1,0.010854388834495686,4.827647988982097e-13,0.9891456111650144,train
2025-10-29 16:30:00+00:00,AHMA,50844,0.4492948287441236,0.009337831848106751,0.1466696036528869,1.2280257083669572,1.0,0.0,-0.009337831848106751,0.3076923076923077,1,0.0006296936720791899,7.97162496373769e-20,0.999370306327929,train
2025-10-29 17:30:00+00:00,AHMA,114503,1.0115254936026739,0.004047165548778996,0.5622306648585502,0.41556106120566333,2.0,0.0,-0.004047165548778996,0.46153846153846156,1,0.014980199712008783,5.638977883587408e-111,0.9850198002879866,train
2025-10-29 18:30:00+00:00,AHMA,59705,0.5337427700449665,0.042372880671010985,-0.47778272355770735,-1.0400133884162575,3.0,0.0,0.042372880671010985,0.6153846153846154,1,0.0007464967412092127,1.713930296306843e-30,0.9992535032587884,train
2025-10-29 19:30:00+00:00,AHMA,38919,0.353545773779573,0.012648447144379286,-0.18019699626539348,0.29758572729231386,4.0,0.0,-0.012648447144379286,0.7692307692307693,1,0.0004089096938143568,9.741320593296475e-12,0.9995910902964438,train
2025-10-30 14:30:00+00:00,AHMA,80774,0.7384435757519427,0.06414405561267876,0.3848978019723697,0.5650947982377632,5.0,0.0,-0.06414405561267876,0.0,1,0.004044053781334368,7.83568634683773e-62,0.9959559462186709,train
2025-10-30 15:30:00+00:00,AHMA,17117,0.15961637300081324,0.033910485208994624,-0.5788272027511295,-0.9637250047234993,6.0,0.0,-0.033910485208994624,0.15384615384615385,1,0.00037506407358053943,0.027907617384075992,0.9717173185423468,train
2025-10-30 16:30:00+00:00,AHMA,13148,0.12509995895681988,0.018376704701910808,-0.03451641404399336,0.5443107887071361,7.0,0.0,0.018376704701910808,0.3076923076923077,1,0.00034103991563027767,0.2674924743215568,0.7321664857628266,train
2025-10-30 17:30:00+00:00,AHMA,24288,0.2351115992777314,0.04983288965210414,0.11001164032091151,0.14452805436490487,8.0,0.0,0.04983288965210414,0.46153846153846156,1,0.000596088701588038,3.5902441928127787e-06,0.99940032105421,train
2025-10-30 18:30:00+00:00,AHMA,12804,0.12635101652046876,0.037729628594747024,-0.10876058275726264,-0.21877222307817415,9.0,0.0,-0.037729628594747024,0.6153846153846154,1,0.00028173227659301534,0.14074200587801877,0.8589762618453815,train
2025-10-30 19:30:00+00:00,AHMA,9919,0.09979708477677719,0.014462421931080223,-0.02655393174369157,0.08220665101357107,0.0,0.0,0.014462421931080223,0.7692307692307693,0,0.00021585433844246947,0.5899568101755623,0.4098273354859883,train
2025-10-31 14:30:00+00:00,AHMA,20579,0.21052739265317813,0.01755071586515397,0.11073030787640094,0.1372842396200925,0.0,0.0,0.01755071586515397,0.0,1,0.0004790796690713139,0.007357474670591414,0.992163445660344,train
2025-10-31 15:30:00+00:00,AHMA,20356,0.21166621112550357,0.06978589519427947,0.0011388184723254424,-0.1095914894040755,1.0,0.0,-0.06978589519427947,0.15384615384615385,1,0.0007281945824390622,4.6157014793339594e-08,0.9992717592605377,train
