symbol,date,entry,entry_level,entry_level_type,exit_level_type,psi_in,atr_in,bars_held,exit_type,ret_pct,hold_bin
1INCH/USDT,2026-06-03 16:55:00+00:00,0.08,0.0772,SessionLow,,0.980086,0.00061429,60,time_stop,0.0,41-60
1INCH/USDT,2026-06-05 17:30:00+00:00,0.0697,0.0688,SessionLow,,0.967071,0.00097857,60,time_stop,-1.004304,41-60
1INCH/USDT,2026-06-05 20:50:00+00:00,0.0686,0.068257,Round_5bp,,0.824914,0.00014286,60,time_stop,0.58309,41-60
1INCH/USDT,2026-06-06 08:25:00+00:00,0.0678,0.067461,Round_5bp,,0.808353,2.143e-05,60,time_stop,0.589971,41-60
1INCH/USDT,2026-06-06 09:30:00+00:00,0.0682,0.067859,Round_5bp,,0.809649,5e-05,60,time_stop,0.0,41-60
1INCH/USDT,2026-06-07 01:05:00+00:00,0.0686,0.0678,PDC,,0.918548,5.714e-05,60,time_stop,1.166181,41-60
1INCH/USDT,2026-06-07 01:25:00+00:00,0.069,0.0686,SessionHigh,,0.906344,8.571e-05,60,time_stop,0.57971,41-60
1INCH/USDT,2026-06-07 05:00:00+00:00,0.0694,0.069,PDH,,0.894832,2.857e-05,60,time_stop,1.008646,41-60
1INCH/USDT,2026-06-07 07:55:00+00:00,0.0726,0.0694,SessionHigh,,0.960723,0.00035714,60,time_stop,-3.99449,41-60
1INCH/USDT,2026-06-08 15:15:00+00:00,0.0718,0.0714,PDC,,0.999568,2.857e-05,60,time_stop,1.114206,41-60
1INCH/USDT,2026-06-08 17:25:00+00:00,0.0726,0.0718,SessionHigh,,0.961305,0.00022143,60,time_stop,0.0,41-60
1INCH/USDT,2026-06-09 20:20:00+00:00,0.0702,0.0701,SessionLow,,0.91254,7.14e-06,60,time_stop,0.0,41-60
1INCH/USDT,2026-06-10 13:40:00+00:00,0.0706,0.0693,SessionLow,,0.942738,9.286e-05,60,time_stop,0.0,41-60
1INCH/USDT,2026-06-11 01:40:00+00:00,0.0706,0.0693,PDL,SessionHigh,0.948327,9.286e-05,52,bearish_break_level,-0.708215,41-60
1INCH/USDT,2026-06-11 03:55:00+00:00,0.0731,0.0706,PDH,SessionHigh,0.952174,0.00017857,25,bearish_break_level,-4.103967,21-40
1INCH/USDT,2026-06-11 14:30:00+00:00,0.0718,0.0714,WeeklyOpen,,0.984797,2.857e-05,60,time_stop,1.253482,41-60
1INCH/USDT,2026-06-12 14:35:00+00:00,0.0718,0.0706,SessionLow,,0.860999,8.571e-05,60,time_stop,0.696379,41-60
1INCH/USDT,2026-06-13 11:55:00+00:00,0.0727,0.0723,PDC,,0.999568,2.857e-05,60,time_stop,0.0,41-60
AAVE/USDT,2026-06-02 01:55:00+00:00,79.72,79.12,PDC,SessionHigh,0.942594,0.04285714,1,bearish_break_level,-1.179127,1-2
AAVE/USDT,2026-06-02 03:00:00+00:00,79.43,77.7,SessionLow,SessionHigh,0.866936,0.30857143,24,bearish_break_level,-1.397457,21-40
AAVE/USDT,2026-06-02 13:35:00+00:00,77.59,77.32,SessionLow,Round_10bp,0.952652,0.01928571,6,bearish_break_level,-1.005284,6-10
AAVE/USDT,2026-06-02 23:15:00+00:00,74.65,73.47,SessionLow,SessionHigh,0.802042,0.43142857,45,bearish_break_level,0.415271,41-60
AAVE/USDT,2026-06-02 23:35:00+00:00,75.2,72.66,SessionLow,SessionHigh,0.780527,0.62285714,41,bearish_break_level,-0.319149,41-60
AAVE/USDT,2026-06-03 03:50:00+00:00,76.49,74.96,SessionLow,SessionHigh,0.806132,0.18857143,6,bearish_break_level,-2.314028,6-10
AAVE/USDT,2026-06-03 20:10:00+00:00,75.06,74.3094,Round_10bp,PDC,0.841988,0.60357143,53,bearish_break_level,-1.705302,41-60
AAVE/USDT,2026-06-04 02:20:00+00:00,71.55,68.72,SessionLow,,0.760943,0.56357143,60,time_stop,1.63522,41-60
AAVE/USDT,2026-06-04 02:40:00+00:00,71.77,71.41115,Round_5bp,,0.855278,0.455,60,time_stop,1.323673,41-60
AAVE/USDT,2026-06-05 15:55:00+00:00,61.86,61.35,SessionLow,,0.812852,0.135,60,time_stop,-0.161655,41-60
AAVE/USDT,2026-06-05 19:05:00+00:00,62.29,60.12,SessionLow,,0.807023,0.28785714,60,time_stop,3.756622,41-60
AAVE/USDT,2026-06-05 19:45:00+00:00,61.05,59.51,SessionLow,,0.758608,0.58428571,60,time_stop,5.864046,41-60
AAVE/USDT,2026-06-06 05:20:00+00:00,59.71,58.82,SessionLow,,0.759294,0.12714286,60,time_stop,4.823313,41-60
AAVE/USDT,2026-06-06 06:50:00+00:00,61.04,60.7348,Round_5bp,,0.741769,0.09142857,60,time_stop,-1.195937,41-60
AAVE/USDT,2026-06-06 09:35:00+00:00,62.41,61.7859,Round_10bp,,0.694126,0.04642857,60,time_stop,-3.364845,41-60
AAVE/USDT,2026-06-07 01:35:00+00:00,62.41,60.89,PDC,SessionHigh,0.900267,0.10857143,12,bearish_break_level,-0.528761,11-20
AAVE/USDT,2026-06-07 16:00:00+00:00,64.56,64.11,SessionHigh,SessionHigh,0.999568,0.03214286,17,bearish_break_level,-1.812268,11-20
AAVE/USDT,2026-06-08 01:05:00+00:00,63.85,63.75,PDC,SessionHigh,0.963446,0.00714286,10,bearish_break_level,-1.111981,6-10
AAVE/USDT,2026-06-08 09:20:00+00:00,63.06,62.76,SessionLow,,0.908167,0.02142857,60,time_stop,2.172534,41-60
AAVE/USDT,2026-06-09 02:35:00+00:00,61.96,59.69,SessionLow,,0.866082,0.16214286,60,time_stop,3.131052,41-60
AAVE/USDT,2026-06-09 17:05:00+00:00,60.71,59.47,SessionLow,,0.910189,0.08857143,60,time_stop,0.0,41-60
AAVE/USDT,2026-06-10 07:00:00+00:00,61.62,60.71,PDC,SessionHigh,0.999568,0.065,28,bearish_break_level,-1.346965,21-40
AAVE/USDT,2026-06-10 12:30:00+00:00,61.56,60.71,PDC,,0.857583,0.06,60,time_stop,0.0,41-60
AAVE/USDT,2026-06-11 02:00:00+00:00,62.46,60.92,PDC,,0.943852,0.16,60,time_stop,0.0,41-60
AAVE/USDT,2026-06-11 16:00:00+00:00,63.75,63.38,SessionHigh,WeeklyOpen,0.983024,0.09214286,4,bearish_break_level,-0.847059,3-5
AAVE/USDT,2026-06-12 03:00:00+00:00,64.61,64.05,SessionLow,,0.846717,0.03857143,60,time_stop,0.866739,41-60
AAVE/USDT,2026-06-12 03:10:00+00:00,65.17,64.58,PDH,,0.831844,0.08428571,60,time_stop,0.0,41-60
AAVE/USDT,2026-06-12 15:10:00+00:00,65.5,65.39,SessionHigh,,0.921746,0.09642857,60,time_stop,0.0,41-60
AAVE/USDT,2026-06-13 02:25:00+00:00,65.48,64.7,PDC,,0.981637,0.05571429,60,time_stop,0.229078,41-60
AAVE/USDT,2026-06-13 06:35:00+00:00,65.63,65.5,PDH,,0.987365,0.01071429,60,time_stop,0.0,41-60
AAVE/USDT,2026-06-13 12:30:00+00:00,67.19,65.63,SessionHigh,,0.911773,0.11142857,60,time_stop,2.664087,41-60
AAVE/USDT,2026-06-13 15:15:00+00:00,67.41,67.19,SessionHigh,SessionHigh,0.971679,0.01571429,53,bearish_break_level,-1.275775,41-60
AAVE/USDT,2026-06-13 15:20:00+00:00,68.98,67.41,SessionHigh,SessionHigh,0.93471,0.12785714,52,bearish_break_level,-3.52276,41-60
AAVE/USDT,2026-06-14 16:00:00+00:00,65.51,65.39,SessionLow,,0.903596,0.00857143,60,time_stop,1.770722,41-60
ADA/USDT,2026-06-02 00:30:00+00:00,0.23038,0.22992,SessionLow,SessionLow,0.734137,0.00015071,12,bearish_break_level,-0.989669,11-20
ADA/USDT,2026-06-02 00:45:00+00:00,0.22997,0.22967,SessionLow,SessionLow,0.734203,0.00021643,9,bearish_break_level,-0.81315,6-10
ADA/USDT,2026-06-02 01:40:00+00:00,0.22813,0.22735,SessionLow,SessionLow,0.744106,0.00040571,5,bearish_break_level,-1.187919,3-5
ADA/USDT,2026-06-02 05:10:00+00:00,0.22637,0.2256,PDL,Round_5bp,0.720554,0.00052,3,bearish_break_level,-0.516853,3-5
ADA/USDT,2026-06-02 07:15:00+00:00,0.2247,0.2235765,Round_5bp,Round_5bp,0.750149,0.00041857,25,bearish_break_level,-0.712061,21-40
ADA/USDT,2026-06-02 12:40:00+00:00,0.223,0.222,SessionLow,SessionLow,0.73348,0.00024643,21,bearish_break_level,-1.793722,21-40
ADA/USDT,2026-06-02 14:10:00+00:00,0.2226,0.22167,SessionLow,SessionLow,0.756018,0.00044643,3,bearish_break_level,-1.617251,3-5
ADA/USDT,2026-06-02 19:35:00+00:00,0.21415,0.21307925,Round_5bp,Round_5bp,0.684822,0.00046357,4,bearish_break_level,0.719122,3-5
ADA/USDT,2026-06-03 04:00:00+00:00,0.2109,0.208791,Round_10bp,SessionHigh,0.751362,0.0007,17,bearish_break_level,1.697487,11-20
ADA/USDT,2026-06-03 17:10:00+00:00,0.20832,0.2079,SessionLow,PDL,0.754845,0.00060214,8,bearish_break_level,0.484831,6-10
ADA/USDT,2026-06-03 19:30:00+00:00,0.20637,0.206,SessionLow,SessionLow,0.751926,0.00027286,5,bearish_break_level,-0.722004,3-5
ADA/USDT,2026-06-03 21:55:00+00:00,0.20519,0.20416405,Round_5bp,SessionHigh,0.70576,0.00047929,28,bearish_break_level,-1.95916,21-40
ADA/USDT,2026-06-04 02:20:00+00:00,0.19443,0.1924857,Round_10bp,PDC,0.69821,0.0017,26,bearish_break_level,2.833925,21-40
ADA/USDT,2026-06-04 03:00:00+00:00,0.19736,0.1963732,Round_5bp,PDC,0.715021,0.00134286,18,bearish_break_level,1.307256,11-20
ADA/USDT,2026-06-04 03:30:00+00:00,0.19906,0.1980647,Round_5bp,PDC,0.764465,0.00063857,12,bearish_break_level,0.442078,11-20
ADA/USDT,2026-06-04 03:40:00+00:00,0.19966,0.1986617,Round_5bp,PDC,0.696308,0.000575,10,bearish_break_level,0.140238,6-10
ADA/USDT,2026-06-04 05:40:00+00:00,0.19764,0.1966518,Round_5bp,Round_5bp,0.734075,0.00049,27,bearish_break_level,-1.143493,21-40
ADA/USDT,2026-06-04 09:40:00+00:00,0.18976,0.18837,SessionLow,Round_5bp,0.731469,0.00061071,18,bearish_break_level,-0.985455,11-20
ADA/USDT,2026-06-04 10:25:00+00:00,0.18927,0.18817,SessionLow,Round_5bp,0.740164,0.00079643,9,bearish_break_level,-0.729117,6-10
ADA/USDT,2026-06-04 13:30:00+00:00,0.18962,0.1877238,Round_10bp,Round_5bp,0.690811,0.00071571,1,bearish_break_level,-0.490455,1-2
ADA/USDT,2026-06-04 16:35:00+00:00,0.18813,0.18718935,Round_5bp,SessionLow,0.752859,0.00065429,42,bearish_break_level,-1.823207,41-60
ADA/USDT,2026-06-04 17:30:00+00:00,0.18863,0.1867437,Round_10bp,SessionLow,0.71123,0.00080643,31,bearish_break_level,-2.083444,21-40
ADA/USDT,2026-06-04 18:20:00+00:00,0.18807,0.18712965,Round_5bp,SessionLow,0.716136,0.00070214,21,bearish_break_level,-1.791886,21-40
ADA/USDT,2026-06-04 20:10:00+00:00,0.18531,0.18467,SessionLow,SessionLow,0.741861,0.00074143,14,bearish_break_level,-1.322109,11-20
ADA/USDT,2026-06-04 21:40:00+00:00,0.18159,0.18049,SessionLow,Round_5bp,0.789326,0.00074643,2,bearish_break_level,-0.424032,1-2
ADA/USDT,2026-06-04 22:15:00+00:00,0.18168,0.1807716,Round_5bp,Round_5bp,0.707337,0.00090286,2,bearish_break_level,-0.192646,1-2
ADA/USDT,2026-06-05 02:45:00+00:00,0.16583,0.16522,SessionLow,SessionLow,0.731538,0.00113714,2,bearish_break_level,-1.477417,1-2
ADA/USDT,2026-06-05 03:55:00+00:00,0.15929,0.15907,SessionLow,Round_10bp,0.736567,0.00096214,48,bearish_break_level,2.442087,41-60
ADA/USDT,2026-06-05 05:10:00+00:00,0.16807,0.16722965,Round_5bp,Round_10bp,0.713229,0.00149929,33,bearish_break_level,-2.909502,21-40
ADA/USDT,2026-06-05 09:00:00+00:00,0.16143,0.16062285,Round_5bp,Round_5bp,0.718747,0.00074643,36,bearish_break_level,0.266369,21-40
ADA/USDT,2026-06-05 11:30:00+00:00,0.16341,0.16259295,Round_5bp,Round_5bp,0.753804,0.0007,6,bearish_break_level,-0.948534,6-10
ADA/USDT,2026-06-05 13:50:00+00:00,0.16133,0.16052335,Round_5bp,,0.687034,0.00089786,60,time_stop,-2.349222,41-60
ADA/USDT,2026-06-05 14:05:00+00:00,0.16061,0.1588,SessionLow,,0.719115,0.00122571,60,time_stop,-2.085798,41-60
ADA/USDT,2026-06-05 16:40:00+00:00,0.16,0.1592,Round_5bp,,0.748302,0.00143643,60,time_stop,1.225,41-60
ADA/USDT,2026-06-05 16:50:00+00:00,0.1621,0.160479,Round_10bp,,0.745038,0.00135143,60,time_stop,1.08575,41-60
ADA/USDT,2026-06-06 00:05:00+00:00,0.1591,0.15789,SessionHigh,SessionHigh,0.711698,0.000615,2,bearish_break_level,-0.458831,1-2
ADA/USDT,2026-06-06 00:30:00+00:00,0.16045,0.1593,SessionHigh,SessionHigh,0.729337,0.00072214,7,bearish_break_level,1.177937,6-10
ADA/USDT,2026-06-06 01:55:00+00:00,0.15896,0.1581652,Round_5bp,Round_10bp,0.704992,0.00057143,12,bearish_break_level,-2.038249,11-20
ADA/USDT,2026-06-06 03:35:00+00:00,0.15532,0.1545434,Round_5bp,SessionLow,0.737648,0.00058429,8,bearish_break_level,-2.594643,6-10
ADA/USDT,2026-06-06 04:40:00+00:00,0.14957,0.14902,SessionLow,PDL,0.732451,0.00089857,26,bearish_break_level,3.122284,21-40
ADA/USDT,2026-06-06 06:10:00+00:00,0.15522,0.15495,PDL,PDL,0.750687,0.00065071,8,bearish_break_level,-0.631362,6-10
ADA/USDT,2026-06-06 07:35:00+00:00,0.15718,0.1563941,Round_5bp,Round_5bp,0.76438,0.00051643,21,bearish_break_level,1.189719,21-40
ADA/USDT,2026-06-06 09:10:00+00:00,0.15971,0.15891145,Round_5bp,Round_5bp,0.684027,0.00038071,2,bearish_break_level,-0.413249,1-2
ADA/USDT,2026-06-06 12:15:00+00:00,0.15643,0.15564785,Round_5bp,Round_5bp,0.779785,0.00028429,15,bearish_break_level,1.080355,11-20
ADA/USDT,2026-06-06 12:50:00+00:00,0.1593,0.157707,Round_10bp,Round_5bp,0.749294,0.00061,8,bearish_break_level,-0.740741,6-10
ADA/USDT,2026-06-06 14:05:00+00:00,0.1605,0.1596975,Round_5bp,Round_5bp,0.716699,0.00031857,20,bearish_break_level,-1.29595,11-20
ADA/USDT,2026-06-06 14:15:00+00:00,0.16138,0.1605731,Round_5bp,Round_5bp,0.721165,0.00042286,18,bearish_break_level,-1.83418,11-20
ADA/USDT,2026-06-06 15:40:00+00:00,0.15925,0.15845375,Round_5bp,Round_5bp,0.775655,0.00036929,1,bearish_break_level,-0.521193,1-2
ADA/USDT,2026-06-06 21:20:00+00:00,0.15875,0.15795625,Round_5bp,SessionHigh,0.749544,0.00025214,35,bearish_break_level,-0.749606,21-40
ADA/USDT,2026-06-07 00:00:00+00:00,0.158,0.1575,PDC,SessionHigh,0.737459,0.00020571,3,bearish_break_level,-0.278481,3-5
ADA/USDT,2026-06-07 00:30:00+00:00,0.15825,0.1575,PDC,SessionHigh,0.75622,0.00035,10,bearish_break_level,1.503949,6-10
ADA/USDT,2026-06-07 00:45:00+00:00,0.15765,0.15715,SessionLow,SessionHigh,0.72062,0.00037214,7,bearish_break_level,1.890263,6-10
ADA/USDT,2026-06-07 01:05:00+00:00,0.161,0.1588,SessionHigh,SessionHigh,0.762766,0.00055071,3,bearish_break_level,-0.229814,3-5
ADA/USDT,2026-06-07 01:35:00+00:00,0.16192,0.1611104,Round_5bp,SessionHigh,0.721992,0.00070286,2,bearish_break_level,-0.605237,1-2
ADA/USDT,2026-06-07 03:20:00+00:00,0.16216,0.16199,SessionHigh,SessionHigh,0.694518,0.00039786,1,bearish_break_level,-0.271337,1-2
ADA/USDT,2026-06-07 06:40:00+00:00,0.16296,0.16254,PDH,SessionHigh,0.689777,0.00026571,5,bearish_break_level,-0.62592,3-5
ADA/USDT,2026-06-07 08:30:00+00:00,0.16302,0.16254,PDH,SessionHigh,0.729885,9.286e-05,2,bearish_break_level,0.503006,1-2
ADA/USDT,2026-06-07 08:35:00+00:00,0.16435,0.16302,SessionHigh,SessionHigh,0.723321,0.00018786,1,bearish_break_level,-0.310313,1-2
ADA/USDT,2026-06-07 08:55:00+00:00,0.1654,0.16485,SessionHigh,Round_5bp,0.721061,0.00031357,5,bearish_break_level,0.187424,3-5
ADA/USDT,2026-06-07 09:00:00+00:00,0.16627,0.1654,SessionHigh,Round_5bp,0.776948,0.00037571,4,bearish_break_level,-0.336802,3-5
ADA/USDT,2026-06-07 14:25:00+00:00,0.16354,0.1627223,Round_5bp,PDH,0.732227,0.00012929,7,bearish_break_level,-0.904977,6-10
ADA/USDT,2026-06-07 17:20:00+00:00,0.16374,0.1629213,Round_5bp,Round_5bp,0.738234,0.00023929,6,bearish_break_level,-0.604617,6-10
ADA/USDT,2026-06-07 18:05:00+00:00,0.16355,0.16273225,Round_5bp,PDH,0.712039,0.00037143,10,bearish_break_level,-0.953837,6-10
ADA/USDT,2026-06-08 01:05:00+00:00,0.16455,0.16434,SessionLow,SessionLow,0.700927,0.00064071,2,bearish_break_level,-1.09997,1-2
ADA/USDT,2026-06-08 02:20:00+00:00,0.16414,0.1633193,Round_5bp,Round_5bp,0.707452,0.00030429,57,bearish_break_level,-1.7546,41-60
ADA/USDT,2026-06-08 06:00:00+00:00,0.16094,0.1605,SessionLow,Round_5bp,0.757339,0.00013786,13,bearish_break_level,0.198832,11-20
ADA/USDT,2026-06-08 07:20:00+00:00,0.16244,0.1616278,Round_5bp,SessionHigh,0.712083,0.00018286,49,bearish_break_level,2.961093,41-60
ADA/USDT,2026-06-08 11:20:00+00:00,0.16744,0.16665,SessionHigh,SessionHigh,0.73069,0.00047571,1,bearish_break_level,-0.113473,1-2
ADA/USDT,2026-06-08 14:25:00+00:00,0.16703,0.16619485,Round_5bp,SessionHigh,0.735013,0.00013929,10,bearish_break_level,2.107406,6-10
ADA/USDT,2026-06-08 15:00:00+00:00,0.16906,0.16825,SessionHigh,SessionHigh,0.712129,0.00020286,3,bearish_break_level,0.881344,3-5
ADA/USDT,2026-06-08 15:05:00+00:00,0.17016,0.16904,PDH,SessionHigh,0.745222,0.00028143,2,bearish_break_level,0.229196,1-2
ADA/USDT,2026-06-08 15:10:00+00:00,0.17143,0.17016,SessionHigh,SessionHigh,0.744286,0.00039143,1,bearish_break_level,-0.513329,1-2
ADA/USDT,2026-06-08 17:55:00+00:00,0.16935,0.16904,PDH,Round_5bp,0.763514,0.00040786,16,bearish_break_level,1.009743,11-20
ADA/USDT,2026-06-08 18:25:00+00:00,0.17203,0.17116985,Round_5bp,Round_5bp,0.748159,0.00055,10,bearish_break_level,-0.563855,6-10
ADA/USDT,2026-06-08 19:00:00+00:00,0.17198,0.1702602,Round_10bp,Round_5bp,0.725885,0.00059214,3,bearish_break_level,-0.534946,3-5
ADA/USDT,2026-06-08 19:20:00+00:00,0.17175,0.17089125,Round_5bp,SessionHigh,0.711134,0.00047929,26,bearish_break_level,0.983988,21-40
ADA/USDT,2026-06-08 20:40:00+00:00,0.17066,0.16904,PDH,SessionHigh,0.778385,0.000335,10,bearish_break_level,1.62897,6-10
ADA/USDT,2026-06-08 21:35:00+00:00,0.17443,0.17355785,Round_5bp,SessionHigh,0.712001,0.00052929,2,bearish_break_level,-0.355443,1-2
ADA/USDT,2026-06-08 22:45:00+00:00,0.17187,0.17101065,Round_5bp,PDC,0.717618,0.00035214,17,bearish_break_level,-1.355676,11-20
ADA/USDT,2026-06-09 01:45:00+00:00,0.16682,0.16654,SessionLow,PDC,0.700222,0.00021714,46,bearish_break_level,1.870279,41-60
ADA/USDT,2026-06-09 04:30:00+00:00,0.1676,0.16604,SessionLow,PDC,0.709372,0.00021714,13,bearish_break_level,1.396181,11-20
ADA/USDT,2026-06-09 05:15:00+00:00,0.16906,0.1682147,Round_5bp,PDC,0.742926,0.00044857,4,bearish_break_level,0.520525,3-5
ADA/USDT,2026-06-09 06:15:00+00:00,0.17082,0.17036,PDC,SessionHigh,0.713662,0.00033,2,bearish_break_level,-0.450767,1-2
ADA/USDT,2026-06-09 07:10:00+00:00,0.17069,0.17036,PDC,SessionHigh,0.702641,0.00024786,9,bearish_break_level,-0.257777,6-10
ADA/USDT,2026-06-09 14:50:00+00:00,0.16504,0.16478,SessionLow,SessionLow,0.727575,0.00057071,8,bearish_break_level,-0.605914,6-10
ADA/USDT,2026-06-09 16:40:00+00:00,0.16174,0.16101,SessionLow,Round_5bp,0.742733,0.000545,52,bearish_break_level,3.635464,41-60
ADA/USDT,2026-06-09 20:15:00+00:00,0.16989,0.16904055,Round_5bp,Round_5bp,0.765452,0.00034643,9,bearish_break_level,-1.336159,6-10
ADA/USDT,2026-06-10 00:10:00+00:00,0.16635,0.16554,PDC,SessionHigh,0.772034,0.00020071,1,bearish_break_level,-0.29456,1-2
ADA/USDT,2026-06-10 00:45:00+00:00,0.16496,0.16478,SessionLow,SessionHigh,0.731242,0.000315,11,bearish_break_level,-0.018186,11-20
ADA/USDT,2026-06-10 01:00:00+00:00,0.16664,0.16635,SessionHigh,SessionHigh,0.710248,0.00039214,8,bearish_break_level,-1.026164,6-10
ADA/USDT,2026-06-10 05:25:00+00:00,0.16133,0.16047,SessionLow,Round_5bp,0.705668,0.000245,13,bearish_break_level,-0.923573,11-20
ADA/USDT,2026-06-10 06:05:00+00:00,0.16055,0.16016,SessionLow,Round_5bp,0.718843,0.00025357,5,bearish_break_level,-0.44223,3-5
ADA/USDT,2026-06-10 08:35:00+00:00,0.15943,0.15925,SessionLow,Round_10bp,0.723466,0.00023857,9,bearish_break_level,-0.564511,6-10
ADA/USDT,2026-06-10 08:55:00+00:00,0.1598,0.15916,SessionLow,Round_10bp,0.781944,0.00032071,5,bearish_break_level,-0.794743,3-5
ADA/USDT,2026-06-10 09:35:00+00:00,0.16056,0.15853,SessionLow,PDC,0.743941,0.00048857,50,bearish_break_level,2.995765,41-60
ADA/USDT,2026-06-10 15:00:00+00:00,0.16505,0.1633995,Round_10bp,Round_10bp,0.699503,0.00038357,1,bearish_break_level,-1.011815,1-2
ADA/USDT,2026-06-10 15:25:00+00:00,0.1662,0.16585,WeeklyOpen,PDC,0.689234,0.00053786,4,bearish_break_level,-0.854392,3-5
ADA/USDT,2026-06-10 18:05:00+00:00,0.16236,0.16101,PDL,PDL,0.71973,0.00033143,21,bearish_break_level,-1.145602,21-40
ADA/USDT,2026-06-11 00:10:00+00:00,0.16165,0.16104,SessionLow,SessionHigh,0.695862,0.00027143,2,bearish_break_level,-0.061862,1-2
ADA/USDT,2026-06-11 00:15:00+00:00,0.16216,0.16156,PDC,SessionHigh,0.692083,0.00030071,1,bearish_break_level,-0.376172,1-2
ADA/USDT,2026-06-11 00:30:00+00:00,0.16206,0.16156,PDC,SessionHigh,0.715551,0.00033929,1,bearish_break_level,-0.431939,1-2
ADA/USDT,2026-06-11 01:35:00+00:00,0.16254,0.16156,PDC,SessionHigh,0.720465,0.00030714,8,bearish_break_level,0.135351,6-10
ADA/USDT,2026-06-11 01:40:00+00:00,0.16338,0.16254,SessionHigh,SessionHigh,0.713258,0.00033071,7,bearish_break_level,-0.379483,6-10
ADA/USDT,2026-06-11 01:45:00+00:00,0.16406,0.16338,SessionHigh,SessionHigh,0.700384,0.00032214,6,bearish_break_level,-0.792393,6-10
ADA/USDT,2026-06-11 05:45:00+00:00,0.16643,0.16585,WeeklyOpen,WeeklyOpen,0.708169,0.00031929,10,bearish_break_level,-0.648921,6-10
ADA/USDT,2026-06-11 08:20:00+00:00,0.16806,0.16766,SessionHigh,SessionHigh,0.720353,0.00024357,4,bearish_break_level,-0.130906,3-5
ADA/USDT,2026-06-11 11:10:00+00:00,0.16604,0.16585,WeeklyOpen,PDH,0.781463,8.286e-05,14,bearish_break_level,-0.554083,11-20
ADA/USDT,2026-06-11 11:50:00+00:00,0.16697,0.16613515,Round_5bp,PDH,0.767227,0.00010714,6,bearish_break_level,-1.107983,6-10
ADA/USDT,2026-06-11 12:40:00+00:00,0.16626,0.1654287,Round_5bp,PDH,0.780906,0.00031143,28,bearish_break_level,-0.890172,21-40
ADA/USDT,2026-06-11 13:50:00+00:00,0.16606,0.16585,WeeklyOpen,PDH,0.733779,0.00023357,14,bearish_break_level,-0.770806,11-20
ADA/USDT,2026-06-11 14:45:00+00:00,0.16634,0.16585,WeeklyOpen,PDH,0.702303,0.00039143,3,bearish_break_level,-0.937838,3-5
ADA/USDT,2026-06-11 15:35:00+00:00,0.16735,0.16651325,Round_5bp,WeeklyOpen,0.704249,0.00052929,14,bearish_break_level,-1.320586,11-20
ADA/USDT,2026-06-11 16:35:00+00:00,0.16604,0.16585,WeeklyOpen,WeeklyOpen,0.707988,0.00024714,2,bearish_break_level,-0.542038,1-2
ADA/USDT,2026-06-11 17:45:00+00:00,0.16923,0.16875,SessionHigh,SessionHigh,0.735548,0.00048429,4,bearish_break_level,0.13591,3-5
ADA/USDT,2026-06-11 17:50:00+00:00,0.1704,0.16923,SessionHigh,SessionHigh,0.757351,0.00055429,3,bearish_break_level,-0.551643,3-5
ADA/USDT,2026-06-12 00:20:00+00:00,0.17054,0.17029,PDC,SessionHigh,0.733923,0.00034643,4,bearish_break_level,-0.111411,3-5
ADA/USDT,2026-06-12 00:30:00+00:00,0.17055,0.17029,PDC,SessionHigh,0.729868,0.00039714,2,bearish_break_level,-0.117268,1-2
ADA/USDT,2026-06-12 02:35:00+00:00,0.17155,0.17086,SessionHigh,SessionHigh,0.741509,0.00019857,4,bearish_break_level,-0.285631,3-5
ADA/USDT,2026-06-12 04:25:00+00:00,0.17286,0.17233,SessionHigh,PDH,0.708275,0.00012286,12,bearish_break_level,-0.983455,11-20
ADA/USDT,2026-06-12 14:00:00+00:00,0.16904,0.16795,SessionLow,SessionHigh,0.767188,0.00035571,13,bearish_break_level,2.478703,11-20
ADA/USDT,2026-06-12 14:35:00+00:00,0.1717,0.169983,Round_10bp,SessionHigh,0.728807,0.000565,6,bearish_break_level,0.891089,6-10
ADA/USDT,2026-06-12 18:40:00+00:00,0.17198,0.17029,PDC,PDH,0.685997,0.00027929,2,bearish_break_level,-0.284917,1-2
ADA/USDT,2026-06-12 19:20:00+00:00,0.17221,0.17134895,Round_5bp,PDC,0.751604,0.00025857,19,bearish_break_level,-1.544626,11-20
ADA/USDT,2026-06-12 22:10:00+00:00,0.16979,0.16894105,Round_5bp,PDC,0.692652,8.857e-05,28,bearish_break_level,-0.111903,21-40
ADA/USDT,2026-06-13 00:55:00+00:00,0.17051,0.17028,SessionHigh,SessionHigh,0.691381,0.00017357,15,bearish_break_level,1.395813,11-20
ADA/USDT,2026-06-13 01:10:00+00:00,0.17092,0.17051,SessionHigh,SessionHigh,0.736204,0.00022,12,bearish_break_level,1.152586,11-20
ADA/USDT,2026-06-13 07:00:00+00:00,0.17151,0.17065245,Round_5bp,SessionHigh,0.76458,5.857e-05,9,bearish_break_level,1.014518,6-10
ADA/USDT,2026-06-13 15:10:00+00:00,0.17493,0.17443,PDH,SessionHigh,0.755345,7.5e-05,5,bearish_break_level,0.234379,3-5
ADA/USDT,2026-06-13 15:15:00+00:00,0.17547,0.17493,SessionHigh,SessionHigh,0.754187,0.00012,4,bearish_break_level,-0.074087,3-5
ADA/USDT,2026-06-13 21:40:00+00:00,0.17322,0.1714878,Round_10bp,SessionHigh,0.76429,0.00025357,31,bearish_break_level,-0.813994,21-40
