symbol,date,entry,level_price,level_type,target_price,target_type,psi_in,atr_in,bars_held,exit_type,ret_pct,hold_bin
DASH/USDT,2026-06-07 00:00:00+00:00,32.81,32.81,Round_10bp,32.83,PDH,0.990035,0.11571429,1,psi_bearish_at_level,0.0,1-2
DASH/USDT,2026-06-07 00:15:00+00:00,32.42,32.42,Round_5bp,32.42,Round_5bp,0.999788,0.11214286,1,psi_bearish_at_level,0.0,1-2
DASH/USDT,2026-06-07 00:30:00+00:00,32.59,32.59,Round_5bp,32.66,PDC,0.966058,0.125,2,psi_bearish_at_level,1.135318,1-2
DASH/USDT,2026-06-07 00:35:00+00:00,32.96,32.96,Round_5bp,33.1248,Round_5bp,0.7549,0.15142857,1,psi_bearish_at_level,0.0,1-2
DASH/USDT,2026-06-07 01:55:00+00:00,33.46,33.46,Round_5bp,33.5,SessionHigh,0.805733,0.04142857,3,psi_bearish_at_level,0.0,3-5
DASH/USDT,2026-06-07 02:25:00+00:00,33.46,33.46,Round_5bp,33.5,SessionHigh,0.820223,0.02071429,41,psi_bearish_at_level,1.613867,41-60
DASH/USDT,2026-06-07 05:55:00+00:00,34.06,34.06,Round_5bp,34.2303,Round_5bp,0.997239,0.04357143,3,psi_bearish_at_level,1.585437,3-5
DASH/USDT,2026-06-07 06:05:00+00:00,34.5,34.5,Round_5bp,34.5,Round_5bp,0.999955,0.08,1,psi_bearish_at_level,0.289855,1-2
DASH/USDT,2026-06-07 06:35:00+00:00,35.0,35.0,Round_5bp,35.0,Round_5bp,0.999462,0.13142857,2,psi_bearish_at_level,0.0,1-2
DASH/USDT,2026-06-07 06:50:00+00:00,35.0,35.0,SessionHigh,35.0,Round_5bp,0.989891,0.11071429,1,psi_bearish_at_level,1.028571,1-2
DASH/USDT,2026-06-07 07:10:00+00:00,35.47,35.47,Round_5bp,35.47,Round_5bp,0.963114,0.11214286,7,psi_bearish_at_level,0.789399,6-10
DASH/USDT,2026-06-07 07:25:00+00:00,35.51,35.51,Round_5bp,35.68755,Round_5bp,0.944301,0.10571429,4,psi_bearish_at_level,0.675866,3-5
DASH/USDT,2026-06-07 07:40:00+00:00,35.51,35.51,SessionHigh,35.68755,Round_5bp,0.79667,0.10357143,1,psi_bearish_at_level,0.675866,1-2
DASH/USDT,2026-06-07 08:35:00+00:00,35.42,35.42,Round_5bp,35.5971,Round_5bp,0.892665,0.13571429,1,psi_bearish_at_level,-0.169396,1-2
DASH/USDT,2026-06-07 08:50:00+00:00,36.2,36.2,Round_5bp,36.2,Round_5bp,0.792932,0.20357143,2,psi_bearish_at_level,0.497238,1-2
DASH/USDT,2026-06-07 09:05:00+00:00,36.38,36.38,SessionHigh,36.5619,Round_5bp,0.808988,0.19928571,3,psi_bearish_at_level,-0.164926,3-5
DASH/USDT,2026-06-07 11:10:00+00:00,36.75,36.75,Round_10bp,36.93375,Round_5bp,0.857227,0.065,3,psi_bearish_at_level,1.006803,3-5
DASH/USDT,2026-06-07 11:40:00+00:00,37.78,37.78,Round_5bp,37.78,Round_5bp,0.932502,0.13928571,1,psi_bearish_at_level,0.582319,1-2
DASH/USDT,2026-06-07 12:00:00+00:00,37.94,37.94,Round_10bp,38.0,SessionHigh,0.958421,0.17928571,3,psi_bearish_at_level,-3.294676,3-5
DASH/USDT,2026-06-07 12:10:00+00:00,37.0,37.0,Round_5bp,37.185,Round_5bp,0.787907,0.23714286,1,psi_bearish_at_level,-0.837838,1-2
DASH/USDT,2026-06-07 16:10:00+00:00,36.93,36.93,Round_5bp,36.93,Round_5bp,0.754367,0.14428571,1,psi_bearish_at_level,-0.297861,1-2
DASH/USDT,2026-06-07 16:25:00+00:00,36.94,36.94,Round_5bp,36.94,Round_5bp,0.909254,0.11214286,1,psi_bearish_at_level,0.460206,1-2
DASH/USDT,2026-06-07 20:30:00+00:00,36.23,36.23,Round_10bp,,,0.862773,0.01214286,11,psi_bearish_at_level,1.9321,11-20
DASH/USDT,2026-06-08 00:00:00+00:00,36.76,36.76,PDC,36.76,Round_5bp,0.996501,0.05714286,2,psi_bearish_at_level,-0.054407,1-2
DASH/USDT,2026-06-08 00:05:00+00:00,36.9,36.9,Round_5bp,36.9,Round_5bp,0.975134,0.06714286,1,psi_bearish_at_level,-0.433604,1-2
DASH/USDT,2026-06-08 04:20:00+00:00,37.35,37.35,Round_10bp,37.53675,Round_5bp,0.96663,0.05785714,4,psi_bearish_at_level,-1.204819,3-5
DASH/USDT,2026-06-08 04:35:00+00:00,37.35,37.35,SessionHigh,37.53675,Round_5bp,0.994605,0.05071429,1,psi_bearish_at_level,-1.204819,1-2
DASH/USDT,2026-06-08 04:50:00+00:00,36.9,36.9,Round_5bp,36.9,Round_5bp,0.861539,0.08285714,3,psi_bearish_at_level,-0.298103,3-5
DASH/USDT,2026-06-08 08:40:00+00:00,36.86,36.86,Round_5bp,37.0443,Round_5bp,0.893379,0.05785714,1,psi_bearish_at_level,0.0,1-2
DASH/USDT,2026-06-08 09:35:00+00:00,37.01,37.01,Round_5bp,37.01,Round_5bp,0.74411,0.05071429,3,psi_bearish_at_level,-0.135099,3-5
DASH/USDT,2026-06-08 10:05:00+00:00,37.03,37.03,Round_5bp,37.03,Round_5bp,0.879922,0.055,4,psi_bearish_at_level,-0.567108,3-5
DASH/USDT,2026-06-08 10:15:00+00:00,37.03,37.03,Round_5bp,37.03,Round_5bp,0.900787,0.055,2,psi_bearish_at_level,-0.567108,1-2
DASH/USDT,2026-06-08 10:50:00+00:00,37.02,37.02,Round_5bp,37.2051,Round_5bp,0.763378,0.03785714,3,psi_bearish_at_level,0.0,3-5
DASH/USDT,2026-06-08 10:55:00+00:00,37.02,37.02,Round_5bp,37.2051,Round_5bp,0.822409,0.03785714,2,psi_bearish_at_level,0.0,1-2
DASH/USDT,2026-06-08 15:00:00+00:00,36.99,36.99,Round_5bp,,,0.865475,0.01571429,5,psi_bearish_at_level,0.270343,3-5
DASH/USDT,2026-06-08 15:15:00+00:00,37.09,37.09,Round_5bp,37.09,Round_5bp,0.927399,0.02285714,2,psi_bearish_at_level,0.0,1-2
DASH/USDT,2026-06-08 16:15:00+00:00,37.08,37.08,Round_5bp,,,0.7896,0.00785714,25,psi_bearish_at_level,0.161812,21-40
DASH/USDT,2026-06-08 19:00:00+00:00,36.84,36.84,Round_5bp,36.84,Round_5bp,0.987122,0.09428571,7,psi_bearish_at_level,-0.054289,6-10
DASH/USDT,2026-06-08 19:10:00+00:00,36.82,36.82,Round_5bp,36.82,Round_5bp,0.89392,0.07357143,5,psi_bearish_at_level,0.0,3-5
DASH/USDT,2026-06-08 19:15:00+00:00,36.82,36.82,Round_5bp,36.82,Round_5bp,0.894268,0.07357143,4,psi_bearish_at_level,0.0,3-5
DASH/USDT,2026-06-08 19:20:00+00:00,36.82,36.82,Round_5bp,36.82,Round_5bp,0.774499,0.07357143,3,psi_bearish_at_level,0.0,3-5
DASH/USDT,2026-06-08 19:25:00+00:00,36.82,36.82,Round_5bp,36.82,Round_5bp,0.999985,0.07357143,2,psi_bearish_at_level,0.0,1-2
DASH/USDT,2026-06-08 19:40:00+00:00,36.82,36.82,Round_5bp,36.82,Round_5bp,0.816172,0.055,9,psi_bearish_at_level,-0.65182,6-10
DASH/USDT,2026-06-08 21:10:00+00:00,37.33,37.33,Round_5bp,37.51665,Round_5bp,0.84735,0.07142857,12,psi_bearish_at_level,-0.026788,11-20
DASH/USDT,2026-06-08 21:25:00+00:00,37.33,37.33,Round_5bp,37.51665,Round_5bp,0.94936,0.05428571,9,psi_bearish_at_level,-0.026788,6-10
DASH/USDT,2026-06-08 22:20:00+00:00,37.23,37.23,Round_5bp,,,0.857042,0.00714286,1,psi_bearish_at_level,0.0,1-2
DASH/USDT,2026-06-08 23:40:00+00:00,36.85,36.85,Round_5bp,37.03425,Round_5bp,0.787882,0.08428571,1,psi_bearish_at_level,-0.515604,1-2
DASH/USDT,2026-06-08 23:50:00+00:00,36.78,36.78,Round_5bp,36.78,Round_5bp,0.794148,0.10857143,2,psi_bearish_at_level,0.271887,1-2
DASH/USDT,2026-06-09 00:05:00+00:00,36.84,36.84,Round_5bp,36.84,Round_5bp,0.827973,0.08285714,2,psi_bearish_at_level,-0.190011,1-2
DASH/USDT,2026-06-09 00:10:00+00:00,36.68,36.68,Round_5bp,36.68,Round_5bp,0.960192,0.09428571,1,psi_bearish_at_level,0.245365,1-2
DASH/USDT,2026-06-09 00:25:00+00:00,36.22,36.22,Round_5bp,36.22,Round_5bp,0.950428,0.14714286,1,psi_bearish_at_level,-1.131971,1-2
DASH/USDT,2026-06-09 01:05:00+00:00,35.79,35.79,Round_5bp,35.79,Round_5bp,0.877161,0.16785714,4,psi_bearish_at_level,1.508801,3-5
DASH/USDT,2026-06-09 01:10:00+00:00,35.82,35.82,Round_5bp,35.82,Round_5bp,0.990308,0.16428571,3,psi_bearish_at_level,1.423786,3-5
DASH/USDT,2026-06-09 01:15:00+00:00,35.82,35.82,Round_5bp,35.82,Round_5bp,0.795986,0.16,2,psi_bearish_at_level,1.423786,1-2
DASH/USDT,2026-06-09 01:20:00+00:00,36.19,36.19,Round_5bp,36.19,Round_5bp,0.910688,0.17785714,1,psi_bearish_at_level,0.386847,1-2
DASH/USDT,2026-06-09 02:10:00+00:00,37.26,37.26,Round_5bp,37.26,Round_5bp,0.992581,0.12071429,3,psi_bearish_at_level,0.0,3-5
DASH/USDT,2026-06-09 06:05:00+00:00,37.3,37.3,Round_5bp,37.3,Round_5bp,0.759855,0.07785714,1,psi_bearish_at_level,-0.214477,1-2
DASH/USDT,2026-06-09 06:35:00+00:00,37.42,37.42,Round_5bp,37.42,Round_5bp,0.910648,0.1,1,psi_bearish_at_level,-0.106895,1-2
DASH/USDT,2026-06-09 14:50:00+00:00,36.25,36.25,Round_5bp,36.43125,Round_5bp,0.968082,0.07285714,2,psi_bearish_at_level,0.0,1-2
DASH/USDT,2026-06-09 15:05:00+00:00,36.46,36.46,Round_5bp,36.46,Round_5bp,0.763524,0.08571429,2,psi_bearish_at_level,0.246846,1-2
DASH/USDT,2026-06-09 15:20:00+00:00,36.55,36.55,Round_5bp,36.55,Round_5bp,0.808109,0.07357143,2,psi_bearish_at_level,-1.751026,1-2
DASH/USDT,2026-06-09 15:40:00+00:00,35.84,35.84,Round_5bp,35.84,Round_5bp,0.816037,0.11071429,2,psi_bearish_at_level,0.279018,1-2
DASH/USDT,2026-06-09 15:45:00+00:00,35.94,35.94,Round_5bp,35.94,Round_5bp,0.831208,0.09428571,1,psi_bearish_at_level,0.0,1-2
DASH/USDT,2026-06-09 15:55:00+00:00,35.91,35.91,Round_5bp,35.91,Round_5bp,0.80864,0.08428571,5,psi_bearish_at_level,-1.058201,3-5
DASH/USDT,2026-06-09 16:00:00+00:00,35.75,35.75,SessionLow,35.92875,Round_5bp,0.810104,0.09571429,4,psi_bearish_at_level,-0.615385,3-5
DASH/USDT,2026-06-09 16:05:00+00:00,35.5,35.5,Round_10bp,35.6775,Round_5bp,0.778464,0.11357143,3,psi_bearish_at_level,0.084507,3-5
DASH/USDT,2026-06-09 16:10:00+00:00,35.55,35.55,Round_5bp,35.55,Round_5bp,0.893782,0.11714286,2,psi_bearish_at_level,-0.056259,1-2
DASH/USDT,2026-06-09 16:25:00+00:00,35.53,35.53,Round_5bp,35.70765,Round_5bp,0.905807,0.09928571,1,psi_bearish_at_level,0.450324,1-2
DASH/USDT,2026-06-09 16:45:00+00:00,35.69,35.69,Round_5bp,35.69,Round_5bp,0.997256,0.05857143,6,psi_bearish_at_level,1.709162,6-10
DASH/USDT,2026-06-09 17:00:00+00:00,35.6,35.6,Round_5bp,35.6,Round_5bp,0.947296,0.05785714,3,psi_bearish_at_level,1.966292,3-5
DASH/USDT,2026-06-09 17:05:00+00:00,35.65,35.65,Round_5bp,35.82825,Round_5bp,0.963916,0.05928571,2,psi_bearish_at_level,1.823282,1-2
DASH/USDT,2026-06-09 17:20:00+00:00,36.3,36.3,Round_5bp,36.3,Round_5bp,0.994903,0.07857143,2,psi_bearish_at_level,-0.46832,1-2
DASH/USDT,2026-06-09 17:35:00+00:00,36.13,36.13,Round_5bp,36.31065,Round_5bp,0.948493,0.08714286,3,psi_bearish_at_level,-0.774979,3-5
DASH/USDT,2026-06-09 18:05:00+00:00,35.9,35.9,Round_5bp,36.0795,Round_5bp,0.985764,0.10428571,9,psi_bearish_at_level,0.05571,6-10
DASH/USDT,2026-06-09 18:20:00+00:00,36.03,36.03,Round_5bp,36.21015,Round_5bp,0.828333,0.09642857,6,psi_bearish_at_level,-0.305301,6-10
DASH/USDT,2026-06-09 19:10:00+00:00,35.77,35.77,Round_5bp,35.94885,Round_5bp,0.960223,0.04071429,1,psi_bearish_at_level,0.0,1-2
DASH/USDT,2026-06-09 19:40:00+00:00,35.63,35.63,Round_10bp,35.80815,Round_5bp,0.976068,0.03785714,4,psi_bearish_at_level,0.926186,3-5
DASH/USDT,2026-06-09 19:55:00+00:00,35.89,35.89,Round_10bp,36.06945,Round_5bp,0.979125,0.04357143,1,psi_bearish_at_level,0.19504,1-2
DASH/USDT,2026-06-09 23:20:00+00:00,35.27,35.27,Round_5bp,35.44635,Round_5bp,0.897646,0.04142857,1,psi_bearish_at_level,0.0,1-2
DASH/USDT,2026-06-09 23:50:00+00:00,35.15,35.15,Round_5bp,35.32575,Round_5bp,0.853645,0.05071429,3,psi_bearish_at_level,0.455192,3-5
DASH/USDT,2026-06-10 00:10:00+00:00,35.25,35.25,Round_10bp,35.35,SessionHigh,0.74898,0.03071429,2,psi_bearish_at_level,-0.056738,1-2
DASH/USDT,2026-06-10 02:30:00+00:00,35.24,35.24,Round_5bp,35.24,Round_5bp,0.761186,0.01285714,1,psi_bearish_at_level,-0.312145,1-2
DASH/USDT,2026-06-10 08:30:00+00:00,34.67,34.67,Round_5bp,,,0.999996,0.03,10,psi_bearish_at_level,-0.634554,6-10
DASH/USDT,2026-06-10 11:20:00+00:00,34.05,34.05,Round_5bp,34.22025,Round_5bp,0.961872,0.07,1,psi_bearish_at_level,-0.146843,1-2
DASH/USDT,2026-06-10 12:45:00+00:00,34.9,34.9,Round_5bp,35.0745,Round_5bp,0.844363,0.06428571,34,psi_bearish_at_level,1.432665,21-40
DASH/USDT,2026-06-10 21:55:00+00:00,33.74,33.74,SessionLow,33.74,Round_5bp,0.997446,0.04357143,3,psi_bearish_at_level,-0.711322,3-5
DASH/USDT,2026-06-11 00:15:00+00:00,34.1,34.1,Round_5bp,34.1,Round_5bp,0.913499,0.04785714,7,psi_bearish_at_level,-0.234604,6-10
DASH/USDT,2026-06-11 00:30:00+00:00,34.1,34.1,SessionHigh,34.1,Round_5bp,0.973507,0.03285714,4,psi_bearish_at_level,-0.234604,3-5
DASH/USDT,2026-06-11 01:05:00+00:00,34.2,34.2,Round_5bp,34.25,SessionHigh,0.846877,0.05857143,2,psi_bearish_at_level,0.0,1-2
DASH/USDT,2026-06-11 02:05:00+00:00,34.36,34.36,Round_5bp,34.36,Round_5bp,0.861668,0.05,2,psi_bearish_at_level,-0.291036,1-2
DASH/USDT,2026-06-11 03:20:00+00:00,34.09,34.09,Round_5bp,34.09,Round_5bp,0.902783,0.01571429,4,psi_bearish_at_level,1.202699,3-5
DASH/USDT,2026-06-11 03:30:00+00:00,34.09,34.09,Round_5bp,34.09,Round_5bp,0.918183,0.01285714,2,psi_bearish_at_level,1.202699,1-2
DASH/USDT,2026-06-11 03:35:00+00:00,34.53,34.53,Round_5bp,34.70265,Round_5bp,0.96073,0.04428571,1,psi_bearish_at_level,-0.086881,1-2
DASH/USDT,2026-06-11 03:55:00+00:00,34.98,34.98,Round_5bp,34.98,Round_5bp,0.944716,0.08142857,2,psi_bearish_at_level,-0.657519,1-2
DASH/USDT,2026-06-11 04:20:00+00:00,34.81,34.81,Round_5bp,34.98,SessionHigh,0.975542,0.10142857,5,psi_bearish_at_level,0.0,3-5
DASH/USDT,2026-06-11 04:30:00+00:00,34.81,34.81,Round_5bp,34.98,SessionHigh,0.760054,0.09285714,3,psi_bearish_at_level,0.0,3-5
DASH/USDT,2026-06-11 04:35:00+00:00,34.81,34.81,Round_5bp,34.98,SessionHigh,0.870256,0.09285714,2,psi_bearish_at_level,0.0,1-2
DASH/USDT,2026-06-11 05:05:00+00:00,35.01,35.01,SessionHigh,35.18505,Round_5bp,0.917408,0.03857143,3,psi_bearish_at_level,0.0,3-5
DASH/USDT,2026-06-11 07:25:00+00:00,34.44,34.44,Round_5bp,34.44,Round_5bp,0.966835,0.01285714,59,psi_bearish_at_level,1.422764,41-60
DASH/USDT,2026-06-11 12:45:00+00:00,34.97,34.97,Round_5bp,34.97,Round_5bp,0.999049,0.02142857,1,psi_bearish_at_level,0.0,1-2
DASH/USDT,2026-06-11 15:15:00+00:00,34.69,34.69,Round_5bp,34.69,Round_5bp,0.743497,0.02285714,2,psi_bearish_at_level,0.374748,1-2
DASH/USDT,2026-06-11 17:30:00+00:00,35.47,35.47,Round_5bp,35.47,Round_5bp,0.999965,0.09,2,psi_bearish_at_level,0.253736,1-2
DASH/USDT,2026-06-11 17:55:00+00:00,35.75,35.75,SessionHigh,35.92875,Round_5bp,0.75839,0.12,3,psi_bearish_at_level,-0.671329,3-5
DASH/USDT,2026-06-11 18:25:00+00:00,35.5,35.5,Round_10bp,35.57,PDH,0.95092,0.13785714,2,psi_bearish_at_level,0.0,1-2
DASH/USDT,2026-06-11 18:40:00+00:00,35.5,35.5,Round_10bp,35.57,PDH,0.775384,0.04785714,1,psi_bearish_at_level,0.422535,1-2
DASH/USDT,2026-06-11 19:00:00+00:00,35.65,35.65,Round_5bp,35.75,SessionHigh,0.993221,0.02857143,22,psi_bearish_at_level,-0.364656,21-40
DASH/USDT,2026-06-12 00:45:00+00:00,35.7,35.7,Round_5bp,35.7,Round_5bp,0.941442,0.06714286,1,psi_bearish_at_level,-0.22409,1-2
DASH/USDT,2026-06-12 04:15:00+00:00,35.46,35.46,Round_5bp,35.46,Round_5bp,0.99922,0.01142857,10,psi_bearish_at_level,-0.423012,6-10
DASH/USDT,2026-06-12 04:20:00+00:00,35.46,35.46,SessionLow,35.46,Round_5bp,0.999823,0.01142857,9,psi_bearish_at_level,-0.423012,6-10
DASH/USDT,2026-06-12 05:55:00+00:00,35.03,35.03,Round_5bp,35.18,SessionLow,0.875999,0.03214286,17,psi_bearish_at_level,-0.114188,11-20
DASH/USDT,2026-06-12 08:45:00+00:00,35.2,35.2,Round_5bp,35.2,Round_5bp,0.959997,0.015,1,psi_bearish_at_level,-0.142045,1-2
DASH/USDT,2026-06-12 14:55:00+00:00,35.71,35.71,Round_5bp,35.71,Round_5bp,0.894087,0.01642857,2,psi_bearish_at_level,0.0,1-2
DASH/USDT,2026-06-13 12:35:00+00:00,35.21,35.21,Round_5bp,35.21,Round_5bp,1.0,0.01785714,60,time_stop,0.0,41-60
DASH/USDT,2026-06-13 21:40:00+00:00,35.71,35.71,Round_5bp,35.71,Round_5bp,1.0,0.03571429,9,psi_bearish_at_level,-0.392047,6-10
DASH/USDT,2026-06-13 22:55:00+00:00,35.57,35.57,Round_5bp,35.57,Round_5bp,0.999405,0.01,16,psi_bearish_at_level,-0.168681,11-20
DASH/USDT,2026-06-14 00:30:00+00:00,35.54,35.54,Round_5bp,35.54,Round_5bp,0.999992,0.01785714,3,psi_bearish_at_level,0.478334,3-5
DASH/USDT,2026-06-14 09:30:00+00:00,35.42,35.42,Round_5bp,,,0.999948,0.01785714,30,psi_bearish_at_level,-0.141163,21-40
DASH/USDT,2026-06-14 12:05:00+00:00,35.52,35.52,Round_5bp,,,0.941835,0.02071429,3,psi_bearish_at_level,0.140766,3-5
DASH/USDT,2026-06-14 12:15:00+00:00,35.57,35.57,Round_5bp,35.57,Round_5bp,0.999999,0.02428571,1,psi_bearish_at_level,0.0,1-2
DASH/USDT,2026-06-14 12:35:00+00:00,35.56,35.56,Round_5bp,35.56,Round_5bp,0.813847,0.025,11,psi_bearish_at_level,-1.124859,11-20
DGB/USDT,2026-06-02 12:30:00+00:00,0.00319,0.00319,Round_5bp,0.00319,Round_5bp,0.999989,8.57e-06,13,psi_bearish_at_level,-2.194357,11-20
DGB/USDT,2026-06-02 17:55:00+00:00,0.003,0.003,Round_5bp,0.003,Round_5bp,0.999966,3.57e-06,58,psi_bearish_at_level,-0.666667,41-60
DGB/USDT,2026-06-02 18:00:00+00:00,0.003,0.003,Round_5bp,0.003,Round_5bp,0.995768,3.57e-06,57,psi_bearish_at_level,-0.666667,41-60
DGB/USDT,2026-06-03 04:25:00+00:00,0.00302,0.00302,Round_5bp,0.00302,Round_5bp,0.820292,1.071e-05,19,psi_bearish_at_level,-0.662252,11-20
DGB/USDT,2026-06-03 11:35:00+00:00,0.00305,0.00305,Round_5bp,0.00305,Round_5bp,0.999963,4.29e-06,52,psi_bearish_at_level,-0.655738,41-60
DGB/USDT,2026-06-03 17:05:00+00:00,0.00296,0.00296,Round_5bp,0.00296,Round_5bp,0.856441,5e-06,4,psi_bearish_at_level,-1.689189,3-5
DGB/USDT,2026-06-04 02:55:00+00:00,0.00286,0.00286,PDL,0.0028743,Round_5bp,0.887282,4.29e-06,60,time_stop,0.0,41-60
DGB/USDT,2026-06-04 03:10:00+00:00,0.00286,0.00286,PDL,,,0.974201,2.14e-06,60,time_stop,0.0,41-60
DGB/USDT,2026-06-04 15:35:00+00:00,0.00295,0.00295,Round_5bp,0.00296475,Round_5bp,1.0,1.429e-05,60,time_stop,0.0,41-60
DGB/USDT,2026-06-05 00:05:00+00:00,0.00297,0.00297,SessionHigh,0.00297,Round_5bp,1.0,2.643e-05,34,psi_bearish_at_level,-5.050505,21-40
DGB/USDT,2026-06-05 14:05:00+00:00,0.00269,0.00269,Round_5bp,0.00269,Round_5bp,0.967722,5e-06,60,time_stop,0.0,41-60
DGB/USDT,2026-06-05 20:05:00+00:00,0.00279,0.00279,PDC,0.00279,Round_5bp,1.0,2.143e-05,6,psi_bearish_at_level,0.0,6-10
DGB/USDT,2026-06-05 23:05:00+00:00,0.00284,0.00284,Round_5bp,0.00284,Round_5bp,0.854836,3.57e-06,8,psi_bearish_at_level,-9.859155,6-10
DGB/USDT,2026-06-06 00:15:00+00:00,0.00256,0.00256,PDL,0.00256,Round_5bp,0.956485,2e-05,52,psi_bearish_at_level,3.125,41-60
DGB/USDT,2026-06-06 01:50:00+00:00,0.00267,0.00267,Round_5bp,0.00267,Round_5bp,1.0,7.86e-06,33,psi_bearish_at_level,-1.123596,21-40
DGB/USDT,2026-06-06 09:20:00+00:00,0.00266,0.00266,Round_5bp,,,0.999998,1.43e-06,60,time_stop,0.0,41-60
DGB/USDT,2026-06-06 18:35:00+00:00,0.00277,0.00277,Round_5bp,0.00277,Round_5bp,1.0,7.86e-06,32,psi_bearish_at_level,0.722022,21-40
DGB/USDT,2026-06-06 21:10:00+00:00,0.00292,0.00292,Round_5bp,0.0029346,Round_5bp,0.999648,1.071e-05,1,psi_bearish_at_level,-4.452055,1-2
DGB/USDT,2026-06-07 00:10:00+00:00,0.00285,0.00285,Round_5bp,0.00285,Round_5bp,0.999289,4.29e-06,30,psi_bearish_at_level,-0.701754,21-40
DGB/USDT,2026-06-07 14:40:00+00:00,0.00279,0.00279,PDC,0.00279,Round_5bp,0.999932,3.57e-06,60,time_stop,3.225806,41-60
DGB/USDT,2026-06-07 16:10:00+00:00,0.00288,0.00288,Round_5bp,0.00288,Round_5bp,1.0,6.43e-06,60,time_stop,0.0,41-60
DGB/USDT,2026-06-07 22:55:00+00:00,0.00296,0.00296,Round_5bp,0.00296,Round_5bp,0.827475,8.57e-06,60,time_stop,1.351351,41-60
DGB/USDT,2026-06-07 23:00:00+00:00,0.00296,0.00296,Round_5bp,0.00296,Round_5bp,0.814124,8.57e-06,60,time_stop,1.351351,41-60
DGB/USDT,2026-06-08 01:15:00+00:00,0.003,0.003,Round_5bp,0.003,Round_5bp,0.999998,2.86e-06,56,psi_bearish_at_level,-1.333333,41-60
DGB/USDT,2026-06-08 10:00:00+00:00,0.00269,0.00269,Round_5bp,0.00269,Round_5bp,0.999977,1.357e-05,1,psi_bearish_at_level,5.576208,1-2
DGB/USDT,2026-06-08 10:15:00+00:00,0.00292,0.00292,Round_5bp,0.0029346,Round_5bp,0.882899,5.357e-05,1,psi_bearish_at_level,-2.054795,1-2
DGB/USDT,2026-06-08 22:50:00+00:00,0.00266,0.00266,Round_5bp,0.0026733,Round_5bp,1.0,7.86e-06,18,psi_bearish_at_level,-2.255639,11-20
DGB/USDT,2026-06-09 00:45:00+00:00,0.00262,0.00262,Round_5bp,0.00262,Round_5bp,0.893586,5.71e-06,1,psi_bearish_at_level,0.0,1-2
DGB/USDT,2026-06-09 16:20:00+00:00,0.00239,0.00239,Round_5bp,0.00240195,Round_5bp,1.0,1.643e-05,18,psi_bearish_at_level,4.60251,11-20
DGB/USDT,2026-06-09 17:10:00+00:00,0.00247,0.00247,Round_5bp,0.00247,Round_5bp,0.816702,2.214e-05,8,psi_bearish_at_level,1.214575,6-10
DGB/USDT,2026-06-09 17:25:00+00:00,0.00247,0.00247,Round_5bp,0.00247,Round_5bp,0.931374,7.86e-06,5,psi_bearish_at_level,1.214575,3-5
DGB/USDT,2026-06-09 17:40:00+00:00,0.0025,0.0025,Round_5bp,0.0025,Round_5bp,0.75108,7.86e-06,2,psi_bearish_at_level,0.0,1-2
DGB/USDT,2026-06-09 18:15:00+00:00,0.00257,0.00257,Round_5bp,0.00258285,Round_5bp,1.0,1.286e-05,6,psi_bearish_at_level,0.0,6-10
DGB/USDT,2026-06-09 18:30:00+00:00,0.00257,0.00257,Round_5bp,0.00258285,Round_5bp,0.999986,7.14e-06,3,psi_bearish_at_level,0.0,3-5
DGB/USDT,2026-06-10 00:20:00+00:00,0.00257,0.00257,Round_5bp,0.00258285,Round_5bp,0.853618,4.29e-06,36,psi_bearish_at_level,-3.501946,21-40
DGB/USDT,2026-06-10 03:40:00+00:00,0.00246,0.00246,Round_5bp,0.00246,Round_5bp,0.794203,1.143e-05,1,psi_bearish_at_level,-0.406504,1-2
DGB/USDT,2026-06-10 04:50:00+00:00,0.00241,0.00241,SessionLow,0.00241,Round_5bp,0.811941,3.57e-06,4,psi_bearish_at_level,-1.244813,3-5
DGB/USDT,2026-06-10 05:40:00+00:00,0.00238,0.00238,SessionLow,0.00238,Round_5bp,0.830142,2.14e-06,9,psi_bearish_at_level,5.882353,6-10
DGB/USDT,2026-06-10 06:05:00+00:00,0.00246,0.00246,Round_5bp,0.00246,Round_5bp,0.999931,7.86e-06,4,psi_bearish_at_level,2.439024,3-5
DGB/USDT,2026-06-10 06:20:00+00:00,0.00246,0.00246,Round_5bp,0.00246,Round_5bp,0.999907,5.71e-06,1,psi_bearish_at_level,2.439024,1-2
DGB/USDT,2026-06-10 06:35:00+00:00,0.00252,0.00252,Round_5bp,0.00252,Round_5bp,0.986293,1e-05,5,psi_bearish_at_level,-3.571429,3-5
DGB/USDT,2026-06-10 12:20:00+00:00,0.00244,0.00244,Round_5bp,0.00244,Round_5bp,0.999967,3.57e-06,46,psi_bearish_at_level,6.147541,41-60
DGB/USDT,2026-06-10 12:25:00+00:00,0.00244,0.00244,Round_5bp,0.00244,Round_5bp,1.0,3.57e-06,45,psi_bearish_at_level,6.147541,41-60
DGB/USDT,2026-06-11 01:35:00+00:00,0.0024,0.0024,Round_5bp,0.002412,Round_5bp,0.999999,9.29e-06,3,psi_bearish_at_level,6.25,3-5
DGB/USDT,2026-06-11 02:20:00+00:00,0.00255,0.00255,Round_5bp,0.00255,Round_5bp,0.997563,1.5e-05,2,psi_bearish_at_level,-3.529412,1-2
