symbol,swing_bars,date,entry,entry_level,entry_lvl_type,exit_lvl_type,psi_in,bars_held,exit_type,ret_pct,hold_bin
ADA/USDT,5,2026-06-12 08:55:00+00:00,0.17056,0.16929,SwingHigh,SwingHigh,0.745052,24,bearish_break,0.562852,21-40
ADA/USDT,5,2026-06-12 16:35:00+00:00,0.1727,0.17122,SwingLow,SwingHigh,0.709553,18,bearish_break,-1.071222,11-20
ADA/USDT,5,2026-06-12 17:00:00+00:00,0.17376,0.17352,SwingHigh,SwingHigh,0.776349,13,bearish_break,-1.674724,11-20
ADA/USDT,5,2026-06-12 23:45:00+00:00,0.16979,0.16947,SwingHigh,,0.682644,60,time_stop,0.583073,41-60
ADA/USDT,5,2026-06-13 13:40:00+00:00,0.17372,0.17322,SwingHigh,,0.75052,60,time_stop,-0.535344,41-60
ADA/USDT,5,2026-06-13 18:05:00+00:00,0.17252,0.17207,SwingHigh,SwingLow,0.718008,12,bearish_break,-0.110132,11-20
ADA/USDT,5,2026-06-13 19:35:00+00:00,0.17237,0.17207,SwingHigh,SwingLow,0.747708,7,bearish_break,-0.133434,6-10
ADA/USDT,5,2026-06-13 22:40:00+00:00,0.17226,0.17207,SwingHigh,SwingHigh,0.696568,25,bearish_break,-0.319285,21-40
ADA/USDT,5,2026-06-14 02:15:00+00:00,0.17365,0.17288,SwingHigh,SwingHigh,0.72104,29,bearish_break,-0.961705,21-40
ADA/USDT,5,2026-06-14 03:10:00+00:00,0.17263,0.17229,SwingHigh,SwingHigh,0.722742,18,bearish_break,-0.376528,11-20
ADA/USDT,5,2026-06-14 06:25:00+00:00,0.17231,0.17192,SwingLow,SwingLow,0.790897,10,bearish_break,-0.580349,6-10
ALGO/USDT,5,2026-06-02 12:00:00+00:00,0.11831,0.11788,SwingLow,SwingHigh,0.877333,29,bearish_break,-1.098808,21-40
ALGO/USDT,5,2026-06-02 15:05:00+00:00,0.11819,0.11741,SwingLow,SwingHigh,0.770526,16,bearish_break,-0.456891,11-20
ALGO/USDT,5,2026-06-05 07:00:00+00:00,0.09456,0.09383,SwingLow,,0.820792,60,time_stop,-2.104484,41-60
ALGO/USDT,5,2026-06-05 21:30:00+00:00,0.09457,0.09393,SwingHigh,SwingHigh,0.78284,22,bearish_break,-1.818759,21-40
ALGO/USDT,5,2026-06-07 01:05:00+00:00,0.09347,0.09216,SwingLow,,0.717308,60,time_stop,0.31026,41-60
ALGO/USDT,5,2026-06-07 06:20:00+00:00,0.09463,0.09376,SwingLow,SwingHigh,0.772415,35,bearish_break,2.388249,21-40
ALGO/USDT,5,2026-06-08 03:10:00+00:00,0.09392,0.09367,SwingLow,,0.779219,60,time_stop,-1.043441,41-60
ALGO/USDT,5,2026-06-09 14:50:00+00:00,0.09002,0.08976,SwingHigh,,0.783789,60,time_stop,1.033104,41-60
ALGO/USDT,5,2026-06-09 17:05:00+00:00,0.08974,0.08851,SwingHigh,,0.739399,60,time_stop,2.039224,41-60
ALGO/USDT,5,2026-06-10 00:10:00+00:00,0.09143,0.09094,SwingLow,,0.725564,60,time_stop,-0.929673,41-60
ALGO/USDT,5,2026-06-10 00:45:00+00:00,0.09123,0.09094,SwingLow,,0.747581,60,time_stop,-0.657678,41-60
ALGO/USDT,5,2026-06-10 04:25:00+00:00,0.09266,0.09124,SwingLow,,0.757762,60,time_stop,-3.356357,41-60
ALGO/USDT,5,2026-06-10 10:45:00+00:00,0.08993,0.08955,SwingLow,SwingHigh,0.782423,54,bearish_break,-0.311353,41-60
ALGO/USDT,5,2026-06-10 12:30:00+00:00,0.09022,0.08955,SwingLow,SwingHigh,0.777766,33,bearish_break,-0.631789,21-40
ALGO/USDT,5,2026-06-10 17:50:00+00:00,0.08976,0.08949,SwingLow,SwingLow,0.744289,10,bearish_break,-0.245098,6-10
ALGO/USDT,5,2026-06-11 03:25:00+00:00,0.08813,0.08786,SwingHigh,SwingHigh,0.781033,14,bearish_break,0.612731,11-20
ALGO/USDT,5,2026-06-12 08:35:00+00:00,0.0895,0.08767,SwingLow,,0.86925,60,time_stop,-0.938547,41-60
ALGO/USDT,5,2026-06-12 17:05:00+00:00,0.08816,0.0872,SwingLow,,0.79325,60,time_stop,-0.759982,41-60
ALGO/USDT,5,2026-06-14 12:20:00+00:00,0.09199,0.09153,SwingHigh,,0.71345,60,time_stop,-1.434939,41-60
APE/USDT,5,2026-06-02 14:55:00+00:00,0.1442,0.1435,SwingLow,,0.788641,60,time_stop,5.54785,41-60
APE/USDT,5,2026-06-02 15:30:00+00:00,0.1441,0.1435,SwingLow,,0.797699,60,time_stop,3.678001,41-60
APE/USDT,5,2026-06-03 21:30:00+00:00,0.1479,0.1465,SwingLow,,0.811729,60,time_stop,-8.384043,41-60
APE/USDT,5,2026-06-08 08:05:00+00:00,0.1247,0.1241,SwingLow,,0.751251,60,time_stop,3.448276,41-60
APE/USDT,5,2026-06-09 07:50:00+00:00,0.1249,0.1242,SwingLow,SwingLow,0.750108,15,bearish_break,-1.120897,11-20
APT/USDT,5,2026-06-01 19:45:00+00:00,0.96,0.916,SwingHigh,,0.785478,60,time_stop,0.0,41-60
APT/USDT,5,2026-06-06 08:15:00+00:00,1.009,0.652,SwingHigh,SwingHigh,0.724117,22,bearish_break,-35.579782,21-40
APT/USDT,5,2026-06-06 09:20:00+00:00,0.66,0.655,SwingHigh,SwingHigh,0.845507,9,bearish_break,-1.515152,6-10
APT/USDT,5,2026-06-08 12:05:00+00:00,0.679,0.673,SwingLow,,0.876927,60,time_stop,0.736377,41-60
APT/USDT,5,2026-06-10 12:30:00+00:00,0.643,0.638,SwingLow,,0.853546,60,time_stop,0.0,41-60
ARB/USDT,5,2026-06-03 04:55:00+00:00,0.0918,0.0911,SwingLow,,0.810828,60,time_stop,4.248366,41-60
ARB/USDT,5,2026-06-05 07:55:00+00:00,0.0842,0.0835,SwingLow,,0.775426,60,time_stop,-2.375297,41-60
ARB/USDT,5,2026-06-11 18:00:00+00:00,0.0857,0.0814,SwingHigh,,0.930496,60,time_stop,-2.683781,41-60
ARB/USDT,5,2026-06-12 14:35:00+00:00,0.0837,0.0826,SwingLow,SwingHigh,0.786285,17,bearish_break,-0.119474,11-20
ARB/USDT,5,2026-06-13 00:50:00+00:00,0.0847,0.0834,SwingHigh,,0.943856,60,time_stop,0.354191,41-60
ARB/USDT,5,2026-06-13 04:55:00+00:00,0.085,0.0834,SwingHigh,,0.821717,60,time_stop,0.705882,41-60
ARB/USDT,5,2026-06-13 21:20:00+00:00,0.086,0.0855,SwingLow,,0.947784,60,time_stop,-0.232558,41-60
ATOM/USDT,5,2026-06-01 19:20:00+00:00,1.939,1.923,SwingLow,SwingLow,0.738524,5,bearish_break,-0.979887,3-5
ATOM/USDT,5,2026-06-01 20:20:00+00:00,1.92,1.916,SwingHigh,SwingLow,0.727658,2,bearish_break,-0.104167,1-2
ATOM/USDT,5,2026-06-01 22:20:00+00:00,1.91,1.902,SwingHigh,SwingHigh,0.73231,32,bearish_break,-0.157068,21-40
ATOM/USDT,5,2026-06-02 05:15:00+00:00,1.92,1.869,SwingLow,SwingHigh,0.701753,2,bearish_break,-0.104167,1-2
ATOM/USDT,5,2026-06-02 05:35:00+00:00,1.881,1.869,SwingLow,SwingLow,0.782404,24,bearish_break,1.063264,21-40
ATOM/USDT,5,2026-06-02 06:15:00+00:00,1.88,1.865,SwingHigh,SwingLow,0.729441,16,bearish_break,1.117021,11-20
ATOM/USDT,5,2026-06-02 07:50:00+00:00,1.882,1.868,SwingLow,SwingHigh,0.79271,2,bearish_break,-0.371945,1-2
ATOM/USDT,5,2026-06-02 08:30:00+00:00,1.885,1.863,SwingHigh,SwingLow,0.734596,47,bearish_break,0.583554,41-60
ATOM/USDT,5,2026-06-02 08:50:00+00:00,1.911,1.868,SwingLow,SwingLow,0.72077,43,bearish_break,-0.784929,41-60
ATOM/USDT,5,2026-06-02 12:00:00+00:00,1.913,1.869,SwingLow,SwingLow,0.698225,5,bearish_break,-0.888657,3-5
ATOM/USDT,5,2026-06-02 13:30:00+00:00,1.929,1.914,SwingHigh,SwingLow,0.724266,3,bearish_break,-3.421462,3-5
ATOM/USDT,5,2026-06-02 20:35:00+00:00,1.859,1.793,SwingHigh,SwingLow,0.704269,34,bearish_break,-2.097902,21-40
ATOM/USDT,5,2026-06-02 21:20:00+00:00,1.846,1.805,SwingLow,SwingLow,0.695731,25,bearish_break,-1.408451,21-40
ATOM/USDT,5,2026-06-03 01:00:00+00:00,1.857,1.85,SwingLow,SwingLow,0.753453,18,bearish_break,-0.538503,11-20
ATOM/USDT,5,2026-06-03 01:50:00+00:00,1.853,1.85,SwingLow,SwingLow,0.80733,8,bearish_break,-0.323799,6-10
ATOM/USDT,5,2026-06-03 06:30:00+00:00,1.897,1.855,SwingLow,SwingHigh,0.714118,6,bearish_break,-1.31787,6-10
ATOM/USDT,5,2026-06-03 08:50:00+00:00,1.907,1.892,SwingLow,SwingHigh,0.754488,14,bearish_break,-0.786576,11-20
ATOM/USDT,5,2026-06-03 09:30:00+00:00,1.905,1.866,SwingLow,SwingHigh,0.705901,6,bearish_break,-0.682415,6-10
ATOM/USDT,5,2026-06-03 12:30:00+00:00,1.914,1.871,SwingLow,SwingLow,0.698689,52,bearish_break,-3.552769,41-60
ATOM/USDT,5,2026-06-03 13:10:00+00:00,1.93,1.904,SwingLow,SwingLow,0.757818,44,bearish_break,-4.352332,41-60
ATOM/USDT,5,2026-06-03 13:55:00+00:00,1.925,1.904,SwingLow,SwingLow,0.7148,35,bearish_break,-4.103896,21-40
ATOM/USDT,5,2026-06-03 14:55:00+00:00,1.917,1.904,SwingLow,SwingLow,0.770474,23,bearish_break,-3.703704,21-40
ATOM/USDT,5,2026-06-03 15:50:00+00:00,1.923,1.904,SwingLow,SwingLow,0.713401,12,bearish_break,-4.00416,11-20
ATOM/USDT,5,2026-06-03 16:20:00+00:00,1.898,1.871,SwingHigh,SwingLow,0.768596,6,bearish_break,-2.739726,6-10
ATOM/USDT,5,2026-06-03 17:20:00+00:00,1.907,1.88,SwingLow,SwingLow,0.725025,8,bearish_break,-0.839014,6-10
ATOM/USDT,5,2026-06-03 17:50:00+00:00,1.905,1.88,SwingLow,SwingLow,0.782959,2,bearish_break,-0.734908,1-2
ATOM/USDT,5,2026-06-03 20:20:00+00:00,1.885,1.88,SwingLow,SwingLow,0.741903,31,bearish_break,-2.65252,21-40
ATOM/USDT,5,2026-06-03 21:30:00+00:00,1.879,1.875,SwingLow,SwingLow,0.764556,17,bearish_break,-2.341671,11-20
ATOM/USDT,5,2026-06-03 23:45:00+00:00,1.878,1.875,SwingLow,SwingLow,0.770571,3,bearish_break,-1.650692,3-5
ATOM/USDT,5,2026-06-04 04:10:00+00:00,1.87,1.84,SwingLow,SwingHigh,0.701427,2,bearish_break,-0.213904,1-2
ATOM/USDT,5,2026-06-04 06:20:00+00:00,1.841,1.829,SwingLow,SwingLow,0.747066,37,bearish_break,-4.942966,21-40
ATOM/USDT,5,2026-06-04 12:20:00+00:00,1.773,1.705,SwingLow,,0.727769,60,time_stop,3.271292,41-60
ATOM/USDT,5,2026-06-04 12:35:00+00:00,1.796,1.79,SwingLow,,0.798347,60,time_stop,1.948775,41-60
ATOM/USDT,5,2026-06-04 22:35:00+00:00,1.797,1.787,SwingLow,SwingHigh,0.813036,29,bearish_break,0.111297,21-40
ATOM/USDT,5,2026-06-05 00:15:00+00:00,1.805,1.787,SwingLow,SwingHigh,0.697225,9,bearish_break,-0.33241,6-10
ATOM/USDT,5,2026-06-05 09:20:00+00:00,1.736,1.728,SwingLow,,0.715467,60,time_stop,-2.764977,41-60
ATOM/USDT,5,2026-06-05 15:35:00+00:00,1.688,1.673,SwingHigh,SwingLow,0.726816,7,bearish_break,-1.303318,6-10
ATOM/USDT,5,2026-06-06 07:10:00+00:00,1.641,1.602,SwingLow,,0.720484,60,time_stop,-1.157831,41-60
ATOM/USDT,5,2026-06-06 09:55:00+00:00,1.631,1.617,SwingLow,,0.813762,60,time_stop,1.287554,41-60
ATOM/USDT,5,2026-06-06 21:00:00+00:00,1.628,1.604,SwingLow,,0.860726,60,time_stop,2.825553,41-60
ATOM/USDT,5,2026-06-06 21:40:00+00:00,1.63,1.628,SwingLow,,0.866371,60,time_stop,2.699387,41-60
ATOM/USDT,5,2026-06-07 00:15:00+00:00,1.621,1.607,SwingLow,,0.815614,60,time_stop,3.269587,41-60
ATOM/USDT,5,2026-06-07 01:00:00+00:00,1.633,1.625,SwingHigh,,0.761466,60,time_stop,3.980404,41-60
ATOM/USDT,5,2026-06-08 01:00:00+00:00,1.738,1.728,SwingLow,,0.821334,60,time_stop,-1.32336,41-60
ATOM/USDT,5,2026-06-08 02:00:00+00:00,1.721,1.706,SwingHigh,,0.752418,60,time_stop,-0.116212,41-60
ATOM/USDT,5,2026-06-08 06:00:00+00:00,1.715,1.706,SwingHigh,,0.723479,60,time_stop,1.516035,41-60
ATOM/USDT,5,2026-06-08 15:50:00+00:00,1.784,1.77,SwingHigh,,0.835766,60,time_stop,1.401345,41-60
ATOM/USDT,5,2026-06-10 00:55:00+00:00,1.808,1.797,SwingLow,,0.793466,60,time_stop,-2.323009,41-60
ATOM/USDT,5,2026-06-10 15:20:00+00:00,1.811,1.778,SwingLow,,0.764462,60,time_stop,-1.325235,41-60
ATOM/USDT,5,2026-06-11 17:40:00+00:00,1.957,1.953,SwingLow,,0.819896,60,time_stop,1.686254,41-60
ATOM/USDT,5,2026-06-12 04:30:00+00:00,2.033,1.977,SwingLow,SwingLow,0.734855,41,bearish_break,-3.639941,41-60
ATOM/USDT,5,2026-06-12 15:35:00+00:00,1.958,1.952,SwingHigh,,0.865818,60,time_stop,-0.306435,41-60
ATOM/USDT,5,2026-06-13 00:45:00+00:00,1.999,1.994,SwingLow,,0.757563,60,time_stop,0.8004,41-60
ATOM/USDT,5,2026-06-13 01:10:00+00:00,2.032,1.994,SwingLow,,0.812985,60,time_stop,-0.836614,41-60
ATOM/USDT,5,2026-06-14 00:45:00+00:00,1.925,1.921,SwingHigh,,0.770472,60,time_stop,0.311688,41-60
AUDIO/USDT,5,2026-06-06 21:10:00+00:00,0.01469,0.01214,SwingHigh,,0.970497,60,time_stop,-9.598366,41-60
AUDIO/USDT,5,2026-06-07 05:50:00+00:00,0.01682,0.01559,SwingHigh,,0.838863,60,time_stop,-0.178359,41-60
AUDIO/USDT,5,2026-06-12 19:35:00+00:00,0.01577,0.01575,SwingLow,,0.868531,60,time_stop,0.0,41-60
AUDIO/USDT,5,2026-06-13 09:20:00+00:00,0.01189,0.00989,SwingLow,,0.900878,60,time_stop,0.0,41-60
AVAX/USDT,5,2026-06-01 22:55:00+00:00,8.936,8.922,SwingHigh,SwingHigh,0.697942,2,bearish_break,-0.268577,1-2
AVAX/USDT,5,2026-06-03 06:30:00+00:00,8.321,8.274,SwingLow,SwingHigh,0.747254,22,bearish_break,-0.32448,21-40
AVAX/USDT,5,2026-06-03 08:30:00+00:00,8.32,8.29,SwingHigh,SwingHigh,0.728491,6,bearish_break,-0.168269,6-10
AVAX/USDT,5,2026-06-03 10:10:00+00:00,8.334,8.29,SwingHigh,SwingLow,0.726356,1,bearish_break,-0.215983,1-2
AVAX/USDT,5,2026-06-04 02:40:00+00:00,7.866,7.832,SwingLow,SwingHigh,0.73047,51,bearish_break,0.915332,41-60
AVAX/USDT,5,2026-06-04 18:25:00+00:00,7.807,7.789,SwingHigh,SwingHigh,0.723343,19,bearish_break,-0.627642,11-20
AVAX/USDT,5,2026-06-04 18:30:00+00:00,7.839,7.806,SwingHigh,SwingHigh,0.713231,18,bearish_break,-1.033295,11-20
AVAX/USDT,5,2026-06-04 21:05:00+00:00,7.758,7.749,SwingLow,SwingLow,0.776223,14,bearish_break,-1.62413,11-20
AVAX/USDT,5,2026-06-05 07:25:00+00:00,7.22,7.167,SwingLow,SwingHigh,0.736862,34,bearish_break,-0.734072,21-40
AVAX/USDT,5,2026-06-05 09:10:00+00:00,7.253,7.186,SwingLow,SwingHigh,0.808662,13,bearish_break,-1.185716,11-20
AVAX/USDT,5,2026-06-05 10:00:00+00:00,7.264,7.211,SwingHigh,SwingHigh,0.717525,3,bearish_break,-1.335352,3-5
AVAX/USDT,5,2026-06-05 10:20:00+00:00,7.181,7.167,SwingLow,SwingHigh,0.755752,5,bearish_break,0.111405,3-5
AVAX/USDT,5,2026-06-05 10:30:00+00:00,7.21,7.186,SwingLow,SwingHigh,0.749697,3,bearish_break,-0.291262,3-5
AVAX/USDT,5,2026-06-05 12:35:00+00:00,7.082,7.039,SwingLow,SwingLow,0.694266,8,bearish_break,0.720136,6-10
AVAX/USDT,5,2026-06-05 13:00:00+00:00,7.124,7.039,SwingLow,SwingLow,0.71013,3,bearish_break,0.126334,3-5
AVAX/USDT,5,2026-06-05 17:00:00+00:00,7.096,7.05,SwingLow,SwingLow,0.726075,2,bearish_break,-0.803269,1-2
AVAX/USDT,5,2026-06-06 00:00:00+00:00,6.819,6.71,SwingHigh,SwingHigh,0.701779,35,bearish_break,-2.317055,21-40
AVAX/USDT,5,2026-06-06 05:10:00+00:00,6.382,6.322,SwingLow,,0.690079,60,time_stop,3.885929,41-60
AVAX/USDT,5,2026-06-06 12:35:00+00:00,6.704,6.692,SwingLow,SwingHigh,0.7244,16,bearish_break,0.880072,11-20
AVAX/USDT,5,2026-06-06 14:10:00+00:00,6.831,6.796,SwingHigh,SwingLow,0.71397,4,bearish_break,-0.570927,3-5
AVAX/USDT,5,2026-06-06 19:10:00+00:00,6.663,6.635,SwingLow,SwingHigh,0.717946,6,bearish_break,-0.60033,6-10
AVAX/USDT,5,2026-06-06 22:35:00+00:00,6.625,6.613,SwingLow,SwingHigh,0.732929,28,bearish_break,0.558491,21-40
AVAX/USDT,5,2026-06-06 22:55:00+00:00,6.66,6.635,SwingLow,SwingHigh,0.719036,24,bearish_break,0.03003,21-40
