ticker,entry_price,peak_price,exit_price,exit_bar,peak_capture,gain_pct,total_bars
BAOS,2.6700000762939453,3.819999933242798,2.9000000953674316,12,20.00000414641059,8.614232677953122,133
BAOS,2.6700000762939453,3.819999933242798,2.9000000953674316,12,20.00000414641059,8.614232677953122,133
BAOS,2.6700000762939453,3.819999933242798,2.9000000953674316,12,20.00000414641059,8.614232677953122,133
CCTG,0.6150000095367432,4.5,0.46050000190734863,97,-3.9768341829769627,-25.121952070500562,378
BGI,0.6899999976158142,0.7099999785423279,0.70169997215271,6,58.49992847435806,1.695648489467125,9
AIOS,7.409999847412109,33.86989974975586,25.299999237060547,17,67.61174250724882,241.4304960599479,20
CLWT,1.2649999856948853,2.25,1.2400000095367432,18,-2.5380686086363924,-1.9762827225969646,189
CHNR,4.070000171661377,5.329999923706055,4.139999866485596,6,5.55553242852834,1.7198941491848838,11
BGI,0.6899999976158142,0.7099999785423279,0.70169997215271,6,58.49992847435806,1.695648489467125,9
CHNR,4.070000171661377,5.329999923706055,4.139999866485596,6,5.55553242852834,1.7198941491848838,11
CHNR,4.070000171661377,5.329999923706055,4.139999866485596,6,5.55553242852834,1.7198941491848838,11
BGI,0.6899999976158142,0.7099999785423279,0.70169997215271,6,58.49992847435806,1.695648489467125,9
CCTG,0.6150000095367432,4.5,0.46050000190734863,97,-3.9768341829769627,-25.121952070500562,378
BGI,0.6899999976158142,0.7099999785423279,0.70169997215271,6,58.49992847435806,1.695648489467125,9
BGMS,0.9950000047683716,2.240000009536743,0.9200000166893005,14,-6.024095404965445,-7.537687208004634,209
BTOG,2.049999952316284,2.2625999450683594,2.069999933242798,20,9.407329072601039,0.9756088483765962,78
APWC,1.382699966430664,2.26990008354187,1.5202000141143799,6,15.498199902342987,9.944315543643343,163
CCTG,0.6150000095367432,4.5,0.46050000190734863,97,-3.9768341829769627,-25.121952070500562,378
CIIT,1.440000057220459,3.4200000762939453,1.5405000448226929,16,5.075756900712631,6.979165528383565,245
ACCL,1.4019999504089355,2.1600000858306885,1.399999976158142,8,-0.26384879861276894,-0.14265152079428423,165
AHMA,1.0700000524520874,5.400000095367432,1.090000033378601,5,0.4618933193600592,1.86915700430858,573
BBGI,22.799999237060547,24.989999771118164,23.020000457763672,10,10.045715390557843,0.9649176669511517,457
BQ,0.7599999904632568,1.2999999523162842,0.7483999729156494,49,-2.1481515494559638,-1.5263181175221658,550
BGMS,0.9950000047683716,2.240000009536743,0.9200000166893005,14,-6.024095404965445,-7.537687208004634,209
BCG,1.9199999570846558,2.5,1.9199999570846558,17,0.0,0.0,99
