ticker,entry_price,peak_price,exit_price,exit_bar,peak_capture,gain_pct,total_bars
BAOS,2.6700000762939453,3.819999933242798,2.6600000858306885,4,-0.8695644962764197,-0.37453146732254694,133
BAOS,2.6700000762939453,3.819999933242798,2.6600000858306885,4,-0.8695644962764197,-0.37453146732254694,133
BAOS,2.6700000762939453,3.819999933242798,2.6600000858306885,4,-0.8695644962764197,-0.37453146732254694,133
CCTG,0.6150000095367432,4.5,0.6087999939918518,4,-0.1595885601058149,-1.0081325932924132,378
BGI,0.6899999976158142,0.7099999785423279,0.6899999976158142,4,0.0,0.0,9
AIOS,7.409999847412109,33.86989974975586,7.849999904632568,4,1.6628938841204193,5.937922621875977,20
CLWT,1.2649999856948853,2.25,1.215000033378601,4,-5.076137217272785,-3.952565445193929,189
CHNR,4.070000171661377,5.329999923706055,4.050000190734863,4,-1.5873003858975763,-0.4914000020385666,11
BGI,0.6899999976158142,0.7099999785423279,0.6899999976158142,4,0.0,0.0,9
CHNR,4.070000171661377,5.329999923706055,4.050000190734863,4,-1.5873003858975763,-0.4914000020385666,11
CHNR,4.070000171661377,5.329999923706055,4.050000190734863,4,-1.5873003858975763,-0.4914000020385666,11
BGI,0.6899999976158142,0.7099999785423279,0.6899999976158142,4,0.0,0.0,9
CCTG,0.6150000095367432,4.5,0.6087999939918518,4,-0.1595885601058149,-1.0081325932924132,378
BGI,0.6899999976158142,0.7099999785423279,0.6899999976158142,4,0.0,0.0,9
BGMS,0.9950000047683716,2.240000009536743,0.9751999974250793,4,-1.5903620295146879,-1.989950477226533,209
BTOG,2.049999952316284,2.2625999450683594,2.055000066757202,4,2.3518883402545003,0.24390802718157947,78
APWC,1.382699966430664,2.26990008354187,1.4700000286102295,4,9.839951606839431,6.313738648951006,163
CCTG,0.6150000095367432,4.5,0.6087999939918518,4,-0.1595885601058149,-1.0081325932924132,378
CIIT,1.440000057220459,3.4200000762939453,1.4700000286102295,4,1.5151500555948771,2.083331263727694,245
ACCL,1.4019999504089355,2.1600000858306885,1.3898999691009521,4,-1.5963033174461034,-0.8630514790285173,165
AHMA,1.0700000524520874,5.400000095367432,1.0750000476837158,4,0.1154733298400148,0.467289251077145,573
BBGI,22.799999237060547,24.989999771118164,21.770000457763672,4,-47.031896261162125,-4.517538656855087,457
BQ,0.7599999904632568,1.2999999523162842,0.7710009813308716,4,2.0372206749542148,1.4474988165340776,550
BGMS,0.9950000047683716,2.240000009536743,0.9751999974250793,4,-1.5903620295146879,-1.989950477226533,209
BCG,1.9199999570846558,2.5,1.9160000085830688,4,-0.6896462423487681,-0.20833065578087145,99
ACCL,1.4019999504089355,2.1600000858306885,1.3898999691009521,4,-1.5963033174461034,-0.8630514790285173,165
AIHS,1.2200000286102295,1.5399999618530271,1.2598999738693237,4,12.468735494647882,3.270487239622978,170
CHR,1.659999966621399,2.880000114440918,1.6399999856948853,4,-1.6393425002660222,-1.2048181523292238,363
APWC,1.382699966430664,2.26990008354187,1.4700000286102295,4,9.839951606839431,6.313738648951006,163
CIIT,1.440000057220459,3.4200000762939453,1.4700000286102295,4,1.5151500555948771,2.083331263727694,245
CCTG,0.6150000095367432,4.5,0.6087999939918518,4,-0.1595885601058149,-1.0081325932924132,378
