ticker,entry_price,known_peak,exit_price,exit_bar,peak_bar,exited_before_peak,peak_capture,gain_pct,total_fwd_bars
BAOS,2.6700000762939453,3.819999933242798,2.7300000190734863,1,56,True,5.217386977658518,2.2471888039352814,64
BAOS,2.6700000762939453,3.819999933242798,2.7300000190734863,1,56,True,5.217386977658518,2.2471888039352814,64
BAOS,2.6700000762939453,3.819999933242798,2.7300000190734863,1,56,True,5.217386977658518,2.2471888039352814,64
CCTG,0.6150000095367432,4.5,0.6200000047683716,40,51,True,0.1287000062780491,0.8130073421291051,64
BGI,0.6899999976158142,0.7099999785423279,0.699999988079071,1,35,True,50.0,1.449273985189887,64
AIOS,7.409999847412109,33.86989974975586,7.789999961853027,1,20,True,1.4361358729375182,5.1282067782178204,64
CLWT,1.2649999856948853,2.25,1.2200000286102295,63,46,False,-4.568523495545506,-3.557308900674536,64
CHNR,4.070000171661377,5.329999923706055,4.079999923706055,1,11,True,0.7936312708356119,0.2456941430691839,64
BGI,0.6899999976158142,0.7099999785423279,0.699999988079071,1,35,True,50.0,1.449273985189887,64
CHNR,4.070000171661377,5.329999923706055,4.079999923706055,1,11,True,0.7936312708356119,0.2456941430691839,64
CHNR,4.070000171661377,5.329999923706055,4.079999923706055,1,11,True,0.7936312708356119,0.2456941430691839,64
BGI,0.6899999976158142,0.7099999785423279,0.699999988079071,1,35,True,50.0,1.449273985189887,64
CCTG,0.6150000095367432,4.5,0.6200000047683716,40,51,True,0.1287000062780491,0.8130073421291051,64
BGI,0.6899999976158142,0.7099999785423279,0.699999988079071,1,35,True,50.0,1.449273985189887,64
BGMS,0.9950000047683716,2.240000009536743,1.0199999809265137,27,27,True,2.008030205814598,2.512560405862701,64
BTOG,2.049999952316284,2.2625999450683594,2.049999952316284,6,49,True,0.0,0.0,64
APWC,1.382699966430664,2.26990008354187,1.5199999809265137,1,9,True,15.475653333197176,9.929848689465096,64
CCTG,0.6150000095367432,4.5,0.6200000047683716,40,51,True,0.1287000062780491,0.8130073421291051,64
CIIT,1.440000057220459,3.4200000762939453,1.4800000190734863,1,16,True,2.020200074126503,2.7777750183035925,64
ACCL,1.4019999504089355,2.1600000858306885,1.409999966621399,1,42,True,1.0554109212674683,0.5706145859798306,64
AHMA,1.0700000524520874,5.400000095367432,1.090000033378601,5,53,True,0.4618933193600592,1.86915700430858,64
BBGI,22.799999237060547,24.989999771118164,23.535900115966797,11,20,True,33.60277166429627,3.2276355418033114,64
BQ,0.7599999904632568,1.2999999523162842,0.7655500173568726,1,3,True,1.0277828306821775,0.7302667056920241,64
BGMS,0.9950000047683716,2.240000009536743,1.0199999809265137,27,27,True,2.008030205814598,2.512560405862701,64
BCG,1.9199999570846558,2.5,1.9500000476837158,1,44,True,5.172429030912816,1.5625047536257475,64
ACCL,1.4019999504089355,2.1600000858306885,1.409999966621399,1,42,True,1.0554109212674683,0.5706145859798306,64
AIHS,1.2200000286102295,1.5399999618530271,1.2649999856948853,1,8,True,14.06248952261886,3.688520986013233,64
CHR,1.659999966621399,2.880000114440918,1.6699999570846558,1,36,True,0.8196712501330111,0.6024090761646119,64
APWC,1.382699966430664,2.26990008354187,1.5199999809265137,1,9,True,15.475653333197176,9.929848689465096,64
CIIT,1.440000057220459,3.4200000762939453,1.4800000190734863,1,16,True,2.020200074126503,2.7777750183035925,64
CCTG,0.6150000095367432,4.5,0.6200000047683716,40,51,True,0.1287000062780491,0.8130073421291051,64
CCTG,0.6150000095367432,4.5,0.6200000047683716,40,51,True,0.1287000062780491,0.8130073421291051,64
BQ,0.7599999904632568,1.2999999523162842,0.7655500173568726,1,3,True,1.0277828306821775,0.7302667056920241,64
CCTG,0.6150000095367432,4.5,0.6200000047683716,40,51,True,0.1287000062780491,0.8130073421291051,64
AGMH,0.8615000247955322,1.4500000476837158,0.8748999834060669,2,62,True,2.2769682394864903,1.555421732427112,64
BYAH,1.1100000143051147,6.489999771118164,1.149999976158142,24,53,True,0.743493748347716,3.603600120498037,64
AIOS,7.409999847412109,33.86989974975586,7.789999961853027,1,20,True,1.4361358729375182,5.1282067782178204,64
AXIL,6.769999980926514,7.25,6.834799766540527,1,13,True,13.49995479981284,0.9571607946318702,64
BENF,3.434799909591675,3.869999885559082,3.450000047683716,63,62,False,3.4926789824040285,0.44253343694328884,64
AMBO,2.299999952316284,2.880000114440918,2.3299999237060547,6,25,True,5.172407414486884,1.3043466092057148,64
CETX,10.850000381469727,11.549999237060549,10.89900016784668,1,21,True,6.999980926482471,0.4516109184718359,64
BENF,3.434799909591675,3.869999885559082,3.450000047683716,63,62,False,3.4926789824040285,0.44253343694328884,64
BELFA,237.4949951171875,276.2049865722656,237.19500732421875,1,63,True,-0.7749621782192267,-0.12631331149556502,64
AZI,1.3600000143051147,6.989999771118164,1.3788000345230103,1,3,True,0.33392577317867517,1.3823544132461856,64
CIIT,1.440000057220459,3.4200000762939453,1.4800000190734863,1,16,True,2.020200074126503,2.7777750183035925,64
CHR,1.659999966621399,2.880000114440918,1.6699999570846558,1,36,True,0.8196712501330111,0.6024090761646119,64
BKTI,94.52999877929688,97.80999755859376,96.31999969482422,53,55,True,54.57321895440016,1.893579751023306,64
