ticker,entry_price,known_peak,window_peak,exit_price,exit_bar,peak_bar,exited_before_peak,peak_capture,gain_pct,total_fwd_bars
BAOS,2.6700000762939453,3.819999933242798,3.069999933242798,2.8399999141693115,15,56,True,14.782596436699134,6.367034944483298,64
BAOS,2.6700000762939453,3.819999933242798,3.069999933242798,2.8399999141693115,15,56,True,14.782596436699134,6.367034944483298,64
BAOS,2.6700000762939453,3.819999933242798,3.069999933242798,2.8399999141693115,15,56,True,14.782596436699134,6.367034944483298,64
CCTG,0.6150000095367432,4.5,0.6478000283241272,0.5985000133514404,15,51,True,-0.42471032756258087,-2.682926167388448,64
BGI,0.6899999976158142,0.7099999785423279,0.7099999785423279,0.7099000215530396,15,35,True,99.50021457692583,2.8840614501430037,64
AIOS,7.409999847412109,33.86989974975586,33.86989974975586,9.15999984741211,15,20,True,6.61378163356162,23.61673462936946,64
CLWT,1.2649999856948853,2.25,1.335800051689148,1.1500999927520752,15,46,True,-11.664973733413419,-9.083003497402698,64
CHNR,4.070000171661377,5.329999923706055,5.329999923706055,4.130000114440918,15,11,False,4.761901157692729,1.4742000061157,64
BGI,0.6899999976158142,0.7099999785423279,0.7099999785423279,0.7099000215530396,15,35,True,99.50021457692583,2.8840614501430037,64
CHNR,4.070000171661377,5.329999923706055,5.329999923706055,4.130000114440918,15,11,False,4.761901157692729,1.4742000061157,64
CHNR,4.070000171661377,5.329999923706055,5.329999923706055,4.130000114440918,15,11,False,4.761901157692729,1.4742000061157,64
BGI,0.6899999976158142,0.7099999785423279,0.7099999785423279,0.7099000215530396,15,35,True,99.50021457692583,2.8840614501430037,64
CCTG,0.6150000095367432,4.5,0.6478000283241272,0.5985000133514404,15,51,True,-0.42471032756258087,-2.682926167388448,64
BGI,0.6899999976158142,0.7099999785423279,0.7099999785423279,0.7099000215530396,15,35,True,99.50021457692583,2.8840614501430037,64
BGMS,0.9950000047683716,2.240000009536743,1.149999976158142,0.9348000288009644,15,27,True,-4.835339416613676,-6.050248811950641,64
BTOG,2.049999952316284,2.2625999450683594,2.180000066757202,1.9609999656677246,15,49,True,-41.86264801633717,-4.341462864328312,64
APWC,1.382699966430664,2.26990008354187,1.6399999856948853,1.5299999713897705,15,9,False,16.602793678468725,10.653070697567914,64
CCTG,0.6150000095367432,4.5,0.6478000283241272,0.5985000133514404,15,51,True,-0.42471032756258087,-2.682926167388448,64
CIIT,1.440000057220459,3.4200000762939453,1.600000023841858,1.5,15,16,True,3.0303001111897543,4.166662527455388,64
ACCL,1.4019999504089355,2.1600000858306885,1.5449999570846558,1.475000023841858,15,42,True,9.630614827305402,5.206852782814271,64
AHMA,1.0700000524520874,5.400000095367432,1.179900050163269,1.059999942779541,15,53,True,-0.23094941278137762,-0.934589643208842,64
BBGI,22.799999237060547,24.989999771118164,23.947999954223633,22.55500030517578,15,20,True,-11.187163111363876,-1.0745567547499257,64
BQ,0.7599999904632568,1.2999999523162842,0.7955999970436096,0.7605000138282776,15,3,False,0.09259692598956962,0.065792548854634,64
BGMS,0.9950000047683716,2.240000009536743,1.149999976158142,0.9348000288009644,15,27,True,-4.835339416613676,-6.050248811950641,64
BCG,1.9199999570846558,2.5,2.0899999141693115,1.8899999856948853,15,44,True,-5.172408477588553,-1.5624985448084445,64
ACCL,1.4019999504089355,2.1600000858306885,1.5449999570846558,1.475000023841858,15,42,True,9.630614827305402,5.206852782814271,64
AIHS,1.2200000286102295,1.5399999618530271,1.2776000499725342,1.2000000476837158,15,8,False,-6.24999534338616,-1.6393426604503258,64
CHR,1.659999966621399,2.880000114440918,1.9599000215530396,1.6201000213623047,15,36,True,-3.2704869200554265,-2.4036112085172308,64
