ticker,entry_time,exit_time,entry_price,exit_price,peak_price,pnl,pnl_pct,peak_capture,vpin_at_entry,exit_reason,status
AIRE,2026-04-30 19:45:00+00:00,,3.059999942779541,3.3125,3.4800000190734863,0.252500057220459,8.251636011179182,60.119050322205624,0.7683366517250307,momentum_reversal,completed
BELFA,2026-04-30 19:45:00+00:00,,244.2899932861328,252.8300018310547,276.2049865722656,8.540008544921875,3.4958486960696358,26.75860987453988,0.43688646548762716,volume_divergence,completed
CABO,2026-04-30 19:45:00+00:00,,91.62999725341797,75.05000305175781,95.00250244140625,-16.579994201660156,-18.094504745869884,-491.6224965557493,0.5576912241810619,momentum_reversal,completed
APWC,2026-04-30 19:45:00+00:00,,1.5299999713897705,,,,,,0.250000099340972,,low_vpin
BDSX,2026-04-30 19:45:00+00:00,,11.083000183105469,11.34000015258789,18.219999313354492,0.2569999694824219,2.318866419168552,3.600952792514277,0.6430683847904513,volume_divergence,completed
CHSN,2026-04-30 19:45:00+00:00,,2.8299999237060547,3.2900002002716064,3.3500001430511475,0.46000027656555176,16.25442717196804,88.46155433259104,0.562505632140616,momentum_divergence,completed
BNAI,2026-05-01 18:45:00+00:00,,27.899999618530273,27.309999465942383,30.899900436401367,-0.5900001525878906,-2.1146959163255032,-19.667321968550596,0.6488961812397545,momentum_reversal,completed
CABO,2026-05-04 14:30:00+00:00,,72.0,74.29000091552734,74.6500015258789,2.2900009155273438,3.1805568271213107,86.4150791297313,0.6048226784088143,volume_divergence,completed
ACXP,2026-05-01 19:45:00+00:00,,2.1449999809265137,2.170099973678589,2.2200000286102295,0.025099992752075195,1.1701628426697457,33.466635725252964,0.7145123992725535,momentum_reversal,completed
CHSN,2026-05-01 19:45:00+00:00,,2.930000066757202,2.9700000286102295,3.0999999046325684,0.039999961853027344,1.3651863802616762,23.52941176470588,0.4846992344959542,momentum_reversal,completed
BDSX,2026-05-04 16:30:00+00:00,,11.279999732971191,11.444999694824219,18.219999313354492,0.16499996185302734,1.462765653892137,2.3775212079179155,0.6925770387121175,momentum_reversal,completed
BARK,2026-05-04 16:45:00+00:00,,9.305000305175781,9.380000114440918,10.710000038146973,0.07499980926513672,0.806016193502101,5.3380657309117465,0.4483354869399113,volume_divergence,completed
BDSX,2026-05-05 14:30:00+00:00,,14.720000267028809,14.425000190734863,18.219999313354492,-0.2950000762939453,-2.0040765689027413,-8.428575905003113,0.6809316792738994,momentum_reversal,completed
BODI,2026-05-04 19:45:00+00:00,,13.5,14.229900360107422,15.260000228881836,0.7299003601074219,5.406669334129051,41.471605976502765,0.623195621724259,volume_divergence,completed
CHSN,2026-05-04 19:45:00+00:00,,2.990000009536743,2.0799999237060547,3.0399999618530273,-0.9100000858306885,-30.434785382214084,-1820.0019073504518,0.5306645213021992,momentum_reversal,completed
BIYA,2026-05-04 19:45:00+00:00,,1.149899959564209,1.6299999952316284,2.0,0.48010003566741943,41.75146121836273,56.47571024950232,0.6940384054836295,momentum_reversal,completed
CHSN,2026-05-04 19:45:00+00:00,,2.990000009536743,2.0799999237060547,3.0399999618530273,-0.9100000858306885,-30.434785382214084,-1820.0019073504518,0.5306645213021992,momentum_reversal,completed
ADV,2026-05-05 19:45:00+00:00,,38.04999923706055,39.380001068115234,45.625,1.3300018310546875,3.4954056707556282,17.557778179530967,0.587214737972283,volume_divergence,completed
BNZI,2026-05-05 19:45:00+00:00,,5.644000053405762,4.375999927520752,8.175000190734863,-1.2680001258850098,-22.466337949799627,-50.098777443097944,0.518011861113844,momentum_reversal,completed
CHSN,2026-05-05 19:45:00+00:00,,2.180000066757202,1.6399999856948853,2.200000047683716,-0.5400000810623169,-24.770645161748956,-2700.002980235081,0.5275213186271656,momentum_reversal,completed
ADV,2026-05-06 17:15:00+00:00,,40.720001220703125,41.63999938964844,45.625,0.9199981689453125,2.25932745914939,18.756338387452015,0.6194144420160825,momentum_divergence,completed
ASBP,2026-05-06 19:45:00+00:00,,0.19050000607967377,0.21770000457763672,7.050000190734863,0.02719999849796295,14.278213978947047,0.39653032678400935,0.6518907580563503,momentum_reversal,completed
ASBP,2026-05-06 19:45:00+00:00,,0.19050000607967377,0.21770000457763672,7.050000190734863,0.02719999849796295,14.278213978947047,0.39653032678400935,0.6518907580563503,momentum_reversal,completed
BJDX,2026-05-07 16:30:00+00:00,,1.7100000381469727,,,,,,0.35538299419570973,,low_vpin
BBGI,2026-05-07 16:30:00+00:00,,16.774999618530273,16.860000610351562,24.989999771118164,0.08500099182128906,0.5067123323650862,1.034704689500365,0.52466300238052,momentum_reversal,completed
AQMS,2026-05-07 16:45:00+00:00,,5.130000114440918,5.150000095367432,5.289999961853027,0.019999980926513672,0.38986316725829795,12.5,0.7676242976159255,momentum_reversal,completed
