ticker,entry_price,known_peak,exit_price,exit_bar,peak_bar,exited_before_peak,peak_capture,gain_pct,total_fwd_bars
ACXP,2.0,2.2999000549316406,1.9900000095367432,23,61,True,-3.334441024205961,-0.4999995231628418,64
CABO,100.99500274658203,104.5500030517578,103.01000213623047,6,4,False,56.680709329751,1.9951476160701733,64
AMCI,6.920000076293945,7.21999979019165,6.889999866485596,27,9,False,-10.000079472935491,-0.43352903869354337,64
BIYA,0.7570000290870667,2.380000114440918,1.378999948501587,16,45,True,38.32408420846817,82.16643269679197,64
BBGI,22.540000915527344,24.989999771118164,20.70009994506836,12,0,False,-75.09803387297053,-8.162825624339325,64
ACXP,2.049999952316284,2.2200000286102295,2.240000009536743,33,31,False,111.7646893828047,9.268295689752524,64
APWC,1.5800000429153442,2.26990008354187,1.5399999618530273,20,0,False,-5.797953139123056,-2.5316506313829312,64
BELFA,227.5,276.2049865722656,224.61000061035156,15,48,True,-5.9336827562007946,-1.2703294020432692,64
BKTI,91.22000122070312,97.80999755859376,96.5199966430664,21,17,False,80.42486142048043,5.810124261608104,64
BIYA,1.8849999904632568,2.0,1.9908000230789185,7,1,False,92.00002073204864,5.612733854160935,64
ALGS,6.050000190734863,6.849999904632568,6.010000228881836,7,51,True,-4.999997019766695,-0.6611563734210189,64
AHMA,1.1309000253677368,5.400000095367432,1.1328999996185303,3,30,True,0.04684767791806764,0.17684801537988487,64
CABO,92.63999938964844,95.55999755859376,74.5,12,10,False,-621.2332453687949,-19.581173908854097,64
AHMA,1.1309000253677368,5.400000095367432,1.1328999996185303,3,30,True,0.04684767791806764,0.17684801537988487,64
BIYA,2.0,2.140000104904175,1.9600000381469727,12,10,False,-28.571379914612155,-1.9999980926513672,64
CLWT,1.2000000476837158,2.25,1.1200000047683716,10,43,True,-7.61905205222775,-6.666669978035689,64
BESS,2.509999990463257,6.199999809265137,2.5850000381469727,10,3,False,2.032521717252221,2.988049719867667,64
BELFA,244.2899932861328,276.2049865722656,255.3800048828125,22,29,True,34.74859448426812,4.539691310110333,64
APWC,1.5299999713897705,2.26990008354187,1.5399999618530273,10,8,False,1.3515324972948728,0.653594160147165,64
BDSX,11.083000183105469,18.219999313354492,11.220000267028809,5,54,True,1.9195754605417705,1.2361281391312968,64
BNAI,27.899999618530273,30.899900436401367,26.881999969482422,3,1,False,-33.934443531712624,-3.6487443117086253,64
CABO,72.0,74.6500015258789,71.0,5,3,False,-37.73582732818757,-1.3888888888888888,64
ACXP,2.1449999809265137,2.190000057220459,2.1500000953674316,3,1,False,11.111346585851736,0.2331055704139547,64
BDSX,11.279999732971191,18.219999313354492,11.670000076293945,7,57,True,5.619601828581292,3.457449933999479,64
BARK,9.305000305175781,10.710000038146973,9.130000114440918,18,57,True,-12.455531956919707,-1.8807112842062108,64
BDSX,14.720000267028809,18.219999313354492,14.574999809265137,18,44,True,-4.1428713506620545,-0.9850574397641625,64
BODI,13.5,13.510000228881836,14.850000381469727,16,18,True,13499.69483120351,10.000002825701678,64
BIYA,1.149899959564209,2.0,1.6098999977111816,3,1,False,54.11128293925977,40.00348328747696,64
ADV,38.04999923706055,43.5,40.345001220703125,7,35,True,42.1101222452815,6.031542784913529,64
BNZI,5.644000053405762,8.175000190734863,4.343999862670898,8,43,True,-51.363102338932286,-23.033312870902677,64
ADV,40.720001220703125,45.625,43.650001525878906,18,25,True,59.734985410043116,7.195481869696241,64
ASBP,0.19050000607967377,6.980000019073486,0.15070000290870667,3,45,True,-0.5861993238794825,-20.892389449227284,64
ASBP,0.19050000607967377,6.980000019073486,0.15070000290870667,3,45,True,-0.5861993238794825,-20.892389449227284,64
BJDX,1.7100000381469727,6.20989990234375,1.7599999904632568,6,2,False,1.1111347768892867,2.9239737544372346,64
BBGI,16.774999618530273,24.989999771118164,17.0,6,18,True,2.738896862939764,1.341283973688935,64
AQMS,5.130000114440918,5.210000038146973,4.889999866485596,9,0,False,-300.0005960470162,-4.678367302170678,64
CCHH,0.4699000120162964,0.8799999952316284,0.4350999891757965,5,0,False,-8.485741103341466,-7.405835699211047,64
BH,301.7900085449219,348.6600036621094,303.3900146484375,9,12,True,3.4137108389176967,0.5301719931783169,64
AIMD,1.7000000476837158,3.8798999786376953,1.7100000381469727,5,2,False,0.45873621634001277,0.5882347166332156,64
ADIL,1.440000057220459,5.159999847412109,1.3700000047683716,14,3,False,-1.8817219462391712,-4.861114560453843,64
AMBO,2.2300000190734863,2.880000114440918,2.2899999618530273,22,47,True,9.230759073292795,2.690580370688499,64
AIFA,3.697199821472168,3.698400020599365,3.3899998664855957,12,0,False,-25595.748907438952,-8.308989771189863,64
BODI,12.279999732971191,13.920000076293944,13.240099906921387,18,14,False,58.54268127803968,7.818405495338683,64
BELFA,266.54998779296875,273.7550048828125,265.510009765625,4,9,True,-14.43408134048303,-0.39016247419658795,64
BNZI,4.815000057220459,8.175000190734863,5.079999923706055,24,47,True,7.886900474864509,5.503631637308254,64
BBGI,16.18000030517578,24.989999771118164,16.055999755859375,18,3,False,-1.4074978074149318,-0.7663816253250627,64
ASTC,2.700000047683716,68.8499984741211,2.674999952316284,14,24,True,-0.03779304000321813,-0.9259294417005213,64
BODI,12.920000076293945,13.510000228881836,11.369999885559082,21,3,False,-262.71182879125854,-11.996905430200858,64
BELFA,268.7099914550781,273.7550048828125,244.4499969482422,7,0,False,-480.87076187883736,-9.028318737039456,64
APWC,1.4500000476837158,2.26990008354187,1.3799999952316284,5,10,True,-8.537632563806556,-4.8275896655250525,64
BARK,9.350000381469727,10.710000038146973,8.975000381469727,17,0,False,-27.5735363725165,-4.010695023533825,64
ARTL,2.319999933242798,2.4226999282836914,2.0590999126434326,12,7,False,-254.04092813780457,-11.245690866666976,64
BGMS,1.0199999809265137,2.240000009536743,1.0199999809265137,7,5,False,0.0,0.0,64
ANNA,3.630000114440918,3.838399887084961,3.6700000762939453,17,13,False,19.19386060048599,1.1019272890350313,64
