Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Session,TradeDate,CumPV,CumVol,VWAP,EMA_fast,EMA_slow
2026-04-29 04:10:00-04:00,0.9201,0.93,0.9201,0.93,0,0.0,0.0,premarket,2026-04-29,0.0,0,,0.93,0.93
2026-04-29 04:15:00-04:00,0.8207,0.8207,0.8207,0.8207,0,0.0,0.0,premarket,2026-04-29,0.0,0,,0.9081400000000001,0.9195904761904762
2026-04-29 06:35:00-04:00,0.8348,0.8348,0.8348,0.8348,0,0.0,0.0,premarket,2026-04-29,0.0,0,,0.893472,0.9115151927437641
2026-04-29 09:20:00-04:00,0.8799,0.8799,0.85,0.8501,0,0.0,0.0,premarket,2026-04-29,0.0,0,,0.8847976000000001,0.9056661267681675
2026-04-29 09:25:00-04:00,0.85,0.85,0.85,0.85,0,0.0,0.0,premarket,2026-04-29,0.0,0,,0.8778380800000001,0.9003645908854848
2026-04-29 09:30:00-04:00,0.8399999737739563,0.8399999737739563,0.8399999737739563,0.8399999737739563,4799,0.0,0.0,regular,2026-04-29,4031.1598741412163,4799,0.8399999737739563,0.8702704587547914,0.8946155797320059
2026-04-29 09:55:00-04:00,0.8550000190734863,0.8799999952316284,0.8550000190734863,0.8550000190734863,4553,0.0,0.0,regular,2026-04-29,7961.916591465473,9352,0.8513597723979334,0.8672163708185304,0.8908426691930993
2026-04-29 10:00:00-04:00,0.8500000238418579,0.8500000238418579,0.8450000286102295,0.8450000286102295,7243,0.0,0.0,regular,2026-04-29,14094.323453843594,16595,0.8493114464503522,0.8627731023768703,0.8864767034233022
2026-04-29 11:50:00-04:00,0.8101000189781189,0.8101000189781189,0.8101000189781189,0.8101000189781189,254,0.0,0.0,regular,2026-04-29,14300.088858664036,16849,0.848720331097634,0.8522384856971201,0.8792027334761419
2026-04-29 12:00:00-04:00,0.8149999976158142,0.8149999976158142,0.8149999976158142,0.8149999976158142,2127,0.0,0.0,regular,2026-04-29,16033.593853592873,18976,0.8449406541733175,0.844790788080859,0.8730881872037297
2026-04-29 12:05:00-04:00,0.8999999761581421,0.8999999761581421,0.848800003528595,0.8737000226974487,7714,0.0,0.0,regular,2026-04-29,22776.915526390076,26690,0.8533876180738132,0.8505726350041769,0.8731464572507506
2026-04-29 12:10:00-04:00,0.8309000134468079,0.8309000134468079,0.8309000134468079,0.8309000134468079,6177,0.0,0.0,regular,2026-04-29,27909.384909451008,32867,0.8491613140673322,0.8466381106927031,0.8691229864122798
2026-04-29 16:00:00-04:00,0.81,0.81,0.81,0.81,18672,0.0,0.0,afterhours,2026-04-29,43033.70490945101,51539,0.8349736104590894,0.8393104885541626,0.8634922258015865
2026-04-29 16:55:00-04:00,0.8309,0.8737,0.8309,0.8687,0,0.0,0.0,afterhours,2026-04-29,43033.70490945101,51539,0.8349736104590894,0.8451883908433301,0.8639882042966734
