Group,Ticker,EventDate,EventGainPct,AvgVPIN_Pre,MaxVPIN_Pre,VPINSlope_Pre,VPIN_AtEvent,HasStealthSpikePre,StealthSpikeCount,DaysFromFirstSpikeToEvent,OBVChangeSinceSpike_NormByVol,PriceChangeSinceSpike_Pct
LOW_SF,ATGL,2024-12-26,28.63,0.424,0.487,0.00275,0.609,False,0,,,
LOW_SF,ATGL,2025-02-11,46.06,0.437,0.516,0.02352,0.681,False,0,,,
LOW_SF,ATGL,2025-02-19,28.87,0.572,0.681,0.02053,0.85,False,0,,,
LOW_SF,ATGL,2025-03-07,24.31,0.775,0.862,-0.03135,0.567,False,0,,,
LOW_SF,ATGL,2025-08-20,51.49,0.688,0.773,-0.006,0.975,False,0,,,
LOW_SF,ATGL,2025-11-17,139.84,0.594,0.834,0.01938,0.998,False,0,,,
LOW_SF,ATGL,2026-01-09,46.96,0.51,0.554,0.00105,0.986,False,0,,,
LOW_SF,ATGL,2026-01-26,25.66,0.934,0.986,-0.00915,0.517,False,0,,,
LOW_SF,CDTG,2024-11-07,32.13,0.559,0.736,-0.03113,0.757,False,0,,,
LOW_SF,CDTG,2025-03-19,21.25,0.634,0.749,-0.01704,0.61,True,1,7.0,1.439,19.4
LOW_SF,CDTG,2025-06-11,22.7,0.372,0.469,0.02361,0.75,False,0,,,
LOW_SF,CDTG,2025-06-13,53.68,0.487,0.849,0.04336,0.963,False,0,,,
LOW_SF,CDTG,2025-09-09,88.41,0.506,0.766,0.0448,0.995,True,1,3.0,-2.199,-9.51
LOW_SF,CDTG,2025-11-07,29.14,0.692,0.796,-0.01889,0.674,False,0,,,
LOW_SF,CDTG,2025-12-01,22.05,0.526,0.647,-0.02514,0.435,True,1,6.0,-1.382,-7.14
LOW_SF,CDTG,2026-03-04,32.08,0.528,0.683,0.0079,0.991,False,0,,,
LOW_SF,CDTG,2026-03-05,40.38,0.576,0.991,0.03174,0.993,False,0,,,
LOW_SF,CDTG,2026-05-27,24.57,0.834,0.889,-0.01018,0.809,False,0,,,
LOW_SF,CDTG,2026-06-08,26.1,0.852,0.973,0.01469,0.954,False,0,,,
LOW_SF,SLGL,2024-12-23,284.62,0.278,0.37,0.01666,0.985,True,1,9.0,-2.212,-15.88
LOW_SF,SLGL,2024-12-26,24.49,0.419,0.985,0.07671,0.888,False,0,,,
LOW_SF,SLGL,2025-01-07,40.0,0.828,0.985,0.0164,0.801,False,0,,,
LOW_SF,SLGL,2025-05-06,73.3,0.84,0.883,-0.01629,0.926,False,0,,,
LOW_SF,SLGL,2025-08-21,40.22,0.523,0.575,0.0064,0.713,True,1,1.0,0.0,0.0
LOW_SF,SLGL,2025-10-06,23.28,0.462,0.535,0.00867,0.677,False,0,,,
LOW_SF,SLGL,2026-03-24,20.86,0.563,0.643,0.01377,0.721,False,0,,,
LOW_SF,BBGI,2025-10-22,21.64,0.414,0.635,-0.01981,0.683,False,0,,,
LOW_SF,BBGI,2025-12-10,312.1,0.444,0.729,0.04773,0.999,False,0,,,
LOW_SF,BBGI,2026-04-08,80.57,0.63,0.674,0.00398,0.998,True,2,9.0,-2.051,-15.14
LOW_SF,BBGI,2026-04-09,94.36,0.678,0.998,0.01611,0.999,True,2,10.0,9.946,53.24
LOW_SF,BBGI,2026-04-14,41.83,0.773,0.999,0.0453,0.939,False,0,,,
LOW_SF,BBGI,2026-04-17,53.64,0.858,0.999,0.03728,0.932,False,0,,,
LOW_SF,BBGI,2026-06-02,25.34,0.36,0.394,0.00125,0.553,False,0,,,
LOW_SF,RGNT,2026-05-20,22.25,0.707,0.742,-0.00514,0.923,True,1,10.0,-6.059,-21.31
LOW_SF,RGNT,2026-06-09,88.28,0.704,0.857,-0.03475,0.928,True,2,8.0,-9.846,-35.35
LOW_SF,RGNT,2026-06-15,526.67,0.753,0.928,0.02447,0.956,True,1,5.0,8.394,17.19
LOW_SF,RGNT,2026-07-01,29.46,0.847,0.939,-0.04234,0.107,False,0,,,
LOW_SF,LHSW,2025-05-29,23.56,0.564,0.7,0.0322,0.752,False,0,,,
LOW_SF,LHSW,2025-06-25,26.67,0.274,0.417,-0.00608,0.487,False,0,,,
LOW_SF,LHSW,2026-01-05,53.56,0.452,0.62,-0.02773,0.992,False,0,,,
LOW_SF,LHSW,2026-02-12,26.04,0.522,0.693,0.00052,0.755,True,2,3.0,2.607,-67.35
LOW_SF,LHSW,2026-03-10,22.09,0.52,0.802,-0.04601,0.633,False,0,,,
LOW_SF,LHSW,2026-04-22,38.27,0.32,0.388,0.00612,0.759,True,2,9.0,-2.562,4.81
LOW_SF,LHSW,2026-07-06,277.78,0.465,0.671,-0.03243,0.921,True,3,8.0,3.609,-7.69
LOW_SF,PAPL,2025-03-27,20.44,0.735,0.836,0.02596,0.879,False,0,,,
LOW_SF,PAPL,2025-05-19,30.43,0.684,0.907,-0.02564,0.43,True,2,10.0,-6.324,-81.89
LOW_SF,PAPL,2025-05-20,66.67,0.636,0.696,-0.02461,0.702,True,1,10.0,-1.522,-75.81
LOW_SF,PAPL,2025-05-21,40.0,0.638,0.702,-0.01738,0.701,False,0,,,
LOW_SF,PAPL,2025-06-04,32.69,0.679,0.783,-0.01599,0.519,False,0,,,
LOW_SF,PAPL,2025-06-25,26.98,0.241,0.339,-0.02806,0.683,False,0,,,
LOW_SF,PAPL,2025-07-17,52.5,0.6,0.716,-0.038,0.858,True,1,2.0,1.967,5.26
LOW_SF,PAPL,2025-07-23,70.0,0.595,0.858,0.00513,0.975,True,2,6.0,9.792,84.21
LOW_SF,PAPL,2025-07-31,73.06,0.858,0.975,0.03037,0.978,True,1,7.0,8.861,-15.14
LOW_SF,PAPL,2025-08-08,73.76,0.968,0.98,0.00079,0.977,False,0,,,
LOW_SF,PAPL,2025-09-05,57.97,0.277,0.94,-0.0283,0.976,False,0,,,
LOW_SF,PAPL,2026-01-08,56.64,0.609,0.836,0.04592,0.916,False,0,,,
LOW_SF,PAPL,2026-01-21,45.36,0.877,0.916,0.00945,0.947,False,0,,,
LOW_SF,PAPL,2026-04-23,45.0,0.619,0.705,-0.00626,0.946,True,1,1.0,0.0,0.0
LOW_SF,PAPL,2026-04-27,50.0,0.688,0.946,0.02042,0.936,True,1,3.0,9.198,53.33
LOW_SF,PAPL,2026-04-29,28.15,0.746,0.946,0.03719,0.928,True,1,5.0,9.103,125.0
LOW_SF,PAPL,2026-07-22,31.58,0.483,0.7,-0.00736,0.725,True,1,2.0,-4.205,-13.44
LOW_SF,CSPI,2024-11-22,21.07,0.539,0.745,0.0129,0.834,True,1,1.0,0.0,0.0
