symbol,date,direction,psi,entry,exit,bars_held,exhausted,ret_pct,relvol,psi_bin,rv_bin
BTC/USDT,2024-06-15 05:41:00,LONG,0.7307,66280.1,66298.1,2,True,0.0272,0.0061,.70-.80,
BTC/USDT,2024-06-15 05:42:00,LONG,0.7108,66280.0,66298.1,1,True,0.0273,0.0061,.70-.80,
BTC/USDT,2024-06-15 05:45:00,LONG,0.71,66309.8,66312.1,1,True,0.0035,0.6575,.70-.80,
BTC/USDT,2024-06-15 05:47:00,LONG,0.7214,66293.8,66273.1,2,True,-0.0312,1.1744,.70-.80,1-1.5x
BTC/USDT,2024-06-15 05:48:00,LONG,0.7381,66299.0,66273.1,1,True,-0.0391,0.3388,.70-.80,
BTC/USDT,2024-06-15 05:53:00,LONG,0.7149,66246.0,66224.8,1,True,-0.032,0.3411,.70-.80,
BTC/USDT,2024-06-15 05:56:00,LONG,0.7326,66221.8,66229.7,1,True,0.0119,0.715,.70-.80,
BTC/USDT,2024-06-15 05:59:00,LONG,0.7047,66231.5,66248.7,1,True,0.026,0.0468,.70-.80,
BTC/USDT,2024-06-15 06:01:00,LONG,0.7303,66266.3,66311.5,4,True,0.0682,1.2712,.70-.80,1-1.5x
BTC/USDT,2024-06-15 06:02:00,LONG,0.709,66282.7,66311.5,3,True,0.0435,1.1415,.70-.80,1-1.5x
BTC/USDT,2024-06-15 06:03:00,LONG,0.7297,66285.7,66311.5,2,True,0.0389,0.218,.70-.80,
BTC/USDT,2024-06-15 06:04:00,LONG,0.7228,66316.9,66311.5,1,True,-0.0081,2.124,.70-.80,2-3x
BTC/USDT,2024-06-15 06:07:00,LONG,0.7281,66346.0,66377.4,3,True,0.0473,2.2532,.70-.80,2-3x
BTC/USDT,2024-06-15 06:08:00,LONG,0.7063,66377.7,66377.4,2,True,-0.0005,1.8367,.70-.80,1.5-2x
BTC/USDT,2024-06-15 06:09:00,LONG,0.7053,66377.7,66377.4,1,True,-0.0005,0.0,.70-.80,
BTC/USDT,2024-06-15 06:11:00,LONG,0.7244,66346.6,66357.9,2,True,0.017,1.7692,.70-.80,1.5-2x
BTC/USDT,2024-06-15 06:12:00,LONG,0.7189,66331.1,66357.9,1,True,0.0404,0.8999,.70-.80,
BTC/USDT,2024-06-15 06:15:00,LONG,0.7288,66390.3,66387.6,1,True,-0.0041,2.0979,.70-.80,2-3x
BTC/USDT,2024-06-15 06:20:00,LONG,0.7145,66315.2,66319.5,2,True,0.0065,0.6811,.70-.80,
BTC/USDT,2024-06-15 06:21:00,LONG,0.7276,66324.3,66319.5,1,True,-0.0072,0.3931,.70-.80,
BTC/USDT,2024-06-15 06:25:00,LONG,0.7392,66282.1,66284.6,2,True,0.0038,0.2013,.70-.80,
BTC/USDT,2024-06-15 06:26:00,LONG,0.7337,66284.6,66284.6,1,True,0.0,0.1048,.70-.80,
BTC/USDT,2024-06-15 06:30:00,LONG,0.7368,66288.9,66280.1,1,True,-0.0133,0.9463,.70-.80,
BTC/USDT,2024-06-15 06:32:00,LONG,0.7307,66285.6,66273.3,3,True,-0.0186,0.2661,.70-.80,
BTC/USDT,2024-06-15 06:33:00,LONG,0.7482,66276.0,66273.3,2,True,-0.0041,0.491,.70-.80,
BTC/USDT,2024-06-15 06:34:00,LONG,0.7209,66261.8,66273.3,1,True,0.0174,0.7218,.70-.80,
BTC/USDT,2024-06-15 06:36:00,LONG,0.7243,66260.7,66260.0,1,True,-0.0011,0.7259,.70-.80,
BTC/USDT,2024-06-15 06:38:00,LONG,0.7342,66236.9,66253.8,2,True,0.0255,1.5928,.70-.80,1.5-2x
BTC/USDT,2024-06-15 06:39:00,LONG,0.7232,66228.9,66253.8,1,True,0.0376,0.5575,.70-.80,
BTC/USDT,2024-06-15 06:41:00,LONG,0.7159,66246.3,66256.9,1,True,0.016,0.5045,.70-.80,
BTC/USDT,2024-06-15 06:44:00,LONG,0.7292,66229.6,66168.8,1,True,-0.0918,0.6138,.70-.80,
BTC/USDT,2024-06-15 06:46:00,LONG,0.7507,66164.2,66164.0,1,True,-0.0003,0.2363,.70-.80,
BTC/USDT,2024-06-15 06:49:00,LONG,0.7295,66178.0,66203.6,1,True,0.0387,0.1367,.70-.80,
BTC/USDT,2024-06-15 06:51:00,LONG,0.7262,66195.4,66210.0,1,True,0.0221,0.4097,.70-.80,
BTC/USDT,2024-06-15 06:57:00,LONG,0.7046,66165.6,66165.8,2,True,0.0003,1.4633,.70-.80,1-1.5x
BTC/USDT,2024-06-15 06:58:00,LONG,0.7045,66186.6,66165.8,1,True,-0.0314,0.8116,.70-.80,
BTC/USDT,2024-06-15 07:00:00,LONG,0.7016,66187.4,66170.7,1,True,-0.0252,0.8308,.70-.80,
BTC/USDT,2024-06-15 07:03:00,LONG,0.7173,66167.2,66170.2,1,True,0.0045,0.9265,.70-.80,
BTC/USDT,2024-06-15 07:08:00,LONG,0.7705,66166.6,66140.7,1,True,-0.0391,1.3825,.70-.80,1-1.5x
BTC/USDT,2024-06-15 07:10:00,LONG,0.72,66133.4,66162.6,1,True,0.0442,0.3058,.70-.80,
BTC/USDT,2024-06-15 07:12:00,LONG,0.763,66132.1,66164.1,3,True,0.0484,1.1998,.70-.80,1-1.5x
BTC/USDT,2024-06-15 07:13:00,LONG,0.7556,66139.8,66164.1,2,True,0.0367,0.3083,.70-.80,
BTC/USDT,2024-06-15 07:14:00,LONG,0.7285,66140.1,66164.1,1,True,0.0363,0.0125,.70-.80,
BTC/USDT,2024-06-15 07:17:00,LONG,0.745,66150.6,66176.8,1,True,0.0396,0.1163,.70-.80,
BTC/USDT,2024-06-15 07:20:00,LONG,0.7495,66195.3,66158.6,4,True,-0.0554,0.7604,.70-.80,
BTC/USDT,2024-06-15 07:21:00,LONG,0.7324,66194.6,66158.6,3,True,-0.0544,0.0355,.70-.80,
BTC/USDT,2024-06-15 07:22:00,LONG,0.7427,66184.4,66158.6,2,True,-0.039,0.5446,.70-.80,
BTC/USDT,2024-06-15 07:23:00,LONG,0.7288,66171.3,66158.6,1,True,-0.0192,0.7178,.70-.80,
BTC/USDT,2024-06-15 07:26:00,LONG,0.7272,66151.3,66127.4,3,True,-0.0361,0.0842,.70-.80,
BTC/USDT,2024-06-15 07:27:00,LONG,0.7185,66160.0,66127.4,2,True,-0.0493,0.4934,.70-.80,
BTC/USDT,2024-06-15 07:28:00,LONG,0.7205,66133.1,66127.4,1,True,-0.0086,1.5741,.70-.80,1.5-2x
BTC/USDT,2024-06-15 07:30:00,LONG,0.7324,66110.1,66096.9,1,True,-0.02,1.0477,.70-.80,1-1.5x
