ticker,entry_time,exit_time,entry_price,exit_price,peak_price,pnl,pnl_pct,bars_to_exit,peak_capture,vol_div,rsi_div,bb_touch,exit_reason
BONK/USDT,2026-05-11 07:50:00+00:00,2026-05-11 08:05:00+00:00,0.0,0.0,0.0,-0.0,-0.3999,3,0.0,True,True,True,adx_dm_bearish_cross
BONK/USDT,2026-05-12 20:05:00+00:00,2026-05-12 20:40:00+00:00,0.0,0.0,0.0,-0.0,-0.0844,7,0.0,True,True,True,adx_dm_bearish_cross
BONK/USDT,2026-05-13 04:50:00+00:00,2026-05-13 04:55:00+00:00,0.0,0.0,0.0,-0.0,-0.2901,1,0.0,True,True,True,adx_dm_bearish_cross
BONK/USDT,2026-05-13 10:30:00+00:00,2026-05-13 11:20:00+00:00,0.0,0.0,0.0,-0.0,-0.5848,10,-100.0,True,True,True,bearish_vol_divergence
BONK/USDT,2026-05-13 20:20:00+00:00,2026-05-13 21:10:00+00:00,0.0,0.0,0.0,-0.0,-0.366,10,0.0,True,True,True,adx_dm_bearish_cross
BONK/USDT,2026-05-15 04:50:00+00:00,2026-05-15 06:15:00+00:00,0.0,0.0,0.0,-0.0,-1.6226,17,0.0,True,True,True,bearish_vol_divergence
BONK/USDT,2026-05-15 10:10:00+00:00,2026-05-15 10:40:00+00:00,0.0,0.0,0.0,0.0,0.0886,6,0.0,True,True,True,adx_dm_bearish_cross
BONK/USDT,2026-05-15 12:40:00+00:00,2026-05-15 13:30:00+00:00,0.0,0.0,0.0,-0.0,-1.6479,10,0.0,True,True,True,bearish_vol_divergence
BONK/USDT,2026-05-19 14:55:00+00:00,2026-05-19 15:45:00+00:00,0.0,0.0,0.0,0.0,0.1696,10,0.0,True,True,True,adx_dm_bearish_cross
BONK/USDT,2026-05-19 17:30:00+00:00,2026-05-19 18:00:00+00:00,0.0,0.0,0.0,-0.0,-0.0169,6,0.0,True,True,True,adx_dm_bearish_cross
BONK/USDT,2026-05-19 19:10:00+00:00,2026-05-19 19:15:00+00:00,0.0,0.0,0.0,-0.0,-0.1012,1,0.0,True,True,True,adx_dm_bearish_cross
BONK/USDT,2026-05-23 04:50:00+00:00,2026-05-23 06:30:00+00:00,0.0,0.0,0.0,-0.0,-0.2186,20,0.0,True,True,True,bearish_vol_divergence
BONK/USDT,2026-05-23 06:30:00+00:00,2026-05-23 06:35:00+00:00,0.0,0.0,0.0,-0.0,-0.1854,1,0.0,True,True,True,adx_dm_bearish_cross
BONK/USDT,2026-05-25 01:55:00+00:00,2026-05-25 02:15:00+00:00,0.0,0.0,0.0,0.0,0.6495,4,66.1,True,True,True,adx_dm_bearish_cross
BONK/USDT,2026-05-26 13:20:00+00:00,2026-05-26 13:25:00+00:00,0.0,0.0,0.0,-0.0,-0.3122,1,0.0,True,True,True,adx_dm_bearish_cross
BONK/USDT,2026-05-29 02:55:00+00:00,2026-05-29 03:50:00+00:00,0.0,0.0,0.0,0.0,0.0369,11,5.41,True,True,True,bearish_vol_divergence
BONK/USDT,2026-05-29 18:55:00+00:00,2026-05-29 19:45:00+00:00,0.0,0.0,0.0,-0.0,-0.0183,10,0.0,True,True,True,bearish_vol_divergence
BONK/USDT,2026-05-29 23:30:00+00:00,2026-05-30 00:25:00+00:00,0.0,0.0,0.0,0.0,0.4413,11,82.76,True,True,True,bearish_vol_divergence
BONK/USDT,2026-05-30 03:20:00+00:00,2026-05-30 04:10:00+00:00,0.0,0.0,0.0,-0.0,-0.5212,10,0.0,True,True,True,bearish_vol_divergence
BONK/USDT,2026-05-30 08:45:00+00:00,2026-05-30 09:55:00+00:00,0.0,0.0,0.0,0.0,0.1093,14,0.0,True,True,True,bearish_vol_divergence
BONK/USDT,2026-05-30 11:05:00+00:00,2026-05-30 11:55:00+00:00,0.0,0.0,0.0,0.0,0.1279,10,0.0,True,True,True,bearish_vol_divergence
BONK/USDT,2026-06-01 06:10:00+00:00,2026-06-01 07:00:00+00:00,0.0,0.0,0.0,-0.0,-0.3475,10,0.0,True,True,True,bearish_vol_divergence
BONK/USDT,2026-06-01 12:50:00+00:00,2026-06-01 13:40:00+00:00,0.0,0.0,0.0,-0.0,-0.478,10,0.0,True,True,True,bearish_vol_divergence
BONK/USDT,2026-06-01 18:45:00+00:00,2026-06-01 18:50:00+00:00,0.0,0.0,0.0,0.0,0.1265,1,0.0,True,True,True,adx_dm_bearish_cross
BONK/USDT,2026-06-02 08:20:00+00:00,2026-06-02 08:40:00+00:00,0.0,0.0,0.0,0.0,0.2584,4,0.0,True,True,True,adx_dm_bearish_cross
BONK/USDT,2026-06-02 10:00:00+00:00,2026-06-02 11:00:00+00:00,0.0,0.0,0.0,0.0,0.7395,12,70.18,True,True,True,bearish_vol_divergence
BONK/USDT,2026-06-02 11:40:00+00:00,2026-06-02 12:30:00+00:00,0.0,0.0,0.0,0.0,0.0185,10,0.0,True,True,True,bearish_vol_divergence
BONK/USDT,2026-06-03 01:35:00+00:00,2026-06-03 02:25:00+00:00,0.0,0.0,0.0,0.0,0.1995,10,24.39,True,True,True,adx_dm_bearish_cross
BONK/USDT,2026-06-03 03:20:00+00:00,2026-06-03 03:25:00+00:00,0.0,0.0,0.0,-0.0,-0.5357,1,0.0,True,True,True,adx_dm_bearish_cross
BONK/USDT,2026-06-03 08:00:00+00:00,2026-06-03 08:15:00+00:00,0.0,0.0,0.0,0.0,0.0194,3,0.0,True,True,True,adx_dm_bearish_cross
BONK/USDT,2026-06-03 20:40:00+00:00,2026-06-03 21:20:00+00:00,0.0,0.0,0.0,0.0,0.379,8,50.0,True,True,True,adx_dm_bearish_cross
BONK/USDT,2026-06-05 02:25:00+00:00,2026-06-05 03:15:00+00:00,0.0,0.0,0.0,-0.0,-0.1725,10,-25.0,True,True,True,bearish_vol_divergence
BONK/USDT,2026-06-05 10:45:00+00:00,2026-06-05 10:50:00+00:00,0.0,0.0,0.0,-0.0,-0.2001,1,0.0,True,True,True,adx_dm_bearish_cross
BONK/USDT,2026-06-05 13:55:00+00:00,2026-06-05 14:45:00+00:00,0.0,0.0,0.0,0.0,1.7321,10,61.48,True,True,True,bearish_vol_divergence
BONK/USDT,2026-06-06 14:55:00+00:00,2026-06-06 15:00:00+00:00,0.0,0.0,0.0,-0.0,-0.4445,1,0.0,True,True,True,adx_dm_bearish_cross
BONK/USDT,2026-06-07 00:15:00+00:00,2026-06-07 01:50:00+00:00,0.0,0.0,0.0,0.0,2.2507,19,74.8,True,True,True,bearish_vol_divergence
BONK/USDT,2026-06-07 16:55:00+00:00,2026-06-07 17:45:00+00:00,0.0,0.0,0.0,0.0,0.3669,10,55.17,True,True,True,adx_dm_bearish_cross
BONK/USDT,2026-06-08 08:20:00+00:00,2026-06-08 09:25:00+00:00,0.0,0.0,0.0,0.0,0.3881,13,50.0,True,True,True,adx_dm_bearish_cross
BONK/USDT,2026-06-09 06:50:00+00:00,2026-06-09 08:05:00+00:00,0.0,0.0,0.0,-0.0,-0.5872,15,0.0,True,True,True,bearish_vol_divergence
BONK/USDT,2026-06-09 14:20:00+00:00,2026-06-09 15:10:00+00:00,0.0,0.0,0.0,0.0,0.5087,10,68.75,True,True,True,bearish_vol_divergence
BONK/USDT,2026-06-10 16:30:00+00:00,2026-06-10 17:20:00+00:00,0.0,0.0,0.0,-0.0,-0.5541,10,0.0,True,True,True,bearish_vol_divergence
BONK/USDT,2026-06-11 02:30:00+00:00,2026-06-11 05:25:00+00:00,0.0,0.0,0.0,0.0,1.4547,35,59.62,True,True,True,bearish_vol_divergence
BONK/USDT,2026-06-11 17:15:00+00:00,2026-06-11 18:20:00+00:00,0.0,0.0,0.0,0.0,2.107,13,63.64,True,True,True,bearish_vol_divergence
BONK/USDT,2026-06-11 19:05:00+00:00,2026-06-11 20:20:00+00:00,0.0,0.0,0.0,0.0,0.2272,15,26.32,True,True,True,bearish_vol_divergence
BONK/USDT,2026-06-11 20:45:00+00:00,2026-06-11 21:55:00+00:00,0.0,0.0,0.0,0.0,0.7747,14,70.83,True,True,True,bearish_vol_divergence
BONK/USDT,2026-06-12 10:45:00+00:00,2026-06-12 11:35:00+00:00,0.0,0.0,0.0,-0.0,-0.0225,10,0.0,True,True,True,bearish_vol_divergence
BONK/USDT,2026-06-13 15:05:00+00:00,2026-06-13 16:00:00+00:00,0.0,0.0,0.0,-0.0,-0.3115,11,0.0,True,True,True,bearish_vol_divergence
BONK/USDT,2026-06-13 22:40:00+00:00,2026-06-13 22:50:00+00:00,0.0,0.0,0.0,-0.0,-0.1332,2,0.0,True,True,True,adx_dm_bearish_cross
BONK/USDT,2026-06-14 00:20:00+00:00,2026-06-14 00:50:00+00:00,0.0,0.0,0.0,-0.0,-0.2444,6,0.0,True,True,True,adx_dm_bearish_cross
BONK/USDT,2026-06-19 15:00:00+00:00,2026-06-19 15:20:00+00:00,0.0,0.0,0.0,-0.0,-0.0888,4,0.0,True,True,True,adx_dm_bearish_cross
BONK/USDT,2026-06-19 16:40:00+00:00,2026-06-19 18:35:00+00:00,0.0,0.0,0.0,-0.0,-0.5988,23,0.0,True,True,True,adx_dm_bearish_cross
BONK/USDT,2026-06-20 01:25:00+00:00,2026-06-20 02:15:00+00:00,0.0,0.0,0.0,-0.0,-0.3309,10,-60.0,True,True,True,adx_dm_bearish_cross
BONK/USDT,2026-06-20 07:00:00+00:00,2026-06-20 07:10:00+00:00,0.0,0.0,0.0,-0.0,-0.0219,2,0.0,True,True,True,adx_dm_bearish_cross
BONK/USDT,2026-06-20 18:35:00+00:00,2026-06-20 18:55:00+00:00,0.0,0.0,0.0,-0.0,-0.22,4,0.0,True,True,True,adx_dm_bearish_cross
BONK/USDT,2026-06-20 23:45:00+00:00,2026-06-21 00:35:00+00:00,0.0,0.0,0.0,0.0,0.1303,10,0.0,True,True,True,bearish_vol_divergence
BTC/USDT,2025-06-24 05:00:00+00:00,2025-06-24 07:45:00+00:00,105078.0,104935.0,105827.4,-143.0,-0.1361,11,-19.08,True,True,True,bearish_vol_divergence
BTC/USDT,2025-07-02 12:00:00+00:00,2025-07-02 17:45:00+00:00,107399.9,109133.9,109750.0,1734.0,1.6145,23,73.78,True,True,True,bearish_vol_divergence
BTC/USDT,2025-07-10 03:15:00+00:00,2025-07-10 05:15:00+00:00,111059.2,111008.0,111227.9,-51.2,-0.0461,8,0.0,True,True,True,adx_dm_bearish_cross
BTC/USDT,2025-07-19 07:30:00+00:00,2025-07-19 11:30:00+00:00,118174.9,118433.6,118492.0,258.7,0.2189,16,0.0,True,True,True,bearish_vol_divergence
BTC/USDT,2025-07-21 10:45:00+00:00,2025-07-21 13:15:00+00:00,118577.4,118306.0,118792.0,-271.4,-0.2289,10,0.0,True,True,True,bearish_vol_divergence
BTC/USDT,2025-07-21 18:45:00+00:00,2025-07-21 23:30:00+00:00,117147.1,117328.9,117647.3,181.8,0.1552,19,0.0,True,True,True,bearish_vol_divergence
BTC/USDT,2025-07-22 00:00:00+00:00,2025-07-22 01:00:00+00:00,117331.8,116866.2,117525.3,-465.6,-0.3968,4,0.0,True,True,True,adx_dm_bearish_cross
BTC/USDT,2025-07-26 01:15:00+00:00,2025-07-26 01:30:00+00:00,117403.1,117242.1,117566.0,-161.0,-0.1371,1,0.0,True,True,True,adx_dm_bearish_cross
BTC/USDT,2025-07-31 07:45:00+00:00,2025-07-31 10:15:00+00:00,118679.9,118472.0,118773.6,-207.9,-0.1752,10,0.0,True,True,True,bearish_vol_divergence
BTC/USDT,2025-08-02 11:15:00+00:00,2025-08-02 14:15:00+00:00,113864.0,113275.4,113918.9,-588.6,-0.5169,12,0.0,True,True,True,bearish_vol_divergence
BTC/USDT,2025-08-06 03:15:00+00:00,2025-08-06 06:15:00+00:00,113447.7,113982.4,114425.0,534.7,0.4713,12,54.71,True,True,True,bearish_vol_divergence
BTC/USDT,2025-08-07 17:45:00+00:00,2025-08-07 21:45:00+00:00,116515.3,117095.2,117535.5,579.9,0.4977,16,56.84,True,True,True,bearish_vol_divergence
BTC/USDT,2025-08-11 09:00:00+00:00,2025-08-11 11:45:00+00:00,121502.6,120554.0,121712.0,-948.6,-0.7807,11,0.0,True,True,True,bearish_vol_divergence
BTC/USDT,2025-08-12 01:15:00+00:00,2025-08-12 02:15:00+00:00,119056.0,119129.9,119168.9,73.9,0.0621,4,0.0,True,True,True,adx_dm_bearish_cross
BTC/USDT,2025-08-15 05:00:00+00:00,2025-08-15 07:00:00+00:00,118694.1,118878.1,119229.5,184.0,0.155,8,0.0,True,True,True,adx_dm_bearish_cross
BTC/USDT,2025-08-15 10:00:00+00:00,2025-08-15 12:30:00+00:00,118872.0,118649.8,119135.9,-222.2,-0.1869,10,0.0,True,True,True,bearish_vol_divergence
BTC/USDT,2025-08-18 22:45:00+00:00,2025-08-19 01:30:00+00:00,116397.1,116012.1,116755.9,-385.0,-0.3308,11,0.0,True,True,True,bearish_vol_divergence
BTC/USDT,2025-08-20 14:15:00+00:00,2025-08-20 15:45:00+00:00,113153.9,113362.1,114324.0,208.2,0.184,6,17.79,True,True,True,adx_dm_bearish_cross
BTC/USDT,2025-08-23 01:00:00+00:00,2025-08-23 06:15:00+00:00,116815.3,115767.3,116878.9,-1048.0,-0.8971,21,0.0,True,True,True,adx_dm_bearish_cross
BTC/USDT,2025-08-26 13:30:00+00:00,2025-08-26 13:45:00+00:00,109894.5,110082.4,110232.0,187.9,0.171,1,0.0,True,True,True,adx_dm_bearish_cross
BTC/USDT,2025-08-27 00:45:00+00:00,2025-08-27 01:30:00+00:00,111356.7,111128.0,111586.2,-228.7,-0.2054,3,0.0,True,True,True,adx_dm_bearish_cross
BTC/USDT,2025-08-27 05:45:00+00:00,2025-08-27 07:15:00+00:00,111361.2,110838.0,111424.0,-523.2,-0.4698,6,0.0,True,True,True,adx_dm_bearish_cross
BTC/USDT,2025-08-30 07:00:00+00:00,2025-08-30 10:45:00+00:00,108274.1,108436.7,108783.9,162.6,0.1502,15,0.0,True,True,True,bearish_vol_divergence
BTC/USDT,2025-08-30 12:00:00+00:00,2025-08-30 12:30:00+00:00,108568.8,108456.0,108714.1,-112.8,-0.1039,2,0.0,True,True,True,adx_dm_bearish_cross
BTC/USDT,2025-09-01 15:15:00+00:00,2025-09-01 16:45:00+00:00,108705.6,108775.2,109115.9,69.6,0.064,6,0.0,True,True,True,adx_dm_bearish_cross
BTC/USDT,2025-09-01 21:30:00+00:00,2025-09-02 05:00:00+00:00,107591.4,110194.3,110622.6,2602.9,2.4192,30,85.87,True,True,True,bearish_vol_divergence
BTC/USDT,2025-09-02 10:15:00+00:00,2025-09-02 13:00:00+00:00,110245.1,109187.9,110475.9,-1057.2,-0.959,11,0.0,True,True,True,bearish_vol_divergence
BTC/USDT,2025-09-03 01:15:00+00:00,2025-09-03 03:30:00+00:00,110973.9,110939.4,111480.0,-34.5,-0.0311,9,0.0,True,True,True,adx_dm_bearish_cross
BTC/USDT,2025-09-06 03:30:00+00:00,2025-09-06 05:15:00+00:00,111070.2,110754.4,111291.1,-315.8,-0.2843,7,0.0,True,True,True,adx_dm_bearish_cross
BTC/USDT,2025-09-06 08:30:00+00:00,2025-09-06 10:00:00+00:00,110900.0,110771.9,110974.3,-128.1,-0.1155,6,0.0,True,True,True,adx_dm_bearish_cross
BTC/USDT,2025-09-10 04:30:00+00:00,2025-09-10 06:00:00+00:00,111467.8,111528.0,111729.6,60.2,0.054,6,0.0,True,True,True,adx_dm_bearish_cross
BTC/USDT,2025-09-18 07:00:00+00:00,2025-09-18 10:30:00+00:00,117163.2,117107.0,117420.7,-56.2,-0.048,14,0.0,True,True,True,adx_dm_bearish_cross
BTC/USDT,2025-09-29 02:30:00+00:00,2025-09-29 05:00:00+00:00,111663.4,111684.1,111933.0,20.7,0.0185,10,0.0,True,True,True,bearish_vol_divergence
BTC/USDT,2025-09-29 23:00:00+00:00,2025-09-30 00:15:00+00:00,114238.9,114167.1,114444.0,-71.8,-0.0629,5,0.0,True,True,True,adx_dm_bearish_cross
BTC/USDT,2025-10-03 21:15:00+00:00,2025-10-03 21:45:00+00:00,122297.4,122311.4,122460.2,14.0,0.0114,2,0.0,True,True,True,adx_dm_bearish_cross
BTC/USDT,2025-10-05 08:45:00+00:00,2025-10-05 11:15:00+00:00,124602.0,123347.9,124700.0,-1254.1,-1.0065,10,0.0,True,True,True,bearish_vol_divergence
BTC/USDT,2025-10-06 06:45:00+00:00,2025-10-06 07:30:00+00:00,123943.7,123433.6,124069.8,-510.1,-0.4116,3,0.0,True,True,True,adx_dm_bearish_cross
BTC/USDT,2025-10-08 07:00:00+00:00,2025-10-08 07:45:00+00:00,121679.1,121611.1,121899.2,-68.0,-0.0559,3,0.0,True,True,True,adx_dm_bearish_cross
BTC/USDT,2025-10-08 13:00:00+00:00,2025-10-08 13:30:00+00:00,122661.3,121886.0,122784.8,-775.3,-0.6321,2,0.0,True,True,True,adx_dm_bearish_cross
BTC/USDT,2025-10-10 05:30:00+00:00,2025-10-10 06:45:00+00:00,121448.3,121384.0,121766.0,-64.3,-0.0529,5,0.0,True,True,True,adx_dm_bearish_cross
BTC/USDT,2025-10-16 05:45:00+00:00,2025-10-16 08:15:00+00:00,110956.0,110550.0,111774.0,-406.0,-0.3659,10,-49.63,True,True,True,bearish_vol_divergence
BTC/USDT,2025-10-16 15:30:00+00:00,2025-10-16 18:30:00+00:00,109230.6,108467.8,110174.9,-762.8,-0.6983,12,-80.78,True,True,True,bearish_vol_divergence
BTC/USDT,2025-10-17 23:00:00+00:00,2025-10-17 23:15:00+00:00,106844.0,106594.8,106995.0,-249.2,-0.2332,1,0.0,True,True,True,adx_dm_bearish_cross
BTC/USDT,2025-10-20 13:00:00+00:00,2025-10-20 15:45:00+00:00,110622.1,111153.9,111719.3,531.8,0.4807,11,48.47,True,True,True,bearish_vol_divergence
BTC/USDT,2025-10-21 21:15:00+00:00,2025-10-22 01:15:00+00:00,110517.7,108161.7,111128.3,-2356.0,-2.1318,16,-100.0,True,True,True,bearish_vol_divergence
BTC/USDT,2025-10-23 10:30:00+00:00,2025-10-23 11:30:00+00:00,109458.8,109213.0,109655.9,-245.8,-0.2246,4,0.0,True,True,True,adx_dm_bearish_cross
BTC/USDT,2025-10-26 16:30:00+00:00,2025-10-26 17:30:00+00:00,113625.6,113532.0,113751.0,-93.6,-0.0824,4,0.0,True,True,True,adx_dm_bearish_cross
BTC/USDT,2025-10-26 21:30:00+00:00,2025-10-27 04:45:00+00:00,113451.3,115258.7,115590.0,1807.4,1.5931,29,84.51,True,True,True,bearish_vol_divergence
BTC/USDT,2025-10-28 18:15:00+00:00,2025-10-28 22:00:00+00:00,114900.0,112841.0,115379.2,-2059.0,-1.792,15,0.0,True,True,True,bearish_vol_divergence
BTC/USDT,2025-10-29 09:00:00+00:00,2025-10-29 10:15:00+00:00,112864.2,113039.9,113110.1,175.7,0.1557,5,0.0,True,True,True,adx_dm_bearish_cross
BTC/USDT,2025-11-04 05:00:00+00:00,2025-11-04 10:00:00+00:00,106577.9,103689.0,106740.2,-2888.9,-2.7106,20,0.0,True,True,True,bearish_vol_divergence
BTC/USDT,2025-11-05 07:15:00+00:00,2025-11-05 08:00:00+00:00,101832.7,101709.7,102167.7,-123.0,-0.1208,3,0.0,True,True,True,adx_dm_bearish_cross
BTC/USDT,2025-11-07 06:45:00+00:00,2025-11-07 08:15:00+00:00,101830.2,101809.9,102088.0,-20.3,-0.0199,6,0.0,True,True,True,adx_dm_bearish_cross
BTC/USDT,2025-11-08 01:30:00+00:00,2025-11-08 04:00:00+00:00,103041.1,102658.1,103335.9,-383.0,-0.3717,10,0.0,True,True,True,bearish_vol_divergence
BTC/USDT,2025-11-11 04:15:00+00:00,2025-11-11 04:45:00+00:00,105983.1,105767.0,106293.2,-216.1,-0.2039,2,0.0,True,True,True,adx_dm_bearish_cross
BTC/USDT,2025-11-11 09:30:00+00:00,2025-11-11 12:00:00+00:00,105083.1,105224.4,105500.0,141.3,0.1345,10,0.0,True,True,True,bearish_vol_divergence
BTC/USDT,2025-11-12 13:45:00+00:00,2025-11-12 14:30:00+00:00,105044.0,104702.0,105186.7,-342.0,-0.3256,3,0.0,True,True,True,adx_dm_bearish_cross
BTC/USDT,2025-11-13 10:00:00+00:00,2025-11-13 13:00:00+00:00,102814.1,102917.1,103281.3,103.0,0.1002,12,0.0,True,True,True,bearish_vol_divergence
BTC/USDT,2025-11-13 15:15:00+00:00,2025-11-13 20:30:00+00:00,102203.3,98560.0,102996.2,-3643.3,-3.5648,21,-100.0,True,True,True,bearish_vol_divergence
BTC/USDT,2025-11-15 06:45:00+00:00,2025-11-15 08:15:00+00:00,96126.0,95981.5,96394.4,-144.5,-0.1503,6,0.0,True,True,True,adx_dm_bearish_cross
BTC/USDT,2025-11-15 11:45:00+00:00,2025-11-15 16:00:00+00:00,95701.0,95890.6,96475.7,189.6,0.1981,17,24.47,True,True,True,adx_dm_bearish_cross
BTC/USDT,2025-11-25 22:00:00+00:00,2025-11-26 01:00:00+00:00,86646.8,87524.0,87882.1,877.2,1.0124,12,71.01,True,True,True,bearish_vol_divergence
BTC/USDT,2025-11-26 03:30:00+00:00,2025-11-26 03:45:00+00:00,87372.0,87120.0,87816.5,-252.0,-0.2884,1,-56.69,True,True,True,adx_dm_bearish_cross
BTC/USDT,2025-11-28 16:15:00+00:00,2025-11-28 16:30:00+00:00,91184.9,91572.7,92024.4,387.8,0.4253,1,46.19,True,True,True,adx_dm_bearish_cross
BTC/USDT,2025-11-29 06:15:00+00:00,2025-11-29 08:45:00+00:00,90553.0,90628.9,90823.7,75.9,0.0838,10,0.0,True,True,True,bearish_vol_divergence
BTC/USDT,2025-12-04 05:00:00+00:00,2025-12-04 08:45:00+00:00,93185.0,93250.0,93594.4,65.0,0.0698,15,0.0,True,True,True,bearish_vol_divergence
BTC/USDT,2025-12-06 05:30:00+00:00,2025-12-06 06:30:00+00:00,89550.7,89654.2,89766.1,103.5,0.1156,4,0.0,True,True,True,adx_dm_bearish_cross
BTC/USDT,2025-12-09 06:15:00+00:00,2025-12-09 09:15:00+00:00,89879.0,90308.7,90612.7,429.7,0.4781,12,58.57,True,True,True,bearish_vol_divergence
BTC/USDT,2025-12-09 11:15:00+00:00,2025-12-09 13:30:00+00:00,90283.3,90204.6,90837.9,-78.7,-0.0872,9,-14.19,True,True,True,adx_dm_bearish_cross
BTC/USDT,2025-12-09 20:15:00+00:00,2025-12-09 22:45:00+00:00,93077.9,92876.3,93711.9,-201.6,-0.2166,10,-31.8,True,True,True,bearish_vol_divergence
BTC/USDT,2025-12-10 01:15:00+00:00,2025-12-10 03:45:00+00:00,92261.5,92410.2,92569.0,148.7,0.1612,10,0.0,True,True,True,bearish_vol_divergence
BTC/USDT,2025-12-11 00:15:00+00:00,2025-12-11 06:15:00+00:00,91768.1,90108.0,92025.1,-1660.1,-1.809,24,0.0,True,True,True,adx_dm_bearish_cross
BTC/USDT,2025-12-11 15:45:00+00:00,2025-12-11 22:15:00+00:00,89875.1,92336.5,93564.4,2461.4,2.7387,26,66.72,True,True,True,bearish_vol_divergence
BTC/USDT,2025-12-12 03:15:00+00:00,2025-12-12 05:45:00+00:00,92234.9,92443.2,92502.3,208.3,0.2258,10,0.0,True,True,True,bearish_vol_divergence
BTC/USDT,2025-12-13 04:30:00+00:00,2025-12-13 05:30:00+00:00,90385.1,90271.0,90421.0,-114.1,-0.1262,4,0.0,True,True,True,adx_dm_bearish_cross
BTC/USDT,2025-12-15 12:00:00+00:00,2025-12-15 14:30:00+00:00,89462.0,89269.1,89879.9,-192.9,-0.2156,10,0.0,True,True,True,bearish_vol_divergence
BTC/USDT,2025-12-16 20:00:00+00:00,2025-12-16 22:15:00+00:00,87473.2,87873.0,87905.5,399.8,0.4571,9,0.0,True,True,True,adx_dm_bearish_cross
BTC/USDT,2025-12-20 06:30:00+00:00,2025-12-20 07:00:00+00:00,88310.8,88299.9,88360.0,-10.9,-0.0123,2,0.0,True,True,True,adx_dm_bearish_cross
BTC/USDT,2025-12-23 20:00:00+00:00,2025-12-23 22:00:00+00:00,87647.0,87471.1,88364.9,-175.9,-0.2007,8,-24.5,True,True,True,adx_dm_bearish_cross
BTC/USDT,2025-12-24 01:30:00+00:00,2025-12-24 02:30:00+00:00,87544.1,87093.9,87755.0,-450.2,-0.5143,4,0.0,True,True,True,adx_dm_bearish_cross
BTC/USDT,2025-12-26 13:15:00+00:00,2025-12-26 14:30:00+00:00,88777.5,88397.0,89052.0,-380.5,-0.4286,5,0.0,True,True,True,adx_dm_bearish_cross
BTC/USDT,2025-12-27 03:45:00+00:00,2025-12-27 05:00:00+00:00,87510.0,87458.0,87532.9,-52.0,-0.0594,5,0.0,True,True,True,adx_dm_bearish_cross
BTC/USDT,2025-12-29 08:00:00+00:00,2025-12-29 12:30:00+00:00,89650.0,87302.8,89846.0,-2347.2,-2.6182,18,0.0,True,True,True,bearish_vol_divergence
BTC/USDT,2025-12-30 00:45:00+00:00,2025-12-30 03:15:00+00:00,87245.8,87275.0,87351.5,29.2,0.0335,10,0.0,True,True,True,bearish_vol_divergence
BTC/USDT,2025-12-30 05:45:00+00:00,2025-12-30 09:15:00+00:00,87251.9,87691.7,88228.7,439.8,0.5041,14,45.02,True,True,True,bearish_vol_divergence
BTC/USDT,2026-01-05 07:45:00+00:00,2026-01-05 08:30:00+00:00,92526.0,92486.1,92777.6,-39.9,-0.0431,3,0.0,True,True,True,adx_dm_bearish_cross
BTC/USDT,2026-01-07 06:30:00+00:00,2026-01-07 09:00:00+00:00,92677.1,92282.9,92962.3,-394.2,-0.4253,10,0.0,True,True,True,adx_dm_bearish_cross
BTC/USDT,2026-01-08 08:45:00+00:00,2026-01-08 11:00:00+00:00,90218.0,90284.1,90488.0,66.1,0.0733,9,0.0,True,True,True,adx_dm_bearish_cross
BTC/USDT,2026-01-08 20:00:00+00:00,2026-01-08 20:15:00+00:00,90682.9,90601.8,90933.7,-81.1,-0.0894,1,0.0,True,True,True,adx_dm_bearish_cross
BTC/USDT,2026-01-09 01:30:00+00:00,2026-01-09 04:00:00+00:00,90949.9,91062.0,91628.6,112.1,0.1233,10,16.52,True,True,True,bearish_vol_divergence
BTC/USDT,2026-01-12 21:15:00+00:00,2026-01-12 23:45:00+00:00,91340.0,91304.0,91500.0,-36.0,-0.0394,10,0.0,True,True,True,bearish_vol_divergence
BTC/USDT,2026-01-13 02:15:00+00:00,2026-01-13 03:45:00+00:00,91275.1,91412.0,91471.2,136.9,0.15,6,0.0,True,True,True,adx_dm_bearish_cross
BTC/USDT,2026-01-15 00:30:00+00:00,2026-01-15 03:00:00+00:00,96598.7,96282.3,96961.8,-316.4,-0.3275,10,0.0,True,True,True,bearish_vol_divergence
BTC/USDT,2026-01-15 18:00:00+00:00,2026-01-15 19:15:00+00:00,96242.2,95504.0,96626.9,-738.2,-0.767,5,0.0,True,True,True,adx_dm_bearish_cross
BTC/USDT,2026-01-16 09:00:00+00:00,2026-01-16 09:30:00+00:00,95696.5,95662.6,95777.7,-33.9,-0.0354,2,0.0,True,True,True,adx_dm_bearish_cross
BTC/USDT,2026-01-19 12:45:00+00:00,2026-01-19 13:15:00+00:00,93063.9,92945.3,93191.0,-118.6,-0.1274,2,0.0,True,True,True,adx_dm_bearish_cross
BTC/USDT,2026-01-19 18:00:00+00:00,2026-01-19 18:30:00+00:00,93091.1,93108.8,93249.1,17.7,0.019,2,0.0,True,True,True,adx_dm_bearish_cross
BTC/USDT,2026-01-19 23:00:00+00:00,2026-01-20 03:00:00+00:00,92443.3,92427.9,92870.0,-15.4,-0.0167,16,0.0,True,True,True,adx_dm_bearish_cross
BTC/USDT,2026-01-21 12:45:00+00:00,2026-01-21 16:30:00+00:00,88734.1,88157.0,90592.0,-577.1,-0.6504,15,-31.06,True,True,True,adx_dm_bearish_cross
