ticker,entry_time,exit_time,entry_price,exit_price,peak_price,pnl,pnl_pct,bars_to_exit,peak_capture,vol_div,rsi_div,bb_touch,exit_reason
GMX/USDT,2025-07-15 12:35:00+00:00,2025-07-15 14:35:00+00:00,12.31,12.51,12.66,0.2,1.6247,24,57.14,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-07-18 00:25:00+00:00,2025-07-18 00:50:00+00:00,13.46,13.55,13.57,0.09,0.6686,5,81.82,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-07-19 13:05:00+00:00,2025-07-19 13:55:00+00:00,13.53,13.6,13.73,0.07,0.5174,10,35.0,True,True,True,bearish_vol_divergence
GMX/USDT,2025-07-20 20:00:00+00:00,2025-07-20 20:50:00+00:00,13.74,13.82,13.82,0.08,0.5822,10,100.0,True,True,True,bearish_vol_divergence
GMX/USDT,2025-07-20 22:05:00+00:00,2025-07-20 23:00:00+00:00,13.63,13.66,13.74,0.03,0.2201,11,27.27,True,True,True,bearish_vol_divergence
GMX/USDT,2025-07-21 22:55:00+00:00,2025-07-21 23:45:00+00:00,13.96,14.02,14.02,0.06,0.4298,10,0.0,True,True,True,bearish_vol_divergence
GMX/USDT,2025-07-22 11:10:00+00:00,2025-07-22 11:15:00+00:00,13.66,13.67,13.69,0.01,0.0732,1,0.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-07-22 12:50:00+00:00,2025-07-22 13:25:00+00:00,13.6,13.6,13.66,0.0,0.0,7,0.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-07-24 01:35:00+00:00,2025-07-24 02:20:00+00:00,13.11,13.1,13.19,-0.01,-0.0763,9,-12.5,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-07-25 19:20:00+00:00,2025-07-25 20:00:00+00:00,13.0,12.97,13.02,-0.03,-0.2308,8,0.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-07-27 02:15:00+00:00,2025-07-27 03:15:00+00:00,13.35,13.42,13.48,0.07,0.5243,12,53.85,True,True,True,bearish_vol_divergence
GMX/USDT,2025-07-27 03:55:00+00:00,2025-07-27 06:00:00+00:00,13.41,13.49,13.51,0.08,0.5966,25,80.0,True,True,True,bearish_vol_divergence
GMX/USDT,2025-07-28 17:45:00+00:00,2025-07-28 18:40:00+00:00,13.41,13.35,13.42,-0.06,-0.4474,11,0.0,True,True,True,bearish_vol_divergence
GMX/USDT,2025-07-30 09:30:00+00:00,2025-07-30 10:10:00+00:00,13.02,12.89,13.05,-0.13,-0.9985,8,0.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-07-30 16:40:00+00:00,2025-07-30 17:50:00+00:00,12.73,12.84,12.87,0.11,0.8641,14,78.57,True,True,True,bearish_vol_divergence
GMX/USDT,2025-07-30 18:40:00+00:00,2025-07-30 18:50:00+00:00,12.82,12.72,12.84,-0.1,-0.78,2,0.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-07-31 13:10:00+00:00,2025-07-31 14:00:00+00:00,13.17,13.16,13.22,-0.01,-0.0759,10,0.0,True,True,True,bearish_vol_divergence
GMX/USDT,2025-07-31 18:50:00+00:00,2025-07-31 19:40:00+00:00,13.06,13.0,13.1,-0.06,-0.4594,10,0.0,True,True,True,bearish_vol_divergence
GMX/USDT,2025-08-01 05:15:00+00:00,2025-08-01 05:30:00+00:00,12.42,12.41,12.44,-0.01,-0.0805,3,0.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-08-01 13:45:00+00:00,2025-08-01 14:35:00+00:00,12.22,12.4,12.44,0.18,1.473,10,81.82,True,True,True,bearish_vol_divergence
GMX/USDT,2025-08-02 15:30:00+00:00,2025-08-02 16:55:00+00:00,11.91,12.03,12.05,0.12,1.0076,17,85.71,True,True,True,bearish_vol_divergence
GMX/USDT,2025-08-02 19:55:00+00:00,2025-08-02 21:20:00+00:00,12.0,12.15,12.27,0.15,1.25,17,55.56,True,True,True,bearish_vol_divergence
GMX/USDT,2025-08-07 02:45:00+00:00,2025-08-07 03:35:00+00:00,13.71,13.76,13.78,0.05,0.3647,10,71.43,True,True,True,bearish_vol_divergence
GMX/USDT,2025-08-11 05:10:00+00:00,2025-08-11 06:00:00+00:00,18.04,17.92,18.09,-0.12,-0.6652,10,0.0,True,True,True,bearish_vol_divergence
GMX/USDT,2025-08-12 13:45:00+00:00,2025-08-12 14:35:00+00:00,16.65,16.84,16.86,0.19,1.1411,10,90.48,True,True,True,bearish_vol_divergence
GMX/USDT,2025-08-12 22:40:00+00:00,2025-08-12 23:15:00+00:00,17.06,16.97,17.11,-0.09,-0.5275,7,0.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-08-14 18:15:00+00:00,2025-08-14 19:50:00+00:00,15.37,15.44,15.54,0.07,0.4554,19,41.18,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-08-14 19:55:00+00:00,2025-08-14 20:45:00+00:00,15.34,15.31,15.4,-0.03,-0.1956,10,0.0,True,True,True,bearish_vol_divergence
GMX/USDT,2025-08-14 21:35:00+00:00,2025-08-14 22:00:00+00:00,15.23,15.27,15.35,0.04,0.2626,5,33.33,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-08-14 23:45:00+00:00,2025-08-15 00:20:00+00:00,15.46,15.43,15.5,-0.03,-0.194,7,0.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-08-15 20:00:00+00:00,2025-08-15 20:20:00+00:00,15.05,15.08,15.09,0.03,0.1993,4,0.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-08-19 03:50:00+00:00,2025-08-19 05:50:00+00:00,15.18,15.17,15.2,-0.01,-0.0659,24,0.0,True,True,True,bearish_vol_divergence
GMX/USDT,2025-08-19 11:40:00+00:00,2025-08-19 13:30:00+00:00,15.15,15.03,15.26,-0.12,-0.7921,22,-100.0,True,True,True,bearish_vol_divergence
GMX/USDT,2025-08-19 13:40:00+00:00,2025-08-19 16:30:00+00:00,14.92,14.76,15.07,-0.16,-1.0724,34,-100.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-08-19 18:55:00+00:00,2025-08-19 19:45:00+00:00,14.6,14.66,14.68,0.06,0.411,10,75.0,True,True,True,bearish_vol_divergence
GMX/USDT,2025-08-19 23:20:00+00:00,2025-08-20 00:10:00+00:00,14.62,14.59,14.67,-0.03,-0.2052,10,0.0,True,True,True,bearish_vol_divergence
GMX/USDT,2025-08-20 18:00:00+00:00,2025-08-20 18:50:00+00:00,15.25,15.22,15.34,-0.03,-0.1967,10,-33.33,True,True,True,bearish_vol_divergence
GMX/USDT,2025-08-21 08:40:00+00:00,2025-08-21 08:45:00+00:00,15.08,15.08,15.08,0.0,0.0,1,0.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-08-21 19:45:00+00:00,2025-08-21 21:40:00+00:00,15.01,15.14,15.19,0.13,0.8661,23,72.22,True,True,True,bearish_vol_divergence
GMX/USDT,2025-08-23 06:10:00+00:00,2025-08-23 06:30:00+00:00,15.74,15.74,15.84,0.0,0.0,4,0.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-08-26 00:50:00+00:00,2025-08-26 01:00:00+00:00,14.56,14.58,14.65,0.02,0.1374,2,22.22,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-08-27 11:15:00+00:00,2025-08-27 12:10:00+00:00,15.35,15.36,15.4,0.01,0.0651,11,0.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-08-28 03:45:00+00:00,2025-08-28 05:55:00+00:00,15.3,15.53,15.54,0.23,1.5033,26,95.83,True,True,True,bearish_vol_divergence
GMX/USDT,2025-08-28 21:50:00+00:00,2025-08-28 23:20:00+00:00,15.43,15.52,15.56,0.09,0.5833,18,69.23,True,True,True,bearish_vol_divergence
GMX/USDT,2025-08-29 05:40:00+00:00,2025-08-29 06:40:00+00:00,15.26,15.14,15.3,-0.12,-0.7864,12,0.0,True,True,True,bearish_vol_divergence
GMX/USDT,2025-08-29 23:50:00+00:00,2025-08-30 00:00:00+00:00,14.7,14.6,14.71,-0.1,-0.6803,2,0.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-08-30 06:10:00+00:00,2025-08-30 06:25:00+00:00,14.82,14.83,14.84,0.01,0.0675,3,0.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-09-01 05:20:00+00:00,2025-09-01 06:00:00+00:00,14.41,14.39,14.61,-0.02,-0.1388,8,-10.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-09-01 10:20:00+00:00,2025-09-01 11:10:00+00:00,14.83,14.74,14.85,-0.09,-0.6069,10,0.0,True,True,True,bearish_vol_divergence
GMX/USDT,2025-09-02 20:10:00+00:00,2025-09-02 21:20:00+00:00,14.56,14.66,14.69,0.1,0.6868,14,76.92,True,True,True,bearish_vol_divergence
GMX/USDT,2025-09-05 20:25:00+00:00,2025-09-05 21:15:00+00:00,14.2,14.25,14.34,0.05,0.3521,10,35.71,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-09-05 22:05:00+00:00,2025-09-05 23:25:00+00:00,14.19,14.19,14.23,0.0,0.0,16,0.0,True,True,True,bearish_vol_divergence
GMX/USDT,2025-09-08 10:55:00+00:00,2025-09-08 11:00:00+00:00,14.41,14.28,14.41,-0.13,-0.9022,1,0.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-09-09 05:50:00+00:00,2025-09-09 07:35:00+00:00,14.52,14.77,14.87,0.25,1.7218,21,71.43,True,True,True,bearish_vol_divergence
GMX/USDT,2025-09-09 19:55:00+00:00,2025-09-09 20:45:00+00:00,14.5,14.49,14.5,-0.01,-0.069,10,0.0,True,True,True,bearish_vol_divergence
GMX/USDT,2025-09-09 21:40:00+00:00,2025-09-09 22:05:00+00:00,14.51,14.5,14.52,-0.01,-0.0689,5,0.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-09-10 04:45:00+00:00,2025-09-10 05:50:00+00:00,14.62,14.64,14.7,0.02,0.1368,13,25.0,True,True,True,bearish_vol_divergence
GMX/USDT,2025-09-10 23:50:00+00:00,2025-09-11 00:55:00+00:00,14.84,14.85,14.9,0.01,0.0674,13,0.0,True,True,True,bearish_vol_divergence
GMX/USDT,2025-09-14 06:20:00+00:00,2025-09-14 08:15:00+00:00,15.41,15.4,15.5,-0.01,-0.0649,23,-11.11,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-09-14 08:00:00+00:00,2025-09-14 08:15:00+00:00,15.44,15.4,15.44,-0.04,-0.2591,3,0.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-09-14 17:35:00+00:00,2025-09-14 18:25:00+00:00,15.26,15.18,15.3,-0.08,-0.5242,10,0.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-09-14 19:15:00+00:00,2025-09-14 20:45:00+00:00,15.21,15.23,15.25,0.02,0.1315,18,0.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-09-16 18:45:00+00:00,2025-09-16 20:30:00+00:00,15.2,15.29,15.32,0.09,0.5921,21,75.0,True,True,True,bearish_vol_divergence
GMX/USDT,2025-09-18 21:25:00+00:00,2025-09-18 22:15:00+00:00,15.94,15.95,15.95,0.01,0.0627,10,0.0,True,True,True,bearish_vol_divergence
GMX/USDT,2025-09-18 23:05:00+00:00,2025-09-18 23:15:00+00:00,15.91,15.9,15.96,-0.01,-0.0629,2,0.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-09-19 17:10:00+00:00,2025-09-19 17:20:00+00:00,15.21,15.2,15.21,-0.01,-0.0657,2,0.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-09-19 18:50:00+00:00,2025-09-19 19:10:00+00:00,15.16,15.16,15.22,0.0,0.0,4,0.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-09-21 14:05:00+00:00,2025-09-21 14:55:00+00:00,15.99,15.95,16.03,-0.04,-0.2502,10,0.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-09-21 16:40:00+00:00,2025-09-21 16:50:00+00:00,15.99,15.87,16.02,-0.12,-0.7505,2,0.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-09-21 22:00:00+00:00,2025-09-21 22:15:00+00:00,15.66,15.61,15.66,-0.05,-0.3193,3,0.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-09-22 00:15:00+00:00,2025-09-22 00:20:00+00:00,15.6,15.46,15.6,-0.14,-0.8974,1,0.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-09-22 05:30:00+00:00,2025-09-22 08:50:00+00:00,14.97,14.36,15.02,-0.61,-4.0748,40,0.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-09-22 14:25:00+00:00,2025-09-22 15:15:00+00:00,14.49,14.35,14.49,-0.14,-0.9662,10,0.0,True,True,True,bearish_vol_divergence
GMX/USDT,2025-09-25 07:55:00+00:00,2025-09-25 08:10:00+00:00,16.64,16.8,16.86,0.16,0.9615,3,72.73,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-09-25 10:40:00+00:00,2025-09-25 11:50:00+00:00,16.82,16.96,17.08,0.14,0.8323,14,53.85,True,True,True,bearish_vol_divergence
GMX/USDT,2025-09-25 13:05:00+00:00,2025-09-25 14:10:00+00:00,16.63,16.83,16.98,0.2,1.2026,13,57.14,True,True,True,bearish_vol_divergence
GMX/USDT,2025-09-25 14:50:00+00:00,2025-09-25 15:10:00+00:00,16.62,16.59,16.71,-0.03,-0.1805,4,-33.33,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-09-26 03:05:00+00:00,2025-09-26 03:25:00+00:00,16.0,16.16,16.2,0.16,1.0,4,80.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-09-27 05:50:00+00:00,2025-09-27 06:05:00+00:00,16.52,16.55,16.56,0.03,0.1816,3,0.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-09-27 13:00:00+00:00,2025-09-27 13:05:00+00:00,17.47,17.45,17.59,-0.02,-0.1145,1,-16.67,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-09-27 22:50:00+00:00,2025-09-28 00:00:00+00:00,17.34,17.07,17.37,-0.27,-1.5571,14,0.0,True,True,True,bearish_vol_divergence
GMX/USDT,2025-09-29 02:00:00+00:00,2025-09-29 03:35:00+00:00,16.16,16.2,16.31,0.04,0.2475,19,26.67,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-09-30 07:25:00+00:00,2025-09-30 08:15:00+00:00,15.99,15.99,16.0,0.0,0.0,10,0.0,True,True,True,bearish_vol_divergence
GMX/USDT,2025-09-30 22:30:00+00:00,2025-09-30 23:20:00+00:00,15.14,15.12,15.17,-0.02,-0.1321,10,0.0,True,True,True,bearish_vol_divergence
GMX/USDT,2025-10-01 04:55:00+00:00,2025-10-01 05:45:00+00:00,14.98,15.08,15.12,0.1,0.6676,10,71.43,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-10-01 06:45:00+00:00,2025-10-01 08:10:00+00:00,14.94,14.99,15.04,0.05,0.3347,17,50.0,True,True,True,bearish_vol_divergence
GMX/USDT,2025-10-03 11:30:00+00:00,2025-10-03 12:20:00+00:00,15.11,15.12,15.17,0.01,0.0662,10,0.0,True,True,True,bearish_vol_divergence
GMX/USDT,2025-10-03 23:25:00+00:00,2025-10-04 00:25:00+00:00,15.36,15.33,15.44,-0.03,-0.1953,12,-37.5,True,True,True,bearish_vol_divergence
GMX/USDT,2025-10-05 04:20:00+00:00,2025-10-05 04:40:00+00:00,15.63,15.56,15.63,-0.07,-0.4479,4,0.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-10-06 00:25:00+00:00,2025-10-06 01:00:00+00:00,14.77,14.69,14.81,-0.08,-0.5416,7,0.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-10-07 12:45:00+00:00,2025-10-07 13:35:00+00:00,14.97,14.88,15.08,-0.09,-0.6012,10,-81.82,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-10-07 19:25:00+00:00,2025-10-07 20:50:00+00:00,14.22,14.5,14.5,0.28,1.9691,17,100.0,True,True,True,bearish_vol_divergence
GMX/USDT,2025-10-08 09:15:00+00:00,2025-10-08 09:45:00+00:00,14.52,14.49,14.67,-0.03,-0.2066,6,-20.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-10-08 19:30:00+00:00,2025-10-08 19:55:00+00:00,14.57,14.58,14.6,0.01,0.0686,5,0.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-10-09 13:35:00+00:00,2025-10-09 14:25:00+00:00,13.75,13.63,13.8,-0.12,-0.8727,10,0.0,True,True,True,bearish_vol_divergence
GMX/USDT,2025-10-09 16:20:00+00:00,2025-10-09 17:10:00+00:00,13.72,13.8,13.8,0.08,0.5831,10,100.0,True,True,True,bearish_vol_divergence
GMX/USDT,2025-10-09 18:35:00+00:00,2025-10-09 19:35:00+00:00,13.8,13.85,13.85,0.05,0.3623,12,0.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-10-11 17:45:00+00:00,2025-10-11 19:00:00+00:00,10.36,10.49,10.56,0.13,1.2548,15,65.0,True,True,True,bearish_vol_divergence
GMX/USDT,2025-10-12 01:20:00+00:00,2025-10-12 01:25:00+00:00,10.35,10.32,10.35,-0.03,-0.2899,1,0.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-10-12 13:20:00+00:00,2025-10-12 14:20:00+00:00,10.57,10.51,10.64,-0.06,-0.5676,12,-85.71,True,True,True,bearish_vol_divergence
GMX/USDT,2025-10-15 05:20:00+00:00,2025-10-15 05:25:00+00:00,11.29,11.29,11.29,0.0,0.0,1,0.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-10-16 09:00:00+00:00,2025-10-16 10:35:00+00:00,10.79,10.93,11.04,0.14,1.2975,19,56.0,True,True,True,bearish_vol_divergence
GMX/USDT,2025-10-16 15:45:00+00:00,2025-10-16 16:40:00+00:00,10.48,10.5,10.58,0.02,0.1908,11,20.0,True,True,True,bearish_vol_divergence
GMX/USDT,2025-10-17 01:50:00+00:00,2025-10-17 02:10:00+00:00,10.43,10.44,10.47,0.01,0.0959,4,0.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-10-17 14:35:00+00:00,2025-10-17 14:55:00+00:00,9.72,9.77,9.89,0.05,0.5144,4,29.41,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-10-18 04:40:00+00:00,2025-10-18 05:30:00+00:00,10.3,10.28,10.34,-0.02,-0.1942,10,0.0,True,True,True,bearish_vol_divergence
GMX/USDT,2025-10-18 06:40:00+00:00,2025-10-18 07:20:00+00:00,10.27,10.36,10.44,0.09,0.8763,8,52.94,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-10-18 13:45:00+00:00,2025-10-18 14:05:00+00:00,10.28,10.22,10.3,-0.06,-0.5837,4,0.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-10-18 18:50:00+00:00,2025-10-18 19:50:00+00:00,10.42,10.43,10.48,0.01,0.096,12,16.67,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-10-18 20:30:00+00:00,2025-10-18 20:45:00+00:00,10.45,10.45,10.45,0.0,0.0,3,0.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-10-20 21:55:00+00:00,2025-10-20 22:45:00+00:00,10.51,10.48,10.51,-0.03,-0.2854,10,0.0,True,True,True,bearish_vol_divergence
GMX/USDT,2025-10-22 06:45:00+00:00,2025-10-22 06:55:00+00:00,10.14,10.12,10.15,-0.02,-0.1972,2,0.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-10-22 09:55:00+00:00,2025-10-22 10:45:00+00:00,10.11,10.08,10.16,-0.03,-0.2967,10,0.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-10-22 15:15:00+00:00,2025-10-22 16:10:00+00:00,10.15,10.18,10.22,0.03,0.2956,11,42.86,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-10-22 17:25:00+00:00,2025-10-22 18:15:00+00:00,10.08,9.97,10.08,-0.11,-1.0913,10,0.0,True,True,True,bearish_vol_divergence
GMX/USDT,2025-10-23 18:25:00+00:00,2025-10-23 18:30:00+00:00,10.45,10.43,10.45,-0.02,-0.1914,1,0.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-10-24 08:05:00+00:00,2025-10-24 09:35:00+00:00,10.58,10.68,10.7,0.1,0.9452,18,83.33,True,True,True,bearish_vol_divergence
GMX/USDT,2025-10-24 16:30:00+00:00,2025-10-24 17:20:00+00:00,10.5,10.57,10.57,0.07,0.6667,10,100.0,True,True,True,bearish_vol_divergence
GMX/USDT,2025-10-25 12:35:00+00:00,2025-10-25 13:45:00+00:00,10.35,10.36,10.44,0.01,0.0966,14,11.11,True,True,True,bearish_vol_divergence
GMX/USDT,2025-10-25 14:15:00+00:00,2025-10-25 14:30:00+00:00,10.37,10.36,10.38,-0.01,-0.0964,3,0.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-10-25 15:55:00+00:00,2025-10-25 17:40:00+00:00,10.38,10.4,10.43,0.02,0.1927,21,0.0,True,True,True,bearish_vol_divergence
GMX/USDT,2025-10-28 01:45:00+00:00,2025-10-28 02:10:00+00:00,10.44,10.43,10.45,-0.01,-0.0958,5,0.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-10-28 03:35:00+00:00,2025-10-28 04:25:00+00:00,10.38,10.44,10.46,0.06,0.578,10,75.0,True,True,True,bearish_vol_divergence
GMX/USDT,2025-10-29 15:45:00+00:00,2025-10-29 17:15:00+00:00,10.07,10.09,10.16,0.02,0.1986,18,22.22,True,True,True,bearish_vol_divergence
GMX/USDT,2025-10-29 18:35:00+00:00,2025-10-29 20:00:00+00:00,9.9,10.17,10.3,0.27,2.7273,17,67.5,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-10-29 21:55:00+00:00,2025-10-29 22:00:00+00:00,10.23,10.23,10.23,0.0,0.0,1,0.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-10-30 10:05:00+00:00,2025-10-30 11:25:00+00:00,9.74,9.94,10.81,0.2,2.0534,16,18.69,True,True,True,bearish_vol_divergence
GMX/USDT,2025-10-30 12:20:00+00:00,2025-10-30 13:20:00+00:00,9.74,9.73,9.85,-0.01,-0.1027,12,-9.09,True,True,True,bearish_vol_divergence
GMX/USDT,2025-10-30 17:20:00+00:00,2025-10-30 18:55:00+00:00,9.49,9.49,9.63,0.0,0.0,19,0.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-10-30 19:15:00+00:00,2025-10-30 19:20:00+00:00,9.46,9.45,9.48,-0.01,-0.1057,1,0.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-10-30 22:35:00+00:00,2025-10-31 00:25:00+00:00,9.51,9.67,9.68,0.16,1.6824,22,94.12,True,True,True,bearish_vol_divergence
GMX/USDT,2025-10-31 13:25:00+00:00,2025-10-31 14:10:00+00:00,9.78,9.75,9.81,-0.03,-0.3067,9,0.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-10-31 21:10:00+00:00,2025-10-31 22:20:00+00:00,9.75,9.71,9.75,-0.04,-0.4103,14,0.0,True,True,True,bearish_vol_divergence
GMX/USDT,2025-11-01 04:55:00+00:00,2025-11-01 05:45:00+00:00,9.71,9.66,9.71,-0.05,-0.5149,10,0.0,True,True,True,bearish_vol_divergence
GMX/USDT,2025-11-02 19:15:00+00:00,2025-11-02 20:45:00+00:00,9.69,9.69,9.7,0.0,0.0,18,0.0,True,True,True,bearish_vol_divergence
GMX/USDT,2025-11-03 15:10:00+00:00,2025-11-03 16:20:00+00:00,9.12,8.78,9.12,-0.34,-3.7281,14,0.0,True,True,True,bearish_vol_divergence
GMX/USDT,2025-11-04 14:00:00+00:00,2025-11-04 15:35:00+00:00,8.57,8.8,8.88,0.23,2.6838,19,74.19,True,True,True,bearish_vol_divergence
GMX/USDT,2025-11-09 08:20:00+00:00,2025-11-09 09:10:00+00:00,9.404,9.43,9.465,0.026,0.2765,10,42.62,True,True,True,bearish_vol_divergence
GMX/USDT,2025-11-12 04:55:00+00:00,2025-11-12 06:00:00+00:00,9.75,9.74,9.75,-0.01,-0.1026,13,0.0,True,True,True,bearish_vol_divergence
GMX/USDT,2025-11-12 12:10:00+00:00,2025-11-12 12:15:00+00:00,9.951,9.975,9.98,0.024,0.2412,1,0.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-11-12 19:00:00+00:00,2025-11-12 20:35:00+00:00,9.49,9.594,9.64,0.104,1.0959,19,69.33,True,True,True,bearish_vol_divergence
GMX/USDT,2025-11-12 22:20:00+00:00,2025-11-12 23:00:00+00:00,9.6,9.616,9.64,0.016,0.1667,8,0.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-11-14 00:40:00+00:00,2025-11-14 01:30:00+00:00,9.17,9.143,9.18,-0.027,-0.2944,10,0.0,True,True,True,bearish_vol_divergence
GMX/USDT,2025-11-14 09:30:00+00:00,2025-11-14 10:30:00+00:00,8.816,8.884,8.903,0.068,0.7713,12,78.16,True,True,True,bearish_vol_divergence
GMX/USDT,2025-11-14 11:10:00+00:00,2025-11-14 11:25:00+00:00,8.804,8.865,8.865,0.061,0.6929,3,100.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-11-15 13:05:00+00:00,2025-11-15 13:30:00+00:00,8.753,8.745,8.794,-0.008,-0.0914,5,0.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-11-16 20:45:00+00:00,2025-11-16 20:50:00+00:00,8.412,8.38,8.412,-0.032,-0.3804,1,0.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-11-17 00:15:00+00:00,2025-11-17 00:45:00+00:00,8.354,8.469,8.53,0.115,1.3766,6,65.34,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-11-17 19:15:00+00:00,2025-11-17 19:55:00+00:00,8.29,8.249,8.342,-0.041,-0.4946,8,-78.85,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-11-17 23:45:00+00:00,2025-11-18 01:25:00+00:00,8.378,8.462,8.537,0.084,1.0026,20,52.83,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-11-22 17:50:00+00:00,2025-11-22 19:10:00+00:00,8.069,8.095,8.098,0.026,0.3222,16,0.0,True,True,True,bearish_vol_divergence
GMX/USDT,2025-11-23 01:00:00+00:00,2025-11-23 01:10:00+00:00,8.159,8.159,8.159,0.0,0.0,2,0.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-11-24 04:20:00+00:00,2025-11-24 06:05:00+00:00,8.406,8.496,8.617,0.09,1.0707,21,42.65,True,True,True,bearish_vol_divergence
GMX/USDT,2025-11-24 14:20:00+00:00,2025-11-24 14:40:00+00:00,8.463,8.44,8.58,-0.023,-0.2718,4,-19.66,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-11-25 13:35:00+00:00,2025-11-25 14:30:00+00:00,8.699,8.757,8.757,0.058,0.6667,11,100.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-11-26 08:10:00+00:00,2025-11-26 09:00:00+00:00,8.841,8.791,8.846,-0.05,-0.5655,10,0.0,True,True,True,bearish_vol_divergence
GMX/USDT,2025-11-28 21:55:00+00:00,2025-11-28 22:05:00+00:00,9.065,9.03,9.065,-0.035,-0.3861,2,0.0,True,True,True,adx_dm_bearish_cross
GMX/USDT,2025-12-01 09:50:00+00:00,2025-12-01 11:05:00+00:00,8.286,8.27,8.301,-0.016,-0.1931,15,0.0,True,True,True,bearish_vol_divergence
